,31,Narasaraopet,GEN,Modugula Venugopala Reddy,,Telugu Desam Party,"4,63,358",Vallabhaneni Balasouri,,Indian National Congress,"4,61,751",1607
,32,Bapatla,(SC),Panabaka Lakshmi,,Indian National Congress,"4,60,757",Malyadri Sriram,,Telugu Desam Party,"3,91,419",69338
,33,Ongole,GEN,Magunta Sreenivasulu Reddy,,Indian National Congress,"4,50,442",Madduluri Malakondaiah Yadav,,Telugu Desam Party,"3,71,919",78523
,34,Nandyal,GEN,S. P. Y. Reddy,,Indian National Congress,"4,00,023",N. M. D. Farooq,,Telugu Desam Party,"3,09,176",90847
,35,Kurnool,GEN,Kotla Jayasurya Prakasha Reddy,,Indian National Congress,"3,82,668",B.T.Naidu,,Telugu Desam Party,"3,08,895",73773
,36,Anantapur,GEN,Anantha Venkatarami Reddy,,Indian National Congress,"4,57,876",Kalava Srinivasulu,,Telugu Desam Party,"3,79,955",77921
,37,Hindupur,GEN,Kristappa Nimmala,,Telugu Desam Party,"4,35,753",Khasim Khan,,Indian National Congress,"4,12,918",22835
,38,Kadapa,GEN,Y. S. Jagan Mohan Reddy,,Indian National Congress,"5,42,611",Palem Srikanth Reddy,,Telugu Desam Party,"3,63,765","1,78,846"
,39,Nellore,GEN,Mekapati Rajamohan Reddy,,Indian National Congress,"4,30,235",Vanteru Venu Gopala Reddy,,Telugu Desam Party,"3,75,242",54993
,40,Tirupati,(SC),Chinta Mohan,,Indian National Congress,"4,28,403",Varla Ramaiah,,Telugu Desam Party,"4,09,127",19276
,41,Rajampet,GEN,Annayyagari Sai Prathap,,Indian National Congress,"4,23,910",Ramesh Kumar Reddy Reddappagari,,Telugu Desam Party,"1,80,537","1,10,377"
,42,Chittoor,(SC),Naramalli Sivaprasad,,Telugu Desam Party,"4,34,376",M. Thippeswamy,,Indian National Congress,"4,23,717",10659
Arunachal Pradesh,1,Arunachal West,(ST),Takam Sanjoy,,Indian National Congress,"1,40,443",Kiren Rijiju,,Bharatiya Janata Party,"1,39,129",1314
,2,Arunachal East,(ST),Ninong Ering,,Indian National Congress,"1,15,423",Tapir Gao,,Bharatiya Janata Party,46974,68449
Assam,1,Karimganj,(SC),Lalit Mohan Suklabaidya,,Indian National Congress,"2,59,717",Rajesh Mallah,,All India United Democratic Front,"2,51,797",7920
,2,Silchar,GEN,Kabindra Purkayastha,,Bharatiya Janata Party,"2,43,532",Badruddin Ajmal,,All India United Democratic Front,"2,02,062",41470
,3,Autonomous District,(ST),Biren Sing Engti,,Indian National Congress,"1,97,835",Elwin Teron,,Autonomous State Demand Committee,"1,23,287",74548
,4,Dhubri,GEN,Badruddin Ajmal,,All India United Democratic Front,"5,40,820",Anwar Hussain,,Indian National Congress,"3,56,401","1,84,419"
,5,Kokrajhar,(ST),Sansuma Khunggur Bwiswmuthiary,,Bodoland People's Front,"4,95,211",Urkhao Gwra Brahma,,Independent,"3,04,889","1,90,322"
,6,Barpeta,GEN,Ismail Hussain,,Indian National Congress,"3,22,137",Bhupen Ray,,Asom Gana Parishad,"2,91,708",30429
,7,Gauhati,GEN,Bijoya Chakravarty,,Bharatiya Janata Party,"4,96,047",Robin Bordoloi,,Indian National Congress,"4,84,192",11855
,8,Mangaldoi,GEN,Ramen Deka,,Bharatiya Janata Party,"3,07,881",Madhab Rajbangshi,,Indian National Congress,"2,52,032",55849
,9,Tezpur,GEN,Joseph Toppo,,Asom Gana Parishad,"3,52,246",Moni Kumar Subba,,Indian National Congress,"3,22,093",30153
,10,Nowgong,GEN,Rajen Gohain,,Bharatiya Janata Party,"3,80,921",Anil Raja,,Indian National Congress,"3,35,541",45380
,11,Kaliabor,GEN,Dip Gogoi,,Indian National Congress,"4,34,676",Gunin Hazarika,,Asom Gana Parishad,"2,82,687","1,51,989"
,12,Jorhat,GEN,Bijoy Krishna Handique,,Indian National Congress,"3,62,320",Kamakhya Prasad Tasa,,Bharatiya Janata Party,"2,90,406",71914
,13,Dibrugarh,GEN,Paban Singh Ghatowar,,Indian National Congress,"3,59,163",Sarbananda Sonowal,,Asom Gana Parishad,"3,24,020",35143
,14,Lakhimpur,GEN,Ranee Narah,,Indian National Congress,"3,52,330",Arun Kumar Sarmah,,Asom Gana Parishad,"3,07,758",44572
Bihar,1,Valmiki Nagar,GEN,Baidyanath Prasad Mahto,,Janata Dal (United),"2,77,696",Fakhruddin,,Independent,94021,"1,83,675"
,2,Paschim Champaran,GEN,Sanjay Jaiswal,,Bharatiya Janata Party,"1,98,781",Prakash Jha,,Lok Janshakti Party,"1,51,438",47343
,3,Purvi Champaran,GEN,Radha Mohan Singh,,Bharatiya Janata Party,"2,01,114",Akhilesh Prasad Singh,,Rashtriya Janata Dal,"1,21,824",79290
,4,Sheohar,GEN,Rama Devi,,Bharatiya Janata Party,"2,33,499",Md Anwarul Haque,,Bahujan Samaj Party,"1,07,815","1,25,684"
,5,Sitamarhi,GEN,Arjun Rai,,Janata Dal (United),"2,32,782",Samir Kumar Mahaseth,,Indian National Congress,"1,22,216","1,10,566"
,6,Madhubani,GEN,Hukmdev Narayan Yadav,,Bharatiya Janata Party,"1,64,094",Abdul Bari Siddiqui,,Rashtriya Janata Dal,"1,54,167",9927
,7,Jhanjharpur,GEN,Mangani Lal Mandal,,Janata Dal (United),"2,65,175",Devendra Prasad Yadav,,Rashtriya Janata Dal,"1,92,466",72709
,8,Supaul,GEN,Vishwa Mohan Kumar,,Janata Dal (United),"3,13,677",Ranjeet Ranjan,,Indian National Congress,"1,47,602","1,66,075"
,9,Araria,GEN,Pradeep Kumar Singh,,Bharatiya Janata Party,"2,82,742",Zakir Hussain Khan,,Lok Janshakti Party,"2,60,240",22502
,10,Kishanganj,GEN,Mohammad Asrarul Haque,,Indian National Congress,"2,39,405",Syed Mahmood Ashraf,,Janata Dal (United),"1,59,136",80269
,11,Katihar,GEN,Nikhil Kumar Choudhary,,Bharatiya Janata Party,"2,69,834",Tariq Anwar,,Nationalist Congress Party,"2,55,819",14015
,12,Purnia,GEN,Uday Singh,,Bharatiya Janata Party,"3,62,952",Shanti Priya,,Independent,"1,76,725","1,86,227"
,13,Madhepura,GEN,Sharad Yadav,,Janata Dal (United),"3,70,585",Ravindra Charan Yadav,,Rashtriya Janata Dal,"1,92,964","1,77,621"
,14,Darbhanga,GEN,Kirti Azad,,Bharatiya Janata Party,"2,39,268",Ali Ashraf Fatmi,,Rashtriya Janata Dal,"1,92,815",46453
,15,Muzaffarpur,GEN,Jai Narain Prasad Nishad,,Janata Dal (United),"1,95,091",Bhagwanlal Sahni,,Lok Janshakti Party,"1,47,282",47809
,16,Vaishali,GEN,Raghuvansh Prasad Singh,,Rashtriya Janata Dal,"2,84,479",Vijay Kumar Shukla,,Janata Dal (United),"2,62,171",22308
,17,Gopalganj,(SC),Purnmasi Ram,,Janata Dal (United),"2,00,024",Anil Kumar,,Rashtriya Janata Dal,"1,57,552",42472
,18,Siwan,GEN,Om Prakash Yadav,,Independent,"2,36,194",Hena Shahab,,Rashtriya Janata Dal,"1,72,764",63430
,19,Maharajganj,GEN,Umashanker Singh,,Rashtriya Janata Dal,"2,11,610",Prabhunath Singh,,Janata Dal (United),"2,08,813",2797
,20,Saran,GEN,Lalu Prasad Yadav,,Rashtriya Janata Dal,"2,74,209",Rajiv Pratap Rudy,,Bharatiya Janata Party,"2,22,394",51815
,21,Hajipur,(SC),Ram Sundar Das,,Janata Dal (United),"2,46,715",Ram Vilas Paswan,,Lok Janshakti Party,"2,08,761",37954
,22,Ujiarpur,GEN,Ashwamedh Devi,,Janata Dal (United),"1,80,082",Alok Kumar Mehta,,Rashtriya Janata Dal,"1,54,770",25312
,23,Samastipur,(SC),Maheshwar Hazari,,Janata Dal (United),"2,59,458",Ram Chandra Paswan,,Lok Janshakti Party,"1,55,082","1,04,376"
,24,Begusarai,GEN,Monazir Hassan,,Janata Dal (United),"2,05,680",Shatrughna Prasad Singh,,Communist Party of India,"1,64,843",40837
,25,Khagaria,GEN,Dinesh Chandra Yadav,,Janata Dal (United),"2,66,964",Ravindar Rana,,Rashtriya Janata Dal,"1,28,209","1,38,755"
,26,Bhagalpur,GEN,Syed Shahnawaz Hussain,,Bharatiya Janata Party,"2,28,384",Shakuni Choudhary,,Rashtriya Janata Dal,"1,72,573",55811
,27,Banka,GEN,Digvijay Singh,,Independent,"1,85,762",Jay Prakash Narayan Yadav,,Rashtriya Janata Dal,"1,57,046",28716
,28,Munger,GEN,Rajiv Ranjan Singh,,Janata Dal (United),"3,74,317",Ram Badan Roy,,Rashtriya Janata Dal,"1,84,956","1,89,361"
,29,Nalanda,GEN,Kaushalendra Kumar,,Janata Dal (United),"2,99,155",Satish Kumar,,Lok Janshakti Party,"1,46,478","1,52,677"
,30,Patna Sahib,GEN,Shatrughan Sinha,,Bharatiya Janata Party,"3,16,549",Vijay Kumar,,Rashtriya Janata Dal,"1,49,779","1,66,770"
,31,Pataliputra,GEN,Ranjan Prasad Yadav,,Janata Dal (United),"2,69,298",Lalu Prasad Yadav,,Rashtriya Janata Dal,"2,45,757",23541
,32,Arrah,GEN,Meena Singh,,Janata Dal (United),"2,12,726",Rama Kishore Singh,,Lok Janshakti Party,"1,38,006",74720
,33,Buxar,GEN,Jagada Nand Singh,,Rashtriya Janata Dal,"1,32,614",Lalmuni Chaubey,,Bharatiya Janata Party,"1,30,376",2238
,34,Sasaram,(SC),Meira Kumar,,Indian National Congress,"1,92,213",Muni Lall,,Bharatiya Janata Party,"1,49,259",42954
,35,Karakat,GEN,Mahabali Singh,,Janata Dal (United),"1,96,946",Kanti Singh,,Rashtriya Janata Dal,"1,76,463",20483
,36,Jahanabad,GEN,Jagdish Sharma,,Janata Dal (United),"2,34,769",Surendra Yadav,,Rashtriya Janata Dal,"2,13,442",21327
,37,Aurangabad,GEN,Sushil Kumar Singh,,Janata Dal (United),"2,60,153",Shakil Ahmad Khan,,Rashtriya Janata Dal,"1,88,095",72058
,38,Gaya,(SC),Hari Manjhi,,Bharatiya Janata Party,"2,46,255",Ramji Manjhi,,Rashtriya Janata Dal,"1,83,802",62453
,39,Nawada,GEN,Bhola Singh,,Bharatiya Janata Party,"1,30,608",Veena Devi,,Lok Janshakti Party,95691,34917
,40,Jamui,(SC),Bhudeo Choudhary,,Janata Dal (United),"1,78,560",Shyam Rajak,,Rashtriya Janata Dal,"1,48,763",29797
Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,,Indian National Congress,"1,61,042",Satya Pal Jain,,Bharatiya Janata Party,"1,02,075",58967
Chhattisgarh,1,Sarguja,(ST),Murarilal Singh,,Bharatiya Janata Party,"4,16,532",Bhanu Pratap Singh,,Indian National Congress,"2,56,984","1,59,548"
,2,Raigarh,(ST),Vishnu Deo Sai,,Bharatiya Janata Party,"4,43,948",Hridayaram Rathiya,,Indian National Congress,"3,88,100",55848
,3,Janjgir-Champa,(SC),Kamla Devi Patle,,Bharatiya Janata Party,"3,02,142",Shiv Kumar Dahariya,,Indian National Congress,"2,14,931",87211
,4,Korba,GEN,Charan Das Mahant,,Indian National Congress,"3,14,616",Karuna Shukla,,Bharatiya Janata Party,"2,93,879",20737
,5,Bilaspur,GEN,Dilip Singh Judeo,,Bharatiya Janata Party,"3,47,930",Renu Jogi,,Indian National Congress,"3,27,791",20139
,6,Rajnandgaon,GEN,Madhusudan Yadav,,Bharatiya Janata Party,"4,37,721",Devwrat Singh,,Indian National Congress,"3,18,647","1,19,074"
,7,Durg,GEN,Saroj Pandey,,Bharatiya Janata Party,"2,83,170",Pradeep Choubey,,Indian National Congress,"2,73,216",9954
,8,Raipur,GEN,Ramesh Bais,,Bharatiya Janata Party,"3,64,943",Bhupesh Baghel,,Indian National Congress,"3,07,042",57901
,9,Mahasamund,GEN,Chandu Lal Sahu,,Bharatiya Janata Party,"3,71,201",Motilal Sahu,,Indian National Congress,"3,19,726",51475
,10,Bastar,(ST),Baliram Kashyap,,Bharatiya Janata Party,"2,49,373",Shankar Sodi,,Indian National Congress,"1,49,111","1,00,262"
,11,Kanker,(ST),Sohan Potai,,Bharatiya Janata Party,"3,41,131",Phulo Devi Netam,,Indian National Congress,"3,21,843",19288
Dadra and Nagar Haveli,1,Dadra And Nagar Haveli,(ST),Natubhai Gomanbhai Patel,,Bharatiya Janata Party,51242,Mohanbhai Sanjibhai Delkar,,Indian National Congress,50624,618
Daman and Diu,1,Daman and Diu,GEN,Lalubhai Patel,,Bharatiya Janata Party,44546,Dahyabhai Vallabhbhai Patel,,Indian National Congress,19708,24838
Delhi,1,Chandni Chowk,GEN,Kapil Sibal,,Indian National Congress,"4,65,713",Vijender Gupta,,Bharatiya Janata Party,"2,65,003","2,00,710"
,2,North East Delhi,GEN,Jai Parkash Aggarwal,,Indian National Congress,"5,18,191",B. L. Sharma,,Bharatiya Janata Party,"2,95,948","2,22,243"
,3,East Delhi,GEN,Sandeep Dikshit,,Indian National Congress,"5,18,001",Chetan Chauhan,,Bharatiya Janata Party,"2,76,948","2,41,053"
,4,New Delhi,GEN,Ajay Maken,,Indian National Congress,"4,55,867",Vijay Goel,,Bharatiya Janata Party,"2,68,058","1,87,809"
,5,North West Delhi,(SC),Krishna Tirath,,Indian National Congress,"4,87,404",Meera Kanwaria,,Bharatiya Janata Party,"3,02,971","1,84,433"
,6,West Delhi,GEN,Mahabal Mishra,,Indian National Congress,"4,79,899",Jagdish Mukhi,,Bharatiya Janata Party,"3,50,889","1,29,010"
,7,South Delhi,GEN,Ramesh Kumar,,Indian National Congress,"3,60,278",Ramesh Bidhuri,,Bharatiya Janata Party,"2,67,059",93219
Goa,1,North Goa,GEN,Shripad Yesso Naik,,Bharatiya Janata Party,"1,37,716",Jitendra Raghuraj Deshprabhu,,Nationalist Congress Party,"1,31,363",6353
,2,South Goa,GEN,Francisco Sardinha,,Indian National Congress,"1,27,494",Narendra Keshav Sawaikar,,Bharatiya Janata Party,"1,14,978",12516
Gujarat,1,Kachchh,(SC),Poonamben Jat,,Bharatiya Janata Party,"2,85,300",Valjibhai Danicha,,Indian National Congress,"2,13,957",71343
,2,Banaskantha,GEN,Mukesh Gadhvi,,Indian National Congress,"2,89,409",Haribhai Parthibhai Chaudhary,,Bharatiya Janata Party,"2,79,108",10301
,3,Patan,GEN,Jagdish Thakor,,Indian National Congress,"2,83,778",Bhavsinh Rathod,,Bharatiya Janata Party,"2,65,274",18504
,4,Mahesana,GEN,Jayshreeben Patel,,Bharatiya Janata Party,"3,34,631",Jivabhai Ambalal Patel,,Indian National Congress,"3,12,766",21865
,5,Sabarkantha,GEN,Mahendrasinh Chauhan,,Bharatiya Janata Party,"3,37,432",Madhusudan Mistry,,Indian National Congress,"3,20,272",17160
,6,Gandhinagar,GEN,L. K. Advani,,Bharatiya Janata Party,"4,34,044",Sureshkumar Chaturdas Patel,,Indian National Congress,"3,12,297","1,21,747"
,7,Ahmedabad East,GEN,Harin Pathak,,Bharatiya Janata Party,"3,18,846",Deepakbhai Babariya,,Indian National Congress,"2,32,790",86056
,8,Ahmedabad West,(SC),Kirit Solanki,,Bharatiya Janata Party,"3,76,823",Shailesh Parmar,,Indian National Congress,"2,85,696",91127
,9,Surendranagar,GEN,Somabhai Patel,,Indian National Congress,"2,47,710",Laljibhai Mer,,Bharatiya Janata Party,"2,42,879",4831
,10,Rajkot,GEN,Kunwarjibhai Bavaliya,,Indian National Congress,"3,07,553",Kiran Kumar Patel,,Bharatiya Janata Party,"2,82,818",24735
,11,Porbandar,GEN,Vitthal Radadiya,,Indian National Congress,"3,29,436",Mansukhbhai Shamjibhai Kachariya,,Bharatiya Janata Party,"2,89,933",39503
,12,Jamnagar,GEN,Vikrambhai Arjanbhai Madam,,Indian National Congress,"2,81,410",Rameshbhai Mungra,,Bharatiya Janata Party,"2,54,992",26418
,13,Junagadh,GEN,Dinubhai Solanki,,Bharatiya Janata Party,"3,55,335",Jashubhai Barad,,Indian National Congress,"3,41,576",13759
,14,Amreli,GEN,Naranbhai Kachhadia,,Bharatiya Janata Party,"2,47,666",Nilaben Thummar,,Indian National Congress,"2,10,349",37317
,15,Bhavnagar,GEN,Rajendrasinh Rana,,Bharatiya Janata Party,"2,13,376",Mahavirsinh Gohil,,Indian National Congress,"2,07,483",5893
,16,Anand,GEN,Bharatsinh Solanki,,Indian National Congress,"3,48,655",Dipakbhai Patel,,Bharatiya Janata Party,"2,81,337",67318
,17,Kheda,GEN,Dinsha Patel,,Indian National Congress,"2,84,004",Devusinh Chauhan,,Bharatiya Janata Party,"2,83,158",846
,18,Panchmahal,GEN,Prabhatsinh Pratapsinh Chauhan,,Bharatiya Janata Party,"2,82,079",Shankersinh Vaghela,,Indian National Congress,"2,79,998",2081
,19,Dahod,(ST),Prabha Kishor Taviad,,Indian National Congress,"2,50,586",Somjibhai Damor,,Bharatiya Janata Party,"1,92,050",58536
,20,Vadodara,GEN,Balkrishna Khanderao Shukla,,Bharatiya Janata Party,"4,28,833",Satyajitsinh Gaekwad,,Indian National Congress,"2,92,805","1,36,028"
,21,Chhota Udaipur,(ST),Ramsinh Rathwa,,Bharatiya Janata Party,"3,53,534",Naranbhai Rathwa,,Indian National Congress,"3,26,536",26998
,22,Bharuch,GEN,Mansukhbhai Vasava,,Bharatiya Janata Party,"3,11,019",Aziz Tankarvi,,Indian National Congress,"2,83,787",27232
,23,Bardoli,(ST),Tushar Amarsinh Chaudhary,,Indian National Congress,"3,98,430",Riteshkumar Vasava,,Bharatiya Janata Party,"3,39,445",58985
,24,Surat,GEN,Darshana Jardosh,,Bharatiya Janata Party,"3,64,947",Dhirubhai Haribhai Gajera,,Indian National Congress,"2,90,149",74798
,25,Navsari,GEN,C. R. Patil,,Bharatiya Janata Party,"4,23,413",Dhansukh Rajput,,Indian National Congress,"2,90,770","1,32,643"
,26,Valsad,(ST),Kishanbhai Vestabhai Patel,,Indian National Congress,"3,57,755",DC Patel,,Bharatiya Janata Party,"3,50,586",7169
Haryana,1,Ambala,(SC),Kumari Selja,,Indian National Congress,"3,22,258",Rattan Lal Kataria,,Bharatiya Janata Party,"3,07,688",14570
,2,Kurukshetra,GEN,Naveen Jindal,,Indian National Congress,"3,97,204",Ashok Kumar Arora,,Indian National Lok Dal,"2,78,475","1,18,729"
,3,Sirsa,(SC),Ashok Tanwar,,Indian National Congress,"4,15,584",Sita Ram,,Indian National Lok Dal,"3,80,085",35499
,4,Hisar,GEN,Bhajan Lal,,Haryana Janhit Congress (BL),"2,48,476",Sampat Singh,,Indian National Lok Dal,"2,41,493",6983
,5,Karnal,GEN,Arvind Kumar Sharma,,Indian National Congress,"3,04,698",Maratha Virender Verma,,Bahujan Samaj Party,"2,28,352",76346
,6,Sonipat,GEN,Jitender Singh Malik,,Indian National Congress,"3,38,795",Kishan Singh Sangwan,,Bharatiya Janata Party,"1,77,511","1,61,284"
,7,Rohtak,GEN,Deepender Singh Hooda,,Indian National Congress,"5,85,016",Nafe Singh Rathee,,Indian National Lok Dal,"1,39,280","4,45,736"
,8,Bhiwaniï¿½ï¿½ï¿½Mahe,GEN,Shruti Choudhry,,Indian National Congress,"3,02,817",Ajay Singh Chautala,,Indian National Lok Dal,"2,47,240",55577
,9,Gurgaon,GEN,Rao Inderjit Singh,,Indian National Congress,"2,78,516",Zakir Hussain,,Bahujan Samaj Party,"1,93,652",84864
,10,Faridabad,GEN,Avtar Singh Bhadana,,Indian National Congress,"2,57,864",Ram Chander Bainda,,Bharatiya Janata Party,"1,89,663",68201
Himachal Pradesh,1,Kangra,GEN,Rajan Sushant,,Bharatiya Janata Party,"3,22,254",Chander Kumar,,Indian National Congress,"3,01,475",20779
,2,Mandi,GEN,Virbhadra Singh,,Indian National Congress,"3,40,973",Maheshwar Singh,,Bharatiya Janata Party,"3,26,976",13997
,3,Hamirpur,GEN,Anurag Thakur,,Bharatiya Janata Party,"3,73,598",Narinder Thakur,,Indian National Congress,"3,00,866",72732
,4,Shimla,(SC),Virender Kashyap,,Bharatiya Janata Party,"3,10,946",Dhani Ram Shandil,,Indian National Congress,"2,83,619",27327
Jammu and Kashmir,1,Baramulla,GEN,Sharifuddin Shariq,,Jammu & Kashmir National Conference,"2,03,022",Mohammad Dilawar Mir,,Jammu and Kashmir Peoples Democratic Party,"1,38,208",64814
,2,Srinagar,GEN,Farooq Abdullah,,Jammu & Kashmir National Conference,"1,47,035",Iftikhar Hussain Ansari,,Jammu and Kashmir Peoples Democratic Party,"1,16,793",30242
,3,Anantnag,GEN,Mirza Mehboob Beg,,Jammu & Kashmir National Conference,"1,48,317",Peer Mohd Hussain,,Jammu and Kashmir Peoples Democratic Party,"1,43,093",5224
,4,Ladakh,GEN,Hassan Khan,,Independent,32701,Phuntsog Namgyal,,Indian National Congress,29017,3684
,5,Udhampur,GEN,Chaudhary Lal Singh,,Indian National Congress,"2,31,853",Nirmal Singh,,Bharatiya Janata Party,"2,18,459",13394
,6,Jammu,GEN,Madan Lal Sharma,,Indian National Congress,"3,82,305",Lila Karan Sharma,,Bharatiya Janata Party,"2,60,932","1,21,373"
Jharkhand,1,Rajmahal,(ST),Devidhan Besra,,Bharatiya Janata Party,"1,68,357",Hemlal Murmu,,Jharkhand Mukti Morcha,"1,59,374",8983
,2,Dumka,(ST),Shibu Soren,,Jharkhand Mukti Morcha,"2,08,518",Sunil Soren,,Bharatiya Janata Party,"1,89,706",18812
,3,Godda,GEN,Nishikant Dubey,,Bharatiya Janata Party,"1,89,526",Furkan Ansari,,Indian National Congress,"1,83,119",6407
,4,Chatra,GEN,Inder Singh Namdhari,,Independent,"1,08,336",Dhiraj Prasad Sahu,,Indian National Congress,92158,16178
,5,Kodarma,GEN,Babulal Marandi,,Jharkhand Vikas Morcha (Prajatantrik),"1,99,462",Raj Kumar Yadav,,Communist Party of India (Marxistï¿½ï¿½ï¿½Leninist) Li,"1,50,942",48520
,6,Giridih,GEN,Ravindra Kumar Pandey,,Bharatiya Janata Party,"2,33,435",Tek Lal Mahto,,Jharkhand Mukti Morcha,"1,38,697",94738
,7,Dhanbad,GEN,Pashupati Nath Singh,,Bharatiya Janata Party,"2,60,521",Chandra Shekhar Dubey,,Indian National Congress,"2,02,474",58047
,8,Ranchi,GEN,Subodh Kant Sahay,,Indian National Congress,"3,10,499",Ram Tahal Choudhary,,Bharatiya Janata Party,"2,97,149",13350
,9,Jamshedpur,GEN,Arjun Munda,,Bharatiya Janata Party,"3,19,620",Suman Mahato,,Jharkhand Mukti Morcha,"1,99,957","1,19,663"
,10,Singhbhum,(ST),Madhu Koda,,Independent,"2,56,827",Barkuwar Gagrai,,Bharatiya Janata Party,"1,67,154",89673
,11,Khunti,(ST),Kariya Munda,,Bharatiya Janata Party,"2,10,214",Neil Tirkey,,Indian National Congress,"1,30,039",80175
