State,Parliamentary Constituency,,Winner,,,,,Runner-up,,,,,Margin
,No.,Name,Candidate,Party,,%,Votes,Candidate,Party,,Votes,%,Votes
,2,Peddapalli,Vamsi Krishna Gaddam,,INC,43.42,"4,75,587",Srinivas Gomase,,BJP,"3,44,223",31.43,131364
,3,Karimnagar,Bandi Sanjay Kumar,,BJP,44.57,"5,85,116",Velchala Rajender Rao,,INC,"3,59,907",27.41,225209
,4,Nizamabad,Arvind Dharmapuri,,BJP,48.02,"5,92,318",T. Jeevan Reddy,,INC,"4,83,077",39.16,109241
,5,Zahirabad,Suresh Kumar Shetkar,,INC,42.73,"5,28,418",B. B. Patil,,BJP,"4,82,230",39,46188
,6,Medak,Raghunandan Rao,,BJP,33.99,"4,71,217",Neelam Madhu,,INC,"4,32,078",31.17,39139
,7,Malkajgiri,Etela Rajender,,BJP,51.25,"9,91,042",Patnam Suneetha Mahender Reddy,,INC,"5,99,567",31,391475
,8,Secunderabad,G. Kishan Reddy,,BJP,45.15,"4,73,012",Danam Nagender,,INC,"4,23,068",40.38,49944
,9,Hyderabad,Asaduddin Owaisi,,AIMIM,61.28,"6,61,981",Kompella Madhavi Latha,,BJP,"3,23,894",29.98,338087
,10,Chevella,Konda Vishweshwar Reddy,,BJP,48.34,"8,09,882",G. Ranjith Reddy,,INC,"6,36,985",38.02,172897
,11,Mahbubnagar,D. K. Aruna,,BJP,41.66,"5,10,747",Challa Vamshi Chand Reddy,,INC,"5,06,247",41.29,4500
,12,Nagarkurnool,Mallu Ravi,,INC,38.14,"4,65,072",Bharath Prasad Pothuganti,,BJP,"3,70,658",30.4,94414
,13,Nalgonda,Kunduru Raghuveer,,INC,60.5,"7,84,337",Shanampudi Saidireddy,,BJP,"2,24,432",17.31,559905
,14,Bhongir,Chamala Kiran Kumar Reddy,,INC,44.89,"6,29,143",Boora Narsaiah Goud,,BJP,"4,06,973",29.04,222170
,15,Warangal,Kadiyam Kavya,,INC,45.85,"5,81,294",Aroori Ramesh,,BJP,"3,60,955",28.47,220339
,16,Mahabubabad,Balram Naik Porika,,INC,55.27,"6,12,774",Kavitha Maloth,,BRS,"2,63,609",23.77,349165
,17,Khammam,Ramasahayam Raghuram Reddy,,INC,61.29,"7,66,929",Nama Nageswara Rao,,BRS,"2,99,082",23.9,467847
Tripura,1,Tripura West,Biplab Kumar Deb,,BJP,72.85,"8,81,341",Ashish Kumar Saha,,INC,"2,69,763",22.3,611578
,2,Tripura East,Kriti Devi Debbarman,,BJP,68.54,"7,77,447",Rajendra Reang,,CPI(M),"2,90,628",25.62,486819
Uttar Pradesh,1,Saharanpur,Imran Masood,,INC,44.57,"5,47,967",Raghav Lakhanpal,,BJP,"4,83,425",39.32,64542
,2,Kairana,Iqra Choudhary,,SP,48.9,"5,28,013",Pradeep Choudhary,,BJP,"4,58,897",42.5,69116
,3,Muzaffarnagar,Harendra Singh Malik,,SP,43.64,"4,70,721",Sanjeev Kumar Balyan,,BJP,"4,46,049",41.35,24672
,4,Bijnor,Chandan Chauhan,,RLD,39.48,"4,04,493",Deepak,,SP,"3,66,985",35.82,37508
,5,Nagina,Chandrashekhar,,ASP(KR),51.19,"5,12,552",Om Kumar,,BJP,"3,61,079",36.06,151473
,6,Moradabad,Ruchi Vira,,SP,49.67,"6,37,363",Kunwar Sarvesh Kumar Singh,,BJP,"5,31,601",41.43,105762
,7,Rampur,Mohibbullah,,SP,49.74,"4,81,503",Ghanshyam Singh Lodhi,,BJP,"3,94,069",40.71,87434
,8,Sambhal,Zia ur Rahman Barq,,SP,47.8,"5,71,161",Parmeshwar Lal Saini,,BJP,"4,49,667",37.63,121494
,9,Amroha,Kanwar Singh Tanwar,,BJP,42.9,"4,76,506",Kunwar Danish Ali,,INC,"4,47,836",40.32,28670
,10,Meerut,Arun Govil,,BJP,46.21,"5,46,469",Sunita Verma,,SP,"5,35,884",45.32,10585
,11,Baghpat,Rajkumar Sangwan,,RLD,52.36,"4,88,967",Amarpal Sharma,,SP,"3,29,508",35.29,159459
,12,Ghaziabad,Atul Garg,,BJP,58.09,"8,54,170",Dolly Sharma,,INC,"5,17,205",35.17,336965
,13,Gautam Buddh Nagar,Mahesh Sharma,,BJP,59.69,"8,57,829",Mahendra Singh Nagar,,SP,"2,98,357",20.76,559472
,14,Bulandshahr,Bhola Singh,,BJP,56.65,"5,97,310",Shivram,,INC,"3,22,176",30.56,275134
,15,Aligarh,Satish Kumar Gautam,,BJP,44.28,"5,01,834",Bijendra Singh,,SP,"4,86,187",42.9,15647
,16,Hathras,Anoop Pradhan,,BJP,51.24,"5,54,746",Jasveer Valmiki,,SP,"3,07,428",28.39,247318
,17,Mathura,Hema Malini,,BJP,53.3,"5,10,064",Mukesh Dhangar,,INC,"2,16,657",22.64,293407
,18,Agra,S. P. Singh Baghel,,BJP,53.34,"5,99,397",Suresh Chand Kardam,,SP,"3,28,103",29.2,271294
,19,Fatehpur Sikri,Rajkumar Chahar,,BJP,43.09,"4,45,657",Ramnath Singh Sikarwar,,INC,"4,02,252",38.9,43405
,20,Firozabad,Akshay Yadav,,SP,49.04,"5,43,037",Vishwadeep Singh,,BJP,"4,53,725",40.98,89312
,21,Mainpuri,Dimple Yadav,,SP,56.79,"5,98,526",Jaiveer Singh,,BJP,"3,76,887",35.76,221639
,22,Etah,Devesh Shakya,,SP,47.09,"4,75,808",Rajveer Singh,,BJP,"4,47,756",44.32,28052
,23,Badaun,Aditya Yadav,,SP,45.97,"5,01,855",Durvijay Singh Shakya,,BJP,"4,66,864",42.76,34991
,24,Aonla,Neeraj Maurya,,SP,45.23,"4,92,515",Dharmendra Kashyap,,BJP,"4,76,546",43.76,15969
,25,Bareilly,Chhatrapal Singh Gangwar,,BJP,50.66,"5,67,127",Praveen Singh Aron,,SP,"5,32,323",47.55,34804
,26,Pilibhit,Jitin Prasad,,BJP,52.3,"6,07,158",Bhagwat Saran Gangwar,,SP,"4,42,223",38.09,164935
,27,Shahjahanpur,Arun Kumar Sagar,,BJP,47.5,"5,92,718",Jyotsna Gond,,SP,"5,37,339",43.06,55379
,28,Kheri,Utkarsh Verma,,SP,45.94,"5,57,365",Ajay Mishra Teni,,BJP,"5,23,036",43.11,34329
,29,Dhaurahra,Anand Bhadauriya,,SP,39.91,"4,43,743",Rekha Verma,,BJP,"4,39,294",39.51,4449
,30,Sitapur,Rakesh Rathore,,INC,48.2,"5,31,138",Rajesh Verma (politician),,BJP,"4,41,497",40.06,89641
,31,Hardoi,Jai Prakash,,BJP,44.25,"4,86,798",Usha Verma,,SP,"4,58,942",41.72,27856
,32,Misrikh,Ashok Kumar Rawat,,BJP,45.15,"4,75,016",Sangita Rajvanshi,,SP,"4,41,610",41.98,33406
,33,Unnao,Sakshi Maharaj,,BJP,47.31,"6,16,133",Annu Tandon,,SP,"5,80,315",44.56,35818
,34,Mohanlalganj,R. K. Chaudhary,,SP,48.49,"6,67,869",Kaushal Kishore,,BJP,"5,97,577",43.38,70292
,35,Lucknow,Rajnath Singh,,BJP,53.89,"6,12,709",Ravidas Mehrotra,,SP,"4,77,550",42,135159
,36,Rae Bareli,Rahul Gandhi,,INC,66.17,"6,87,649",Dinesh Pratap Singh,,BJP,"2,97,619",28.64,390030
,37,Amethi,Kishori Lal Sharma,,INC,54.99,"5,39,228",Smriti Irani,,BJP,"3,72,032",37.94,167196
,38,Sultanpur,Rambhual Nishad,,SP,43,"4,44,330",Maneka Gandhi,,BJP,"4,01,156",38.82,43174
,39,Pratapgarh,Shiv Pal Singh Patel,,SP,46.65,"4,41,932",Sangam Lal Gupta,,BJP,"3,75,726",39.66,66206
,40,Farrukhabad,Mukesh Rajput,,BJP,47.2,"4,87,963",Naval Kishore Shakya,,SP,"4,85,285",46.94,2678
,41,Etawah,Jitendra Kumar Dohare,,SP,47.47,"4,90,747",Ram Shankar Katheria,,BJP,"4,32,328",41.82,58419
,42,Kannauj,Akhilesh Yadav,,SP,52.74,"6,42,292",Subrat Pathak,,BJP,"4,71,370",38.71,170922
,43,Kanpur Urban,Ramesh Awasthi,,BJP,49.93,"4,43,055",Alok Mishra,,INC,"4,22,087",47.56,20968
,44,Akbarpur,Devendra Singh,,BJP,47.6,"5,17,423",Raja Ram Pal,,SP,"4,73,078",43.52,44345
,45,Jalaun,Narayan Das Ahirwar,,SP,46.96,"5,30,180",Bhanu Pratap Singh Verma,,BJP,"4,76,282",42.19,53898
,46,Jhansi,Anurag Sharma,,BJP,50,"6,90,316",Pradeep Jain Aditya,,INC,"5,87,702",42.57,102614
,47,Hamirpur,Ajendra Singh Lodhi,,SP,44,"4,90,683",Kunwar Pushpendra Singh Chandel,,BJP,"4,88,054",43.76,2629
,48,Banda,Krishna Devi Shivshanker Patel,,SP,38.94,"4,06,567",R. K. Singh Patel,,BJP,"3,35,357",32.12,71210
,49,Fatehpur,Naresh Uttam Patel,,SP,45.2,"5,00,328",Niranjan Jyoti,,BJP,"4,67,129",42.2,33199
,50,Kaushambi,Pushpendra Saroj,,SP,50.51,"5,09,787",Vinod Kumar Sonkar,,BJP,"4,05,843",40.21,103944
,51,Phulpur,Praveen Patel,,BJP,44.6,"4,52,600",Amarnath Singh Maurya,,SP,"4,48,268",44.17,4332
,52,Allahabad,Ujjwal Raman Singh,,INC,48.8,"4,62,145",Neeraj Tripathi,,BJP,"4,03,350",42.59,58795
,53,Barabanki,Tanuj Punia,,INC,55.78,"7,19,927",Rajrani Rawat,,BJP,"5,04,223",39.07,215704
,54,Faizabad,Awadhesh Prasad,,SP,48.59,"5,54,289",Lallu Singh,,BJP,"4,99,722",43.81,54567
,55,Ambedkar Nagar,Lalji Verma,,SP,46.3,"5,44,959",Ritesh Pandey,,BJP,"4,07,712",34.64,137247
,56,Bahraich,Anand Kumar Gond,,BJP,49.1,"5,18,802",Ramesh Chandra,,SP,"4,54,575",43.02,64227
,57,Kaiserganj,Karan Bhushan Singh,,BJP,53.79,"5,71,263",Bhagat Ram,,SP,"4,22,420",39.77,148843
,58,Shrawasti,Ram Shiromani Verma,,SP,48.83,"5,11,055",Saket Misra,,BJP,"4,34,382",41.51,76673
,59,Gonda,Kirti Vardhan Singh,,BJP,49.77,"4,74,258",Shreya Verma,,SP,"4,28,034",44.92,46224
,60,Domariyaganj,Jagdambika Pal,,BJP,45.47,"4,63,303",Bhishma Shankar Tiwari,,SP,"4,20,575",41.27,42728
,61,Basti,Ram Prasad Chaudhary,,SP,48.67,"5,27,005",Harish Dwivedi,,BJP,"4,26,011",39.34,100994
,62,Sant Kabir Nagar,Laxmikant,,SP,45.7,"4,98,695",Praveen Kumar Nishad,,BJP,"4,06,525",37.25,92170
,63,Maharajganj,Pankaj Chaudhary,,BJP,48.85,"5,91,310",Virendra Chaudhary,,INC,"5,55,859",45.92,35451
,64,Gorakhpur,Ravi Kishan,,BJP,50.75,"5,85,834",Kajal Nishad,,SP,"4,82,308",41.78,103526
,65,Kushi Nagar,Vijay Kumar Dubey,,BJP,47.79,"5,16,345",Ajay Pratap Singh,,SP,"4,34,555",40.22,81790
,66,Deoria,Shashank Mani,,BJP,48.36,"5,04,541",Akhilesh Pratap Singh,,INC,"4,69,699",45.02,34842
,67,Bansgaon,Kamlesh Paswan,,BJP,45.38,"4,28,693",Sadal Prasad,,INC,"4,25,543",45.04,3150
,68,Lalganj,Daroga Prasad Saroj,,SP,43.85,"4,39,959",Neelam Sonkar,,BJP,"3,24,936",32.38,"1,15,023"
,69,Azamgarh,Dharmendra Yadav,,SP,48.2,"5,08,239",Dinesh Lal Yadav,,BJP,"3,47,204",32.93,"1,61,035"
,70,Ghosi,Rajeev Rai,,SP,43.73,"5,03,131",Arvind Rajbhar,,SBSP,"3,40,188",29.57,"1,62,943"
,71,Salempur,Ramashankar Rajbhar,,SP,44.2,"4,05,472",Ravindra Kushawaha,,BJP,"4,01,899",43.81,3573
,72,Ballia,Sanatan Pandey,,SP,46.37,"4,67,068",Neeraj Shekhar,,BJP,"4,23,684",42.06,43384
,73,Jaunpur,Babu Singh Kushwaha,,SP,46.21,"5,09,130",Kripashankar Singh,,BJP,"4,09,795",37.19,99335
,74,Machhlishahr,Priya Saroj,,SP,42.57,"4,51,292",B. P. Saroj,,BJP,"4,15,442",39.19,35850
,75,Ghazipur,Afzal Ansari,,SP,46.82,"5,39,912",Pars Nath Rai,,BJP,"4,15,051",35.99,"1,24,861"
,76,Chandauli,Birendra Singh,,SP,42.5,"4,74,476",Mahendra Nath Pandey,,BJP,"4,52,911",40.57,21565
,77,Varanasi,Narendra Modi,,BJP,54.24,"6,12,970",Ajay Rai,,INC,"4,60,457",40.74,"1,52,513"
,78,Bhadohi,Vinod Kumar Bind,,BJP,42.39,"4,59,982",Laliteshpati Tripathi,,AITC,"4,15,910",38.33,44072
,79,Mirzapur,Anupriya Patel,,AD(S),42.67,"4,71,631",Ramesh Chand Bind,,SP,"4,33,821",39.25,37810
,80,Robertsganj,Chhotelal,,SP,46.14,"4,65,848",Rinki Kol,,AD(S),"3,36,614",33.34,"1,29,234"
Uttarakhand,1,Tehri Garhwal,Mala Rajya Lakshmi Shah,,BJP,53.66,"4,62,603",Jot Singh Gunsola,,INC,"1,90,110",22.05,"2,72,493"
,2,Garhwal,Anil Baluni,,BJP,58.6,"4,32,159",Ganesh Godiyal,,INC,"2,68,656",36.43,"1,63,503"
,3,Almora,Ajay Tamta,,BJP,64.2,"4,29,167",Pradeep Tamta,,INC,"1,95,070",29.18,"2,34,097"
,4,Nainital-Udhamsingh Nagar,Ajay Bhatt,,BJP,61.03,"7,72,671",Prakash Joshi,,INC,"4,38,123",34.61,"3,34,548"
,5,Haridwar,Trivendra Singh Rawat,,BJP,50.19,"6,53,808",Virendra Rawat,,INC,"4,89,752",37.6,"1,64,056"
West Bengal,1,Cooch Behar,Jagadish Chandra Barma Basunia,,AITC,48.57,"7,88,375",Nisith Pramanik,,BJP,"7,49,125",46.16,39250
,2,Alipurduars,Manoj Tigga,,BJP,48.92,"6,95,314",Prakash Chik Baraik,,AITC,"6,19,867",43.61,75447
,3,Jalpaiguri,Jayanta Kumar Roy,,BJP,48.57,"7,66,568",Nirmal Chandra Roy,,AITC,"6,79,875",43.07,86693
,4,Darjeeling,Raju Bista,,BJP,51.18,"6,79,331",Gopal Lama,,AITC,"5,00,806",37.73,"1,78,525"
,5,Raiganj,Kartick Chandra Paul,,BJP,40.99,"5,60,897",Krishna Kalyani,,AITC,"4,92,700",36,68197
,6,Balurghat,Sukanta Majumdar,,BJP,46.47,"5,74,996",Biplab Mitra,,AITC,"5,64,610",45.63,10386
,7,Maldaha Uttar,Khagen Murmu,,BJP,37.18,"5,27,023",Prasun Banerjee,,AITC,"4,49,315",31.7,77708
,8,Maldaha Dakshin,Isha Khan Choudhury,,INC,41.79,"5,72,395",Sreerupa Mitra Chaudhury,,BJP,"4,44,027",32.42,"1,28,368"
,9,Jangipur,Khalilur Rahaman,,AITC,39.75,"5,44,427",Murtoja Hossain Bokul,,INC,"4,27,790",31.23,"1,16,637"
,10,Baharampur,Yusuf Pathan,,AITC,37.88,"5,24,516",Adhir Ranjan Chowdhury,,INC,"4,39,494",31.74,85022
,11,Murshidabad,Abu Taher Khan,,AITC,44.27,"6,82,442",Mohammed Salim,,CPI(M),"5,18,227",33.62,"1,64,215"
,12,Krishnanagar,Mahua Moitra,,AITC,44.1,"6,28,789",Amrita Roy,,BJP,"5,72,084",40.13,56705
,13,Ranaghat,Jagannath Sarkar,,BJP,50.78,"7,82,396",Mukut Mani Adhikari,,AITC,"5,95,497",38.65,"1,86,899"
,14,Bangaon,Shantanu Thakur,,BJP,48.19,"7,19,505",Biswajit Das,,AITC,"6,45,812",43.25,73693
,15,Barrackpur,Partha Bhowmick,,AITC,45.56,"5,20,231",Arjun Singh,,BJP,"4,55,793",39.92,64438
,16,Dum Dum,Sougata Ray,,AITC,41.95,"5,28,579",Silbhadra Datta,,BJP,"4,57,919",36.34,70660
,17,Barasat,Kakoli Ghosh Dastidar,,AITC,45.15,"6,92,010",Swapan Majumder,,BJP,"5,77,821",37.7,"1,14,189"
,18,Basirhat,Sk Nurul Islam,,AITC,52.76,"8,03,762",Rekha Patra,,BJP,"4,70,215",30.87,"3,33,547"
,19,Joynagar,Pratima Mondal,,AITC,60.32,"8,94,312",Ashok Kandary,,BJP,"4,24,093",28.6,"4,70,219"
,20,Mathurapur,Bapi Haldar,,AITC,50.52,"7,55,731",Ashok Purkait,,BJP,"5,54,674",37.08,"2,01,057"
,21,Diamond Harbour,Abhishek Banerjee,,AITC,68.48,"10,48,230",Abhijit Das (Bobby),,BJP,"3,37,300",22.03,"7,10,930"
,22,Jadavpur,Sayani Ghosh,,AITC,45.83,"7,17,899",Dr. Anirban Ganguly,,BJP,"4,59,698",29.35,"2,58,201"
,23,Kolkata Dakshin,Mala Roy,,AITC,49.48,"6,15,274",Debasree Chaudhuri,,BJP,"4,28,043",34.42,"1,87,231"
,24,Kolkata Uttar,Sudip Bandyopadhyay,,AITC,47.44,"4,54,696",Tapas Roy,,BJP,"3,62,136",37.78,92560
,25,Howrah,Prasun Banerjee,,AITC,49.26,"6,26,493",Rathin Chakravarty,,BJP,"4,57,051",35.94,"1,69,442"
,26,Uluberia,Sajda Ahmed,,AITC,52.1,"7,24,622",Arunuday Paulchowdhury,,BJP,"5,05,949",36.38,"2,18,673"
,27,Serampore,Kalyan Banerjee,,AITC,45.65,"6,73,970",Kabir Shankar Bose,,BJP,"4,99,140",33.8,"1,74,830"
,28,Hooghly,Rachna Banerjee,,AITC,46.31,"7,02,744",Locket Chatterjee,,BJP,"6,25,891",41.24,76853
,29,Arambagh,Mitali Bag,,AITC,45.71,"7,12,587",Arup Kanti Digar,,BJP,"7,06,188",45.3,6399
,30,Tamluk,Abhijit Gangopadhyay,,BJP,48.54,"7,65,584",Debangshu Bhattacharya,,AITC,"6,87,851",43.61,77733
,31,Kanthi,Soumendu Adhikari,,BJP,49.85,"7,63,195",Uttam Barik,,AITC,"7,15,431",46.73,47764
,32,Ghatal,Deepak Adhikari (Dev),,AITC,52.36,"8,37,990",Hiranmoy Chattopadhyaya,,BJP,"6,55,122",40.93,"1,82,868"
,33,Jhargram,Kalipada Saren,,AITC,49.87,"7,43,478",Dr. Pranat Tudu,,BJP,"5,69,430",38.2,"1,74,048"
,34,Medinipur,June Maliah,,AITC,47.4,"7,02,192",Agnimitra Paul,,BJP,"6,75,001",45.56,27191
,35,Purulia,Jyotirmay Singh Mahato,,BJP,40.34,"5,78,489",Shantiram Mahato,,AITC,"5,61,410",39.15,17079
,36,Bankura,Arup Chakraborty,,AITC,44.33,"6,41,813",Subhas Sarkar,,BJP,"6,09,035",42.07,32778
,37,Bishnupur,Saumitra Khan,,BJP,44.93,"6,80,130",Sujata Mondal,,AITC,"6,74,563",44.56,5567
,38,Bardhaman Purba,Sharmila Sarkar,,AITC,48.11,"7,20,302",Asim Kumar Sarkar,,BJP,"5,59,730",37.38,"1,60,572"
,39,Bardhaman-Durgapur,Kirti Azad Jha,,AITC,47.99,"7,20,667",Dilip Ghosh,,BJP,"5,82,686",38.8,"1,37,981"
,40,Asansol,Shatrughan Prasad Sinha,,AITC,46.53,"6,05,645",Surendrajeet Singh Ahluwalia,,BJP,"5,46,081",41.96,59564
,41,Bolpur,Asit Kumar Mal,,AITC,55.98,"8,55,633",Piya Saha,,BJP,"5,28,380",34.57,"3,27,253"
,42,Birbhum,Satabdi Roy,,AITC,47,"7,17,961",Debtanu Bhattacharya,,BJP,"5,20,311",34.06,"1,97,650"
