State,Parliamentary Constituency,,Winner,,,,,Runner-up,,,,,Margin
,No.,Name,Candidate,Party,,%,Votes,Candidate,Party,,Votes,%,Votes
,3,Vatakara,Shafi Parambil,,INC,49.65,"5,57,528",K. K. Shailaja,,CPI(M),"4,43,022",39.45,114506
,4,Wayanad,Rahul Gandhi,,INC,59.69,"6,47,445",Annie Raja,,CPI,"2,83,023",26.09,364422
,5,Kozhikode,M. K. Raghavan,,INC,47.74,"5,20,421",Elamaram Kareem,,CPI(M),"3,74,245",34.33,146176
,6,Malappuram,E. T. Mohammed Basheer,,IUML,59.35,"6,44,006",V Vaseef,,CPI(M),"3,43,888",31.69,300118
,7,Ponnani,M. P. Abdussamad Samadani,,IUML,54.81,"5,62,516",K.S. Hamza,,CPI(M),"3,26,756",31.84,235760
,8,Palakkad,V. K. Sreekandan,,INC,40.66,"4,21,169",A. Vijayaraghavan,,CPI(M),"3,45,886",33.39,75283
,9,Alathur,K. Radhakrishnan,,CPI(M),40.66,"4,03,447",Ramya Haridas,,INC,"3,83,336",38.63,20111
,10,Thrissur,Suresh Gopi,,BJP,37.8,"4,12,338",V. S. Sunilkumar,,CPI,"3,37,652",30.95,74686
,11,Chalakudy,Benny Behanan,,INC,41.44,"3,94,171",C. Raveendranath,,CPI(M),"3,30,417",34.73,63754
,12,Ernakulam,Hibi Eden,,INC,52.97,"4,82,317",K. J. Shine,,CPI(M),"2,31,932",25.47,250385
,13,Idukki,Dean Kuriakose,,INC,51.43,"4,32,372",Joice George,,CPI(M),"2,98,645",35.53,133727
,14,Kottayam,K. Francis George,,KEC,43.6,"3,64,631",Thomas Chazhikadan,,KC(M),"2,77,365",33.17,87266
,15,Alappuzha,K. C. Venugopal,,INC,38.21,"4,04,560",A. M. Ariff,,CPI(M),"3,41,047",32.21,63513
,16,Mavelikkara,Kodikunnil Suresh,,INC,41.29,"3,69,516",Arun Kumar C. A.,,CPI,"3,58,648",40.07,10868
,17,Pathanamthitta,Anto Antony,,INC,39.98,"3,67,623",T. M. Thomas Issac,,CPI(M),"3,01,504",32.79,66119
,18,Kollam,N. K. Premachandran,,RSP,48.45,"4,43,628",M. Mukesh,,CPI(M),"2,93,326",32.03,150302
,19,Attingal,Adoor Prakash,,INC,33.29,"3,28,051",V. Joy,,CPI(M),"3,27,367",33.22,684
,20,Thiruvananthapuram,Shashi Tharoor,,INC,37.19,"3,58,155",Rajeev Chandrasekhar,,BJP,"3,42,078",35.52,16077
Ladakh,1,Ladakh,Mohmad Haneefa,,IND,48.15,37397,Tsering Namgyal,,INC,65259,27.59,27862
Lakshadweep,1,Lakshadweep,Muhammed Hamdulla Sayeed,,INC,52.29,25726,Mohammed Faizal Padippura,,NCP-SP,23079,46.91,2647
Madhya Pradesh,1,Morena,Shivmangal Singh Tomar,,BJP,43.41,"5,15,477",Neetu Satyapal Singh Sikarwar,,INC,"4,62,947",38.99,52530
,2,Bhind,Sandhya Ray,,BJP,51.2,"5,37,065",Phool Singh Baraiya,,INC,"4,72,225",45.02,64840
,3,Gwalior,Bharat Singh Kushwah,,BJP,49.99,"6,71,535",Praveen Pathak,,INC,"6,01,325",44.77,70210
,4,Guna,Jyotiraditya Scindia,,BJP,67.21,"9,23,302",Yadvendra Rao Deshraj Singh,,INC,"3,82,373",27.83,540929
,5,Sagar,Lata Wankhede,,BJP,68.49,"7,87,979",Chandra Bhushan Singh Bundela,,INC,"3,16,757",27.53,471222
,6,Tikamgarh,Virendra Kumar Khatik,,BJP,65.1,"7,15,050",Pankaj Ahirwar,,INC,"3,11,738",28.38,403312
,7,Damoh,Rahul Singh Lodhi,,BJP,65.18,"7,09,768",Tarbar Singh Lodhi,,INC,"3,03,342",27.86,406426
,8,Khajuraho,V. D. Sharma,,BJP,67.75,"7,72,774",Kamlesh Kumar,,BSP,"2,31,545",20.3,541229
,9,Satna,Ganesh Singh,,BJP,43.41,"4,59,728",Siddharth Sukhlal Kushwaha,,INC,"3,74,779",35.39,84949
,10,Rewa,Janardan Mishra,,BJP,52,"4,77,459",Neelam Abhay Mishra,,INC,"2,84,085",30.94,193374
,11,Sidhi,Rajesh Mishra,,BJP,50.87,"5,83,559",Kamleshwar Indrajit Kumar,,INC,"3,77,143",32.87,206416
,12,Shahdol,Himadri Singh,,BJP,61.73,"7,11,143",Phunde Lal Singh Marko,,INC,"3,13,803",27.24,397340
,13,Jabalpur,Ashish Dubey,,BJP,68.2,"7,90,133",Dinesh Yadav,,INC,"3,03,459",26.19,486674
,14,Mandla,Faggan Singh Kulaste,,BJP,48.93,"7,51,375",Omkar Singh Markam,,INC,"6,47,529",42.17,103846
,15,Balaghat,Bharti Pardhi,,BJP,51.56,"7,12,660",Samrat Ashok Singh Saraswar,,INC,"5,38,148",38.93,174512
,16,Chhindwara,Bunty Vivek Sahu,,BJP,49.41,"6,44,738",Nakul Nath,,INC,"5,31,120",40.7,113618
,17,Hoshangabad,Darshan Singh Choudhary,,BJP,64.99,"8,12,147",Sanjay Sharma,,INC,"3,80,451",30.44,431696
,18,Vidisha,Shivraj Singh Chouhan,,BJP,76.7,"11,16,460",Pratapbhanu Sharma,,INC,"2,95,052",20.27,821408
,19,Bhopal,Alok Sharma,,BJP,65.48,"9,81,109",Arun Shrivastava,,INC,"4,79,610",32.01,501499
,20,Rajgarh,Rodmal Nagar,,BJP,53.1,"7,58,743",Digvijaya Singh,,INC,"6,12,654",42.87,146089
,21,Dewas,Mahendra Singh Solanky,,BJP,63.23,"9,28,941",Rajendra Radhakishan Malviya,,INC,"5,03,716",34.29,425225
,22,Ujjain,Anil Firojiya,,BJP,62.93,"8,36,104",Mahesh Parmar,,INC,"4,60,244",34.64,375860
,23,Mandsaur,Sudheer Gupta,,BJP,65.98,"9,45,761",Dilip Singh Gurjar,,INC,"4,45,106",31.05,500655
,24,Ratlam,Anita Nagarsingh Chouhan,,BJP,51.93,"7,95,863",Kantilal Bhuria,,INC,"5,88,631",38.41,207232
,25,Dhar,Savitri Thakur,,BJP,55.75,"7,94,449",Radheshyam Muvel,,INC,"5,75,784",40.4,218665
,26,Indore,Shankar Lalwani,,BJP,78.54,"12,26,751",Sanjay Laxman Solanki,,BSP,"51, 659",3.31,1175092
,27,Khargone,Gajendra Singh Patel,,BJP,52.6,"8,19,863",Porlal Batha Kharte,,INC,"6,84,845",43.93,135018
,28,Khandwa,Gyaneswar Patil,,BJP,57.04,"8,62,679",Narendra Patel,,INC,"5,92,708",39.19,269971
,29,Betul,Durga Das Uikey,,BJP,60.76,"8,48,236",Ramu Tekam,,INC,"4,68,475",33.56,379761
Maharashtra,1,Nandurbar,Gowaal Kagada Padavi,,INC,53.53,"7,45,998",Dr Heena Vijaykumar Gavit,,BJP,"5,86,878",42.11,159120
,2,Dhule,Bachhav Shobha Dinesh,,INC,47.89,"5,83,866",Subhash Bhamre,,BJP,"5,80,035",47.57,3831
,3,Jalgaon,Smita Wagh,,BJP,57.67,"6,74,428",Karan Pawar,,SS(UBT),"4,22,834",36.15,251594
,4,Raver,Raksha Khadse,,BJP,53.84,"6,30,879",Shriram Dayaram Patil,,NCP-SP,"3,58,696",30.61,272183
,5,Buldhana,Prataprao Ganpatrao Jadhav,,SS,31.53,"3,49,867",Narendra Khedekar,,SS(UBT),"3,20,388",28.88,29479
,6,Akola,Anup Dhotre,,BJP,38.96,"4,57,030",Abhay Kashinath Patil,,INC,"4,16,404",35.5,40626
,7,Amravati,Balwant Baswant Wankhade,,INC,44.84,"5,26,271",Navneet Kaur Rana,,BJP,"5,06,540",43.16,19731
,8,Wardha,Amar Sharadrao Kale,,NCP-SP,48.68,"5,33,106",Ramdas Tadas,,BJP,"4,51,458",41.23,81648
,9,Ramtek,Shyamkumar Barve,,INC,48.94,"6,13,025",Raju Deonath Parve,,SS,"5,36,257",42.81,76768
,10,Nagpur,Nitin Gadkari,,BJP,54.08,"6,55,027",Vikas Thakre,,INC,"5,17,424",42.72,137603
,11,Bhandara-Gondiya,Prashant Yadaorao Padole,,INC,47.56,"5,87,413",Sunil Baburao Mendhe,,BJP,"5,50,033",44.53,37380
,12,Gadchiroli-Chimur,Kirsan Namdeo,,INC,52.97,"6,17,792",Ashok Mahadeorao Nete,,BJP,"4,76,096",40.82,141696
,13,Chandrapur,Pratibha Dhanorkar,,INC,57.88,"7,18,410",Sudhir Mungantiwar,,BJP,"4,58,004",36.9,260406
,14,Yavatmal-Washim,Sanjay Uttamrao Deshmukh,,SS(UBT),48.53,"5,94,807",Rajshritai Hemant Patil,,SS,"5,00,334",40.83,94473
,15,Hingoli,Nagesh Bapurao Patil Ashtikar,,SS(UBT),42.49,"4,92,535",Baburao Kadam Kohalikar,,SS,"3,83,933",33.12,108602
,16,Nanded,Vasantrao Balwantrao Chavan,,INC,46.88,"5,28,894",Prataprao Govindrao Chikhalikar,,BJP,"4,69,452",41.61,59442
,17,Parbhani,Sanjay Jadhav,,SS(UBT),45.17,"6,01,343",Mahadev Jankar,,RSPS,"4,67,282",35.1,134061
,18,Jalna,Kalyan Vaijinathrao Kale,,INC,44.59,"6,07,897",Raosaheb Dadarao Danve,,BJP,"4,97,939",36.52,109958
,19,Aurangabad,Sandipanrao Bhumre,,SS,36.56,"4,76,130",Imtiyaz Jaleel,,AIMIM,"3,41,480",26.22,134650
,20,Dindori,Bhaskar Murlidhar Bhagare,,NCP-SP,46.53,"5,77,339",Bharati Pawar,,BJP,"4,64,140",37.4,113199
,21,Nashik,Rajabhau Waje,,SS(UBT),49.85,"6,16,729",Hemant Tukaram Godse,,SS,"4,54,728",36.75,162001
,22,Palghar,Hemant Vishnu Savara,,BJP,43.69,"6,01,244",Bharti Bharat Kamdi,,SS(UBT),"4,17,938",30.37,183306
,23,Bhiwandi,Suresh Mhatre,,NCP-SP,39.85,"4,99,464",Kapil Moreshwar Patil,,BJP,"4,33,343",34.57,66121
,24,Kalyan,Shrikant Shinde,,SS,56.38,"5,89,636",Vaishali Darekar,,SS(UBT),"3,80,492",36.39,209144
,25,Thane,Naresh Mhaske,,SS,56.09,"7,34,231",Rajan Vichare,,SS(UBT),"5,17,220",39.51,217011
,26,Mumbai North,Piyush Goyal,,BJP,65.68,"6,80,146",Bhushan Patil,,INC,"3,22,538",31.15,357608
,27,Mumbai North West,Ravindra Waikar,,SS,47.4,"4,52,644",Amol Kirtikar,,SS(UBT),"4,52,596",47.395,48
,28,Mumbai North East,Sanjay Dina Patil,,SS(UBT),48.67,"4,50,937",Mihir Kotecha,,BJP,"4,21,076",45.45,29861
,29,Mumbai North Central,Varsha Gaikwad,,INC,48.93,"4,45,545",Ujjwal Nikam,,BJP,"4,29,031",47.12,16514
,30,Mumbai South Central,Anil Desai,,SS(UBT),49.73,"3,95,138",Rahul Ramesh Shewale,,SS,"3,41,754",43.01,53384
,31,Mumbai South,Arvind Sawant,,SS(UBT),51.18,"3,95,655",Yamini Jadhav,,SS,"3,42,982",44.36,52673
,32,Raigad,Sunil Tatkare,,NCP,50.17,"5,08,352",Anant Geete,,SS(UBT),"4,25,568",42,82784
,33,Maval,Shrirang Barne,,SS,48.81,"6,92,832",Sanjog Bhiku Waghere Patil,,SS(UBT),"5,96,217",42,96615
,34,Pune,Murlidhar Mohol,,BJP,52.94,"5,84,728",Ravindra Hemraj Dhangekar,,INC,"4,61,690",41.8,123038
,35,Baramati,Supriya Sule,,NCP-SP,51.85,"7,32,312",Sunetra Pawar,,NCP,"5,73,979",40.64,158333
,36,Shirur,Amol Kolhe,,NCP-SP,50.83,"6,98,692",Shivajirao Adhalarao Patil,,NCP,"5,57,741",40.58,140951
,37,Ahmednagar,Nilesh Dnyandev Lanke,,NCP-SP,47.14,"6,24,797",Sujay Vikhe Patil,,BJP,"5,95,868",44.95,28929
,38,Shirdi,Bhausaheb Rajaram Wakchaure,,SS(UBT),45,"4,76,900",Sadashiv Lokhande,,SS,"4,26,371",40.23,50529
,39,Beed,Bajrang Manohar Sonwane,,NCP-SP,44.5,"6,83,950",Pankaja Munde,,BJP,"6,77,397",44.93,6553
,40,Osmanabad,Omprakash Rajenimbalkar,,SS(UBT),58.45,"7,48,752",Archana Patil,,NCP,"4,18,906",32.7,329846
,41,Latur,Kalge Shivaji Bandappa,,INC,49.15,"6,09,021",Sudhakar Tukaram Shrangare,,BJP,"5,47,140",44.16,61881
,42,Solapur,Praniti Shinde,,INC,51.49,"6,20,225",Ram Satpute,,BJP,"5,46,028",45.33,74197
,43,Madha,Dhairyasheel Patil,,NCP-SP,48.86,"6,22,213",Ranjit Naik-Nimbalkar,,BJP,"5,01,376",39.37,120837
,44,Sangli,Vishal Prakashbapu Patil,,IND,48.91,"5,71,666",Sanjay Patil,,BJP,"4,71,613",40.35,100053
,45,Satara,Shrimant Chhatrapati Udayanraje Pratapsinhmaharaj Bhonsle,,BJP,47.67,"5,71,134",Shashikant Shinde,,NCP-SP,"5,38,363",44.94,32771
,46,Ratnagiri-Sindhudurg,Narayan Rane,,BJP,49.07,"4,48,514",Vinayak Raut,,SS(UBT),"4,00,656",43.83,47858
,47,Kolhapur,Chhatrapati Shahuji Maharaj,,INC,54.15,"7,54,522",Sanjay Mandlik,,SS,"5,99,558",43.03,154964
,48,Hatkanangle,Dhairyasheel Sambhajirao Mane,,SS,40.14,"5,20,190",Satyajeet Patil,,SS(UBT),"5,06,764",39.1,13426
Manipur,1,Inner Manipur,Angomcha Bimol Akoijam,,INC,46.93,"3,74,017",Thounaojam Basanta Kumar Singh,,BJP,"2,64,216",33.16,109801
,2,Outer Manipur,Alfred Kan-Ngam Arthur,,INC,48.32,"3,84,954",Kachui Timothy Zimik,,NPF,"2,99,536",37.6,85418
Meghalaya,1,Shillong,Ricky AJ Syngkon,,VPP,55.02,"5,71,078",Vincent H. Pala,,INC,"1,99,168",19.19,371910
,2,Tura,Saleng A. Sangma,,INC,56.96,"3,83,919",Agatha Sangma,,NPP,"2,28,678",33.93,155241
Mizoram,1,Mizoram,Richard Vanlalhmangaiha,,ZPM,42.45,"2,08,552",K. Vanlalvena,,MNF,"1,40,264",28.55,68288
Nagaland,1,Nagaland,S. Supongmeren Jamir,,INC,52.83,"4,01,951",Chumben Murry,,NDPP,"3,50,967",46.13,50984
Odisha,1,Bargarh,Pradeep Purohit,,BJP,54.69,"7,16,359",Parinita Mishra,,BJD,"4,64,692",35.48,251667
,2,Sundargarh,Jual Oram,,BJP,42.77,"4,94,282",Dilip Kumar Tirkey,,BJD,"3,55,474",30.76,138808
,3,Sambalpur,Dharmendra Pradhan,,BJP,49.48,"5,92,162",Pranab Prakash Das,,BJD,"4,72,326",39.47,119836
,4,Keonjhar,Ananta Nayak,,BJP,45.67,"5,73,923",Dhanurjaya Sidu,,BJD,"4,76,881",37.95,97042
,5,Mayurbhanj,Naba Charan Majhi,,BJP,49.91,"5,85,971",Sudam Marndi,,BJD,"3,66,637",31.23,219334
,6,Balasore,Pratap Chandra Sarangi,,BJP,45.49,"5,63,865",Lekhasri Samantsinghar,,BJD,"4,16,709",33.62,147156
,7,Bhadrak,Avimanyu Sethi,,BJP,44.19,"5,73,319",Manjulata Mandal,,BJD,"4,81,775",37.13,91544
,8,Jajpur,Rabindra Narayan Behera,,BJP,46.01,"5,34,239",Sarmistha Sethi,,BJD,"5,32,652",45.87,1587
,9,Dhenkanal,Rudra Narayan Pany,,BJP,50.24,"5,98,721",Abinash Samal,,BJD,"5,22,154",43.82,76567
,10,Bolangir,Sangeeta Kumari Singh Deo,,BJP,44.12,"6,17,744",Surendra Singh Bhoi,,BJD,"4,85,080",34.64,132664
,11,Kalahandi,Malvika Devi,,BJP,40.79,"5,44,303",Lambodar Nial,,BJD,"4,10,490",30.77,133813
,12,Nabarangpur,Balabhadra Majhi,,BJP,38.74,"4,81,396",Pradeep Kumar Majhi,,BJD,"3,93,860",31.7,87536
,13,Kandhamal,Sukanta Kumar Panigrahi,,BJP,41.8,"4,16,415",Achyutananda Samanta,,BJD,"3,95,044",39.66,21371
,14,Cuttack,Bhartruhari Mahtab,,BJP,47.43,"5,31,601",Santrupt Misra,,BJD,"4,74,524",42.34,57077
,15,Kendrapara,Baijayant Panda,,BJP,48.21,"6,15,705",Anshuman Mohanty,,BJD,"5,49,169",43,66536
,16,Jagatsinghpur,Bibhu Prasad Tarai,,BJP,45.8,"5,89,093",Rajashree Mallick,,BJD,"5,48,397",42.63,40696
,17,Puri,Sambit Patra,,BJP,52.58,"6,29,330",Arup Patnaik,,BJD,"5,24,621",43.83,104709
,18,Bhubaneswar,Aparajita Sarangi,,BJP,47.36,"5,12,519",Manmath Kumar Routray,,BJD,"4,77,367",44.11,35152
,19,Aska,Anita Subhadarshini,,BJP,48.55,"4,94,226",Ranjita Sahu,,BJD,"3,94,252",38.73,99974
,20,Berhampur,Pradeep Kumar Panigrahy,,BJP,49.2,"5,13,102",Bhrugu Baxipatra,,BJD,"3,47,626",33.33,165476
,21,Koraput,Saptagiri Sankar Ulaka,,INC,41.03,"4,71,393",Kausalya Hikaka,,BJD,"3,23,649",28.17,147744
Puducherry,1,Puducherry,V. Vaithilingam,,INC,52.73,"4,26,005",A. Namassivayam,,BJP,"2,89,489",35.83,136516
Punjab,1,Gurdaspur,Sukhjinder Singh Randhawa,,INC,33.78,"3,64,043",Dinesh Singh,,BJP,"2,81,182",26.09,82861
,2,Amritsar,Gurjeet Singh Aujla,,INC,28.18,"2,55,181",Kuldeep Singh Dhaliwal,,AAP,"2,14,880",23.73,40301
,3,Khadoor Sahib,Amritpal Singh,,IND,38.62,"4,04,430",Kulbir Singh Zira,,INC,"2,07,310",19.8,"1,97,120"
,4,Jalandhar,Charanjit Singh Channi,,INC,39.43,"3,90,053",Sushil Kumar Rinku,,BJP,"2,14,060",21.64,"1,75,993"
,5,Hoshiarpur,Raj Kumar Chabbewal,,AAP,32.04,"3,03,859",Yamini Gomar,,INC,"2,59,748",27.39,44111
,6,Anandpur Sahib,Malvinder Singh Kang,,AAP,29.08,"3,13,217",Vijay Inder Singla,,INC,"3,02,371",28.07,10846
,7,Ludhiana,Amrinder Singh Raja Warring,,INC,30.42,"3,22,224",Ravneet Singh Bittu,,BJP,"3,01,282",28.45,20942
,8,Fatehgarh Sahib,Amar Singh,,INC,34.14,"3,32,591",Gurpreet Singh GP,,AAP,"2,98,389",30.63,34202
,9,Faridkot,Sarabjeet Singh Khalsa,,IND,29.38,"2,98,062",Karamjit Anmol,,AAP,"2,28,009",22.48,70053
,10,Ferozpur,Sher Singh Ghubaya,,INC,23.7,"2,66,626",Jagdeep Singh Kaka Brar,,AAP,"2,63,384",23.41,3242
,11,Bathinda,Harsimrat Kaur Badal,,SAD,32.71,"3,76,558",Gurmeet Singh Khuddian,,AAP,"3,26,902",28.4,49656
,12,Sangrur,Gurmeet Singh Meet Hayer,,AAP,36.06,"3,64,085",Sukhpal Singh Khaira,,INC,"1,91,525",18.97,"1,72,560"
,13,Patiala,Dharamvira Gandhi,,INC,26.54,"3,05,616",Balbir Singh,,AAP,"2,90,785",25.25,14831
Rajasthan,1,Ganganagar,Kuldeep Indora,,INC,51.4,"7,26,492",Priyanka Balan Meghwal,,BJP,"6,38,339",45.16,88153
,2,Bikaner,Arjun Ram Meghwal,,BJP,50.68,"5,66,737",Govind Ram Meghwal,,INC,"5,11,026",45.67,55711
,3,Churu,Rahul Kaswan,,INC,51.12,"7,28,211",Devendra Jhajharia,,BJP,"6,55,474",46.01,72737
,4,Jhunjhunu,Brijendra Singh Ola,,INC,49.44,"5,53,168",Shubhkaran Choudhary,,BJP,"5,34,933",47.81,18235
,5,Sikar,Amra Ram,,CPI(M),50.68,"6,59,300",Sumedhanand Saraswati,,BJP,"5,86,404",45.08,72896
,6,Jaipur Rural,Rao Rajendra Singh,,BJP,48.96,"6,17,877",Anil Chopra,,INC,"6,16,262",48.83,1615
,7,Jaipur,Manju Sharma,,BJP,60.61,"8,86,850",Pratap Singh Khachariyawas,,INC,"5,55,083",37.93,331767
,8,Alwar,Bhupender Yadav,,BJP,50.42,"6,31,992",Lalit Yadav,,INC,"5,83,710",46.57,48282
,9,Bharatpur,Sanjana Jatav,,INC,51.18,"5,79,890",Ramswaroop Koli,,BJP,"5,27,907",46.59,51983
,10,Karauli–Dholp,Bhajan Lal Jatav,,INC,53.64,"5,30,011",Indu Devi,,BJP,"4,31,066",43.62,98945
,11,Dausa,Murari Lal Meena,,INC,60.24,"6,46,266",Kanhaiya Lal Meena,,BJP,"4,08,926",38.12,237340
,12,Tonk–Sawai Madhop,Harish Chandra Meena,,INC,50.85,"6,23,763",Sukhbir Singh Jaunapuria,,BJP,"5,58,814",45.56,64949
,13,Ajmer,Bhagirath Choudhary,,BJP,62.23,"7,47,462",Ramchandra Choudhary,,INC,"4,17,471",34.76,329991
,14,Nagaur,Hanuman Beniwal,,RLP,48.2,"5,96,955",Jyoti Mirdha,,BJP,"5,54,730",44.79,42225
,15,Pali,P. P. Chaudhary,,BJP,55.94,"7,57,389",Sangeeta Beniwal,,INC,"5,12,038",37.82,245351
,16,Jodhpur,Gajendra Singh Shekhawat,,BJP,52.76,"7,30,056",Karan Singh Unchiyarda,,INC,"6,14,379",44.4,115677
,17,Barmer,Ummeda Ram Beniwal,,INC,41.74,"7,04,676",Ravindra Singh Bhati,,IND,"5,86,500",34.74,118176
,18,Jalore,Lumbaram Choudhary,,BJP,54.91,"7,96,783",Vaibhav Gehlot,,INC,"5,95,240",41.02,201543
,19,Udaipur,Manna Lal Rawat,,BJP,49.27,"7,38,286",Tarachand Meena,,INC,"4,76,678",31.81,261608
,20,Banswara,Rajkumar Roat,,BAP,50.15,"8,20,831",Mahendrajeet Singh Malviya,,BJP,"5,73,777",35.05,247054
,21,Chittorgarh,Chandra Prakash Joshi,,BJP,59.26,"8,88,202",Udailal Anjana,,INC,"4,98,325",33.25,389877
,22,Rajsamand,Mahima Kumari Mewar,,BJP,64.4,"7,81,203",Damodar Gurjar,,INC,"3,88,980",32.06,392223
,23,Bhilwara,Damodar Agarwal,,BJP,61.92,"8,07,640",C. P. Joshi,,INC,"4,53,034",34.73,354606
,24,Kota,Om Birla,,BJP,50.03,"7,50,496",Prahlad Gunjal,,INC,"7,08,522",47.23,41974
,25,Jhalawar–Bar,Dushyant Singh,,BJP,60.88,"8,65,376",Urmila Jain,,INC,"4,94,387",34.78,370989
Sikkim,1,Sikkim,Indra Hang Subba,,SKM,42.71,"1,64,396",Bharat Basnett,,CAP,83566,21.71,164396
Tamil Nadu,1,Thiruvallur,Sasikanth Senthil,,INC,56.21,"7,96,956",V. Pon Balaganapathy,,BJP,"2,24,801",15.86,572155
,2,Chennai North,Kalanidhi Veeraswamy,,DMK,55.11,"4,97,333",R. Manohar,,AIADMK,"1,58,111",17.52,339222
,3,Chennai South,Thamizhachi Thangapandian,,DMK,47,"5,16,628",Tamilisai Soundararajan,,BJP,"2,90,683",26.44,225945
,4,Chennai Central,Dayanidhi Maran,,DMK,56.65,"4,13,848",Vinoj,,BJP,"1,69,159",23.16,244689
,5,Sriperumbudur,T. R. Baalu,,DMK,52.65,"7,58,611",G. Premkumar,,AIADMK,"2,71,582",18.85,487029
,6,Kancheepuram,G. Selvam,,DMK,46.53,"5,86,044",Rajasekar E.,,AIADMK,"3,64,571",28.94,221473
,7,Arakkonam,S. Jagathrakshakan,,DMK,48.39,"5,63,216",L. Vijayan,,AIADMK,"2,56,657",22.05,306559
,8,Vellore,Kathir Anand,,DMK,50.35,"5,68,692",A. C. Shanmugam,,BJP,"3,52,990",31.25,215702
,9,Krishnagiri,K. Gopinath,,INC,42.27,"4,92,883",V. Jayaprakash,,AIADMK,"3,00,397",25.76,192486
,10,Dharmapuri,A. Mani,,DMK,34.67,"4,32,667",Sowmiya Anbumani,,PMK,"4,11,367",32.97,21300
,11,Tiruvannamalai,C. N. Annadurai,,DMK,47.75,"5,47,379",M. Kaliyaperumal,,AIADMK,"3,13,448",27.34,233931
,12,Arani,M.S. Tharanivendhan,,DMK,43.86,"5,00,099",G. V. Gajendran,,AIADMK,"2,91,333",25.55,208766
,13,Villupuram,D. Ravikumar,,VCK,41.39,"4,77,033",J. Bhagyaraj,,AIADMK,"4,06,330",35.25,70703
,14,Kallakurichi,Malaiyarasan D,,DMK,44.94,"5,61,589",R. Kumaraguru,,AIADMK,"5,07,805",40.64,53784
,15,Salem,T. M. Selvaganapathi,,DMK,43.38,"5,66,085",P. Vignesh,,AIADMK,"4,95,728",37.99,70357
,16,Namakkal,V. S. Matheswaran,,DMK,40.31,"4,62,036",S. Tamilmani,,AIADMK,"4,32,924",37.77,29112
,17,Erode,K. E. Prakash,,DMK,51.43,"5,62,339",Ashok Kumar,,AIADMK,"3,25,773",29.79,236566
,18,Tiruppur,K. Subbarayan,,CPI,41.38,"4,72,739",P. Arunachalam,,AIADMK,"3,46,811",30.35,125928
,19,Nilgiris,A. Raja,,DMK,46.44,"4,73,212",L. Murugan,,BJP,"2,32,627",22.83,240585
,20,Coimbatore,Ganapathi P. Rajkumar,,DMK,41.39,"5,68,200",K. Annamalai [ta,,BJP,"4,50,132",32.79,118068
,21,Pollachi,Eswarasamy,,DMK,47.37,"5,33,377",A. Karthikeyan,,AIADMK,"2,81,335",24.98,252042
,22,Dindigul,R. Sachidanandam,,CPI(M),58.29,"6,70,149",M. A. Mohamed Mubarak,,AIADMK,"2,26,328",19.69,443821
,23,Karur,Jothimani,,INC,47.25,"5,34,906",L. Thangavel,,AIADMK,"3,68,090",32.52,166816
,24,Tiruchirappalli,Durai Vaiko,,MDMK,51.35,"5,42,213",P. Karuppaiah,,AIADMK,"2,29,119",21.7,313094
,25,Perambalur,Arun Nehru,,DMK,53.42,"6,03,209",N. D. Chandramohan,,AIADMK,"2,14,102",18.96,389107
,26,Cuddalore,M. K. Vishnu Prasad,,INC,44.11,"4,55,053",P. Sivakozhundu,,DMDK,"2,69,157",26.09,185896
,27,Chidambaram,Thol. Thirumavalavan,,VCK,43.28,"5,05,084",M. Chandrahasan,,AIADMK,"4,01,530",34.4,103554
,28,Mayiladuthurai,Sudha Ramakrishnan,,INC,47.67,"5,18,459",P. Babu,,AIADMK,"2,47,276",22.73,271183
,29,Nagapattinam,V. Selvaraj,,CPI,47.79,"4,65,044",G. Sursith Sankar,,AIADMK,"2,56,087",26.49,208957
,30,Thanjavur,S. Murasoli,,DMK,48.82,"5,02,245",P. Sivanesan,,DMDK,"1,82,662",17.76,319583
,31,Sivaganga,Karti Chidambaram,,INC,40.6,"4,27,677",A. Xavierdass,,AIADMK,"2,22,013",21.08,205664
,32,Madurai,S. Venkatesan,,CPI(M),43.6,"4,30,323",Raama Sreenivasan,,BJP,"2,20,914",22.38,209409
,33,Theni,Thanga Tamil Selvan,,DMK,50.08,"5,71,493",T. T. V. Dhinakaran,,AMMK,"2,92,668",25.65,278825
,34,Virudhunagar,Manickam Tagore,,INC,36.28,"3,85,256",V. Vijayaprabhakaran,,DMDK,"3,80,877",35.87,4379
,35,Ramanathapuram,Kani K. Navas,,IUML,45.92,"5,09,664",O. Paneerselvam,,IND,"3,42,882",30.89,166782
,36,Thoothukudi,Kanimozhi,,DMK,55.26,"5,40,729",R. Velumany Sivasamy,,AIADMK,"1,47,991",15.12,392738
,37,Tenkasi,Rani Srikumar,,DMK,40.97,"4,25,679",K. Krishnasamy,,AIADMK,"2,29,480",22.08,196199
,38,Tirunelveli,C. Robert Bruce,,INC,47.06,"5,02,296",Nainar Nagenthran,,BJP,"3,36,676",31.54,165620
,39,Kanniyakumari,Vijay Vasanth,,INC,53.08,"5,46,248",Pon Radhakrishnan,,BJP,"3,66,341",35.6,179907
Telangana,1,Adilabad,Godam Nagesh,,BJP,45.98,"5,68,168",Athram Suguna,,INC,"4,77,516",38.65,90652
