,33,Ongole,GEN,Y. V. Subba Reddy,,YSR Congress Party,"5,89,960",Magunta Sreenivasulu Reddy,,Telugu Desam Party,"5,74,302","15,658"
,34,Nandyal,GEN,S. P. Y. Reddy,,YSR Congress Party,"6,22,411",N. M. D. Farooq,,Telugu Desam Party,"5,16,645","1,05,766"
,35,Kurnool,GEN,Butta Renuka,,YSR Congress Party,"4,72,782",B. T. Naidu,,Telugu Desam Party,"4,28,651","44,131"
,36,Anantapur,GEN,J. C. Diwakar Reddy,,Telugu Desam Party,"6,06,509",Anantha Venkatarami Reddy,,YSR Congress Party,"5,45,240","61,269"
,37,Hindupur,GEN,Kristappa Nimmala,,Telugu Desam Party,"6,04,291",Duddukunta Sreedhar Reddy,,YSR Congress Party,"5,06Z966","97,325"
,38,Kadapa,GEN,Y. S. Avinash Reddy,,YSR Congress Party,"6,71,983",Srinivasa Reddy Reddeppagari,,Telugu Desam Party,"4,81,660","1,90,323"
,39,Nellore,GEN,Mekapati Rajamohan Reddy,,YSR Congress Party,"5,76,396",Adala Prabhakara Reddy,,Telugu Desam Party,"5,62,918","13,478"
,40,Tirupati,(SC),Varaprasad Rao Velagapalli,,YSR Congress Party,"5,80,376",Karumanchi Jayaram,,Bharatiya Janata Party,"5,42,951","37,425"
,41,Rajampet,GEN,P. V. Midhun Reddy,,YSR Congress Party,"6,01,752",Daggubati Purandeswari,,Bharatiya Janata Party,"4,26,990","1,74,762"
,42,Chittoor,(SC),Naramalli Sivaprasad,,Telugu Desam Party,"5,94,862",G Samanya Kiran,,YSR Congress Party,"5,50,724","44,138"
Arunachal Pradesh,1,Arunachal West,(ST),Kiren Rijiju,,Bharatiya Janata Party,"1,69,367",Takam Sanjoy,,Indian National Congress,"1,27,629","41,738"
,2,Arunachal East,(ST),Ninong Ering,,Indian National Congress,"1,18,455",Tapir Gao,,Bharatiya Janata Party,"1,05,977","12,478"
Assam,1,Karimganj,(SC),Radheshyam Biswas,,All India United Democratic Front,"3,62,866",Krishna Das,,Bharatiya Janata Party,"2,60,772","1,02,094"
,2,Silchar,GEN,Sushmita Dev,,Indian National Congress,"3,36,451",Kabindra Purkayastha,,Bharatiya Janata Party,"3,01,210","35,241"
,3,Autonomous District,(ST),Biren Singh Engti,,Indian National Congress,"2,13,152",Joyram Engleng,,Bharatiya Janata Party,"1,89,057","24,095"
,4,Dhubri,GEN,Badruddin Ajmal,,All India United Democratic Front,"5,92,569",Wazed Ali Choudhury,,Indian National Congress,"3,62,839","2,29,730"
,5,Kokrajhar,(ST),Naba Kumar Sarania,,Independent,"6,34,428",Urkhao Gwra Brahma,,Independent,"2,78,649","3,55,779"
,6,Barpeta,GEN,Sirajuddin Ajmal,,All India United Democratic Front,"3,94,702",Chandra Mohan Patowary,,Bharatiya Janata Party,"3,52,361","42,341"
,7,Gauhati,GEN,Bijoya Chakravarty,,Bharatiya Janata Party,"7,64,985",Manash Borah,,Indian National Congress,"4,49,201","3,15,784"
,8,Mangaldoi,GEN,Ramen Deka,,Bharatiya Janata Party,"4,86,357",Kirip Chaliha,,Indian National Congress,"4,63,473","22,884"
,9,Tezpur,GEN,Ram Prasad Sharma,,Bharatiya Janata Party,"4,46,511",Bhupen Kumar Borah,,Indian National Congress,"3,60,491","86,020"
,10,Nowgong,GEN,Rajen Gohain,,Bharatiya Janata Party,"4,94,146",Jonjonali Baruah,,Indian National Congress,"3,50,587","1,43,559"
,11,Kaliabor,GEN,Gourav Gogoi,,Indian National Congress,"4,43,315",Mrinal Saikia,,Bharatiya Janata Party,"3,49,441","93,874"
,12,Jorhat,GEN,Kamakhya Prasad Tasa,,Bharatiya Janata Party,"4,56,420",Bijoy Krishna Handique,,Indian National Congress,"3,54,000","1,02,420"
,13,Dibrugarh,(ST),Rameswar Teli,,Bharatiya Janata Party,"4,94,364",Paban Singh Ghatowar,,Indian National Congress,"3,09,017","1,85,347"
,14,Lakhimpur,GEN,Sarbananda Sonowal,,Bharatiya Janata Party,"6,12,543",Ranee Narah,,Indian National Congress,"3,20,405","2,92,138"
Bihar,1,Valmiki Nagar,GEN,Satish Chandra Dubey,,Bharatiya Janata Party,"3,64,013",Purnmasi Ram,,Indian National Congress,"2,46,218","1,17,795"
,2,Paschim Champaran,GEN,Sanjay Jaiswal,,Bharatiya Janata Party,"3,71,232",Prakash Jha,,Janata Dal (United),"2,60,978","1,10,254"
,3,Purvi Champaran,GEN,Radha Mohan Singh,,Bharatiya Janata Party,"4,00,452",Binod Kumar Srivastava,,Rashtriya Janata Dal,"2,08,289","1,92,163"
,4,Sheohar,GEN,Rama Devi,,Bharatiya Janata Party,"3,72,506",Md Anwarul Haque,,Rashtriya Janata Dal,"2,36,267","1,36,239"
,5,Sitamarhi,GEN,Ram Kumar Sharma,,Rashtriya Lok Samta Party,"4,11,265",Sitaram Yadav,,Rashtriya Janata Dal,"2,63,300","1,47,965"
,6,Madhubani,GEN,Hukm Deo Narayan Yadav,,Bharatiya Janata Party,"3,58,040",Abdul Bari Siddiqui,,Rashtriya Janata Dal,"3,37,505","20,535"
,7,Jhanjharpur,GEN,Birendra Kumar Chaudhary,,Bharatiya Janata Party,"3,35,481",Mangani Lal Mandal,,Rashtriya Janata Dal,"2,80,073","55,408"
,8,Supaul,GEN,Ranjeet Ranjan,,Indian National Congress,"3,32,927",Dileshwar Kamait,,Janata Dal (United),"2,73,255","59,672"
,9,Araria,GEN,Tasleem Uddin,,Rashtriya Janata Dal,"4,07,978",Pradeep Kumar Singh,,Bharatiya Janata Party,"2,61,474","1,46,504"
,10,Kishanganj,GEN,Mohammad Asrarul Haque,,Indian National Congress,"4,93,461",Dilip Kumar Jaiswal,,Bharatiya Janata Party,"2,98,849","1,94,612"
,11,Katihar,GEN,Tariq Anwar,,Nationalist Congress Party,"4,31,292",Nikhil Kumar Choudhary,,Bharatiya Janata Party,"3,16,552","1,14,740"
,12,Purnia,GEN,Santosh Kumar,,Janata Dal (United),"4,18,826",Uday Singh,,Bharatiya Janata Party,"3,02,157","1,16,669"
,13,Madhepura,GEN,Rajesh Ranjan,,Rashtriya Janata Dal,"3,68,937",Sharad Yadav,,Janata Dal (United),"3,12,728","56,209"
,14,Darbhanga,GEN,Kirti Azad,,Bharatiya Janata Party,"3,14,949",Mohammad Ali Ashraf Fatmi,,Rashtriya Janata Dal,"2,79,906","35,043"
,15,Muzaffarpur,GEN,Ajay Nishad,,Bharatiya Janata Party,"4,69,295",Akhilesh Prasad Singh,,Indian National Congress,"2,46,873","2,22,422"
,16,Vaishali,GEN,Rama Kishore Singh,,Lok Janshakti Party,"3,05,450",Raghuvansh Prasad Singh,,Rashtriya Janata Dal,"2,06,183","99,267"
,17,Gopalganj,(SC),Janak Ram,,Bharatiya Janata Party,"4,78,773",Jyoti Bharti,,Indian National Congress,"1,91,837","2,86,936"
,18,Siwan,GEN,Om Prakash Yadav,,Bharatiya Janata Party,"3,72,670",Hena Shahab,,Rashtriya Janata Dal,"2,58,823","1,13,847"
,19,Maharajganj,GEN,Janardan Singh Sigriwal,,Bharatiya Janata Party,"3,20,753",Prabhunath Singh,,Rashtriya Janata Dal,"2,82,338","38,415"
,20,Saran,GEN,Rajiv Pratap Rudy,,Bharatiya Janata Party,"3,55,120",Rabri Devi,,Rashtriya Janata Dal,"3,14,172","40,948"
,21,Hajipur,(SC),Ram Vilas Paswan,,Lok Janshakti Party,"4,55,652",Sanjeev Prasad Toni,,Indian National Congress,"2,30,152","2,25,500"
,22,Ujiarpur,GEN,Nityanand Rai,,Bharatiya Janata Party,"3,17,352",Alok Kumar Mehta,,Rashtriya Janata Dal,"2,56,883","60,469"
,23,Samastipur,(SC),Ram Chandra Paswan,,Lok Janshakti Party,"2,70,401",Ashok Kumar,,Indian National Congress,"2,63,529","6,872"
,24,Begusarai,GEN,Bhola Singh,,Bharatiya Janata Party,"4,28,227",Md. Tanveer Hassan,,Rashtriya Janata Dal,"3,69,892","58,335"
,25,Khagaria,GEN,Mehboob Ali Kaiser,,Lok Janshakti Party,"3,13,806",Krishna Kumari Yadav,,Rashtriya Janata Dal,"2,37,803","76,003"
,26,Bhagalpur,GEN,Shailesh Kumar Mandal,,Rashtriya Janata Dal,"3,67,623",Syed Shahnawaz Hussain,,Bharatiya Janata Party,"3,58,138","9,485"
,27,Banka,GEN,Jay Prakash Narayan Yadav,,Rashtriya Janata Dal,"2,85,150",Putul Kumari,,Bharatiya Janata Party,"2,75,006","10,144"
,28,Munger,GEN,Veena Devi,,Lok Janshakti Party,"3,52,911",Rajiv Ranjan Singh,,Janata Dal (United),"2,43,827","1,09,084"
,29,Nalanda,GEN,Kaushalendra Kumar,,Janata Dal (United),"3,21,982",Satya Nand Sharma,,Lok Janshakti Party,"3,12,355","9,627"
,30,Patna Sahib,GEN,Shatrughan Sinha,,Bharatiya Janata Party,"4,85,905",Kunal Singh,,Indian National Congress,"2,20,100","2,65,805"
,31,Pataliputra,GEN,Ram Kripal Yadav,,Bharatiya Janata Party,"3,83,262",Misa Bharti,,Rashtriya Janata Dal,"3,42,940","40,322"
,32,Arrah,GEN,R. K. Singh,,Bharatiya Janata Party,"3,91,074",Sribhagwan Singh Kushwaha,,Rashtriya Janata Dal,"2,55,204","1,35,870"
,33,Buxar,GEN,Ashwini Kumar Choubey,,Bharatiya Janata Party,"3,19,012",Jagada Nand Singh,,Rashtriya Janata Dal,"1,86,674","1,32,338"
,34,Sasaram,(SC),Chhedi Paswan,,Bharatiya Janata Party,"3,66,087",Meira Kumar,,Indian National Congress,"3,02,760","63,327"
,35,Karakat,GEN,Upendra Kushwaha,,Rashtriya Lok Samta Party,"3,38,892",Kanti Singh,,Rashtriya Janata Dal,"2,33,651","1,05,241"
,36,Jahanabad,GEN,Arun Kumar,,Rashtriya Lok Samta Party,"3,22,647",Surendra Prasad Yadav,,Rashtriya Janata Dal,"2,80,307","42,340"
,37,Aurangabad,GEN,Sushil Kumar Singh,,Bharatiya Janata Party,"3,07,941",Nikhil Kumar,,Indian National Congress,"2,41,594","66,347"
,38,Gaya,(SC),Hari Manjhi,,Bharatiya Janata Party,"3,26,230",Ramji Manjhi,,Rashtriya Janata Dal,"2,10,726","1,15,504"
,39,Nawada,GEN,Giriraj Singh,,Bharatiya Janata Party,"3,90,248",Raj Ballabh Prasad,,Rashtriya Janata Dal,"2,50,091","1,40,157"
,40,Jamui,(SC),Chirag Paswan,,Lok Janshakti Party,"2,85,354",Sudhansu Shekhar Bhaskar,,Rashtriya Janata Dal,"1,99,407","85,947"
Chandigarh,1,Chandigarh,GEN,Kirron Kher,,Bharatiya Janata Party,"1,91,362",Pawan Kumar Bansal,,Indian National Congress,"1,21,720","69,642"
Chhattisgarh,1,Sarguja,(ST),Kamalbhan Singh Marabi,,Bharatiya Janata Party,"5,85,336",Ram Dev Ram,,Indian National Congress,"4,38,100","1,47,236"
,2,Raigarh,(ST),Vishnu Deo Sai,,Bharatiya Janata Party,"6,62,478",Arti Singh,,Indian National Congress,"4,45,728","2,16,750"
,3,Janjgir-Champa,(SC),Kamla Patle,,Bharatiya Janata Party,"5,18,909",Prem Chand Jayasi,,Indian National Congress,"3,43,948","1,74,961"
,4,Korba,GEN,Banshilal Mahto,,Bharatiya Janata Party,"4,39,002",Charan Das Mahant,,Indian National Congress,"4,34,737","4,265"
,5,Bilaspur,GEN,Lakhan Lal Sahu,,Bharatiya Janata Party,"5,61,387",Karuna Shukla,,Indian National Congress,"3,84,951","1,76,436"
,6,Rajnandgaon,GEN,Abhishek Singh,,Bharatiya Janata Party,"6,43,473",Kamleshwar Verma,,Indian National Congress,"4,07,562","2,35,911"
,7,Durg,GEN,Tamradhwaj Sahu,,Indian National Congress,"5,70,687",Saroj Pandey,,Bharatiya Janata Party,"5,53,839","16,848"
,8,Raipur,GEN,Ramesh Bais,,Bharatiya Janata Party,"6,54,922",Satya Narayan Sharma,,Indian National Congress,"4,83,276","1,71,646"
,9,Mahasamund,GEN,Chandu Lal Sahu,,Bharatiya Janata Party,"5,03,514",Ajit Jogi,,Indian National Congress,"5,02,297","1,217"
,10,Bastar,(ST),Dinesh Kashyap,,Bharatiya Janata Party,"3,85,829",Deepak Karma,,Indian National Congress,"2,61,470","1,24,359"
,11,Kanker,(ST),Vikram Usendi,,Bharatiya Janata Party,"4,65,215",Foolodevi Netam,,Indian National Congress,"4,30,057","35,158"
Dadra and Nagar Haveli,1,Dadra and Nagar Haveli,(ST),Natubhai Gomanbhai Patel,,Bharatiya Janata Party,"80,790",Mohanbhai Sanjibhai Delkar,,Indian National Congress,"74,576","6,214"
Daman and Diu,1,Daman and Diu,GEN,Lalubhai Patel,,Bharatiya Janata Party,"46,960",Ketan Patel,,Indian National Congress,"37,738","9,222"
Delhi,1,Chandni Chowk,GEN,Harsh Vardhan,,Bharatiya Janata Party,"4,37,938",Ashutosh,,Aam Aadmi Party,"3,01,618","1,36,320"
,2,North East Delhi,GEN,Manoj Tiwari,,Bharatiya Janata Party,"5,96,125",Anand Kumar,,Aam Aadmi Party,"4,52,041","1,44,084"
,3,East Delhi,GEN,Maheish Girri,,Bharatiya Janata Party,"5,72,202",Rajmohan Gandhi,,Aam Aadmi Party,"3,81,739","1,90,463"
,4,New Delhi,GEN,Meenakshi Lekhi,,Bharatiya Janata Party,"4,53,350",Ashish Khetan,,Aam Aadmi Party,"2,90,642","1,62,708"
,5,North West Delhi,(SC),Udit Raj,,Bharatiya Janata Party,"6,29,860",Rakhi Birla,,Aam Aadmi Party,"5,23,058","1,06,802"
,6,West Delhi,GEN,Parvesh Verma,,Bharatiya Janata Party,"6,51,395",Jarnail Singh,,Aam Aadmi Party,"3,82,809","2,68,586"
,7,South Delhi,GEN,Ramesh Bidhuri,,Bharatiya Janata Party,"4,97,980",Devinder Sehrawat,,Aam Aadmi Party,"3,90,980","1,07,000"
Goa,1,North Goa,GEN,Shripad Yesso Naik,,Bharatiya Janata Party,"2,37,903",Ravi Naik,,Indian National Congress,"1,32,304","1,05,599"
,2,South Goa,GEN,Narendra Keshav Sawaikar,,Bharatiya Janata Party,"1,98,776",Aleixo Lourenco,,Indian National Congress,"1,66,446","32,330"
Gujarat,1,Kachchh,(SC),Vinodbhai Chavda,,Bharatiya Janata Party,"5,62,855",Dinesh Parmar,,Indian National Congress,"3,08,373","2,54,482"
,2,Banaskantha,GEN,Haribhai Parthibhai Chaudhary,,Bharatiya Janata Party,"5,07,856",Patel Joitabhai Kasnabhai,,Indian National Congress,"3,05,522","2,02,334"
,3,Patan,GEN,Liladhar Vaghela,,Bharatiya Janata Party,"5,18,538",Bhavsinh Rathod,,Indian National Congress,"3,79,819","1,38,719"
,4,Mahesana,GEN,Jayshreeben Patel,,Bharatiya Janata Party,"5,80,250",Jivabhai Ambalal Patel,,Indian National Congress,"3,71,359","2,08,891"
,5,Sabarkantha,GEN,Dipsinh Rathod,,Bharatiya Janata Party,552205,Shankersinh Vaghela,,Indian National Congress,467750,84455
,6,Gandhinagar,GEN,L. K. Advani,,Bharatiya Janata Party,"7,73,539",Kiritbhai Patel,,Indian National Congress,"2,90,418","4,83,121"
,7,Ahmedabad East,GEN,Paresh Rawal,,Bharatiya Janata Party,"6,33,582",Himmatsingh Prahladsingh Patel,,Indian National Congress,"3,06,949","3,26,633"
,8,Ahmedabad West,(SC),Kirit Solanki,,Bharatiya Janata Party,"6,17,104",Ishwarbahi Makwana,,Indian National Congress,"2,96,793","3,20,311"
,9,Surendranagar,GEN,Devjibhai Fatepara,,Bharatiya Janata Party,"5,29,003",Somabhai Patel,,Indian National Congress,"3,26,096","2,02,907"
,10,Rajkot,GEN,Mohan Kundariya,,Bharatiya Janata Party,"6,21,524",Kunwarjibhai Bavaliya,,Indian National Congress,"3,75,096","2,46,428"
,11,Porbandar,GEN,Vitthal Radadiya,,Bharatiya Janata Party,"5,08,437",Kandhal Jadeja,,Nationalist Congress Party,"2,40,466","2,67,971"
,12,Jamnagar,GEN,Poonamben Maadam,,Bharatiya Janata Party,"4,84,412",Vikram Madam,,Indian National Congress,"3,09,123","1,75,289"
,13,Junagadh,GEN,Rajesh Chudasama,,Bharatiya Janata Party,"5,13,179",Punjabhai Vansh,,Indian National Congress,"3,77,347","1,35,832"
,14,Amreli,GEN,Naranbhai Kachhadia,,Bharatiya Janata Party,"4,36,715",Virjibhai Thummar,,Indian National Congress,"2,80,483","1,56,232"
,15,Bhavnagar,GEN,Bharti Shiyal,,Bharatiya Janata Party,"5,49,529",Pravinbhai Rathod,,Indian National Congress,"2,54,041","2,95,488"
,16,Anand,GEN,Dilip Patel,,Bharatiya Janata Party,"4,90,829",Bharatsinh Solanki,,Indian National Congress,"4,27,403","63,426"
,17,Kheda,GEN,Devusinh Chauhan,,Bharatiya Janata Party,"5,68,235",Dinsha Patel,,Indian National Congress,"3,35,334","2,32,901"
,18,Panchmahal,GEN,Prabhatsinh Chauhan,,Bharatiya Janata Party,"5,08,274",Ramsinh Parmar,,Indian National Congress,"3,37,678","1,70,596"
,19,Dahod,(ST),Jasvantsinh Bhabhor,,Bharatiya Janata Party,"5,11,111",Prabha Kishor Taviad,,Indian National Congress,"2,80,757",230354
,20,Vadodara,GEN,Narendra Modi,,Bharatiya Janata Party,"8,45,464",Madhusudan Mistry,,Indian National Congress,"2,75,336","5,70,128"
,21,Chhota Udaipur,(ST),Ramsinh Rathwa,,Bharatiya Janata Party,"6,07,916",Naranbhai Rathwa,,Indian National Congress,"4,28,187","1,79,729"
,22,Bharuch,GEN,Mansukhbhai Vasava,,Bharatiya Janata Party,"5,48,902",Jayeshbhai Patel,,Indian National Congress,"3,95,629","1,53,273"
,23,Bardoli,(ST),Parbhubhai Vasava,,Bharatiya Janata Party,"6,22,769",Tusharbhai Chaudhari,,Indian National Congress,"4,98,885","1,23,884"
,24,Surat,GEN,Darshana Jardosh,,Bharatiya Janata Party,"7,18,412",Naishadh Desai,,Indian National Congress,"1,85,222","5,33,190"
,25,Navsari,GEN,C. R. Patil,,Bharatiya Janata Party,"8,20,831",Maksud Mirza,,Indian National Congress,"2,62,715","5,58,116"
,26,Valsad,(ST),K C Patel,,Bharatiya Janata Party,"6,17,772",Kishanbhai Patel,,Indian National Congress,"4,09,768","2,08,004"
Haryana,1,Ambala,(SC),Rattan Lal Kataria,,Bharatiya Janata Party,"6,12,121",Raj Kumar Balmiki,,Indian National Congress,"2,72,047","3,40,074"
,2,Kurukshetra,GEN,Raj Kumar Saini,,Bharatiya Janata Party,"4,18,112",Balbir Singh Saini,,Indian National Lok Dal,"2,88,376","1,29,736"
,3,Sirsa,(SC),Charanjeet Singh Rori,,Indian National Lok Dal,"5,06,370",Ashok Tanwar,,Indian National Congress,"3,90,634","1,15,736"
,4,Hisar,GEN,Dushyant Chautala,,Indian National Lok Dal,"4,94,478",Kuldeep Bishnoi,,Haryana Janhit Congress (BL),"4,62,631","31,847"
,5,Karnal,GEN,Ashwini Kumar Chopra,,Bharatiya Janata Party,"5,94,817",Arvind Kumar Sharma,,Indian National Congress,"2,34,670","3,60,147"
,6,Sonipat,GEN,Ramesh Chander Kaushik,,Bharatiya Janata Party,"3,47,203",Jagbir Singh Malik,,Indian National Congress,"2,69,789","77,414"
,7,Rohtak,GEN,Deepender Singh Hooda,,Indian National Congress,"4,90,063",Om Parkash Dhankar,,Bharatiya Janata Party,"3,19,436","1,70,627"
,8,Bhiwani-Mahendragarh,GEN,Dharambir Singh,,Bharatiya Janata Party,"4,04,542",Bahadur Singh,,Indian National Lok Dal,"2,75,148","1,29,394"
,9,Gurgaon,GEN,Rao Inderjit Singh,,Bharatiya Janata Party,"6,44,780",Zakir Hussain,,Indian National Lok Dal,"3,70,058","2,74,722"
,10,Faridabad,GEN,Krishan Pal Gurjar,,Bharatiya Janata Party,"6,52,516",Avtar Singh Bhadana,,Indian National Congress,"1,85,643","4,66,873"
Himachal Pradesh,1,Kangra,GEN,Shanta Kumar,,Bharatiya Janata Party,"4,56,163",Chander Kumar,,Indian National Congress,"2,86,091","1,70,072"
,2,Mandi,GEN,Ram Swaroop Sharma,,Bharatiya Janata Party,"3,62,824",Pratibha Singh,,Indian National Congress,"3,22,968","39,856"
,3,Hamirpur,GEN,Anurag Thakur,,Bharatiya Janata Party,"4,48,035",Rajinder Singh Rana,,Indian National Congress,"3,49,632","98,403"
,4,Shimla,(SC),Virender Kashyap,,Bharatiya Janata Party,"3,85,973",Mohal Lal Brakta,,Indian National Congress,"3,01,786","84,187"
Jammu and Kashmir,1,Baramulla,GEN,Muzaffar Hussain Baig,,Jammu and Kashmir Peoples Democratic Party,"1,75,277",Sharifuddin Shariq,,Jammu & Kashmir National Conference,"1,46,058","29,219"
,2,Srinagar,GEN,Tariq Hameed Karra,,Jammu and Kashmir Peoples Democratic Party,"1,57,923",Farooq Abdullah,,Jammu & Kashmir National Conference,"1,15,643","42,280"
,3,Anantnag,GEN,Mehbooba Mufti,,Jammu and Kashmir Peoples Democratic Party,"2,00,429",Mirza Mehboob Beg,,Jammu & Kashmir National Conference,"1,35,012","65,417"
,4,Ladakh,(ST),Thupstan Chhewang,,Bharatiya Janata Party,"31,111",Ghulam Raza,,Independent,"31,075",36
,5,Udhampur,GEN,Jitendra Singh,,Bharatiya Janata Party,"4,87,369",Ghulam Nabi Azad,,Indian National Congress,"4,26,393","60,976"
,6,Jammu,GEN,Jugal Kishore Sharma,,Bharatiya Janata Party,"6,19,995",Madan Lal Sharma,,Indian National Congress,"3,62,715","2,57,280"
Jharkhand,1,Rajmahal,(ST),Vijay Hansdak,,Jharkhand Mukti Morcha,"3,79,507",Hemlal Murmu,,Bharatiya Janata Party,"3,38,170","41,337"
,2,Dumka,(ST),Shibu Soren,,Jharkhand Mukti Morcha,"3,35,815",Sunil Soren,,Bharatiya Janata Party,"2,96,785","39,030"
,3,Godda,GEN,Nishikant Dubey,,Bharatiya Janata Party,"3,80,500",Furkan Ansari,,Indian National Congress,"3,19,818","60,682"
,4,Chatra,GEN,Sunil Kumar Singh,,Bharatiya Janata Party,"2,95,862",Dhiraj Prasad Sahu,,Indian National Congress,"1,17,836","1,78,026"
,5,Kodarma,GEN,Ravindra Kumar Ray,,Bharatiya Janata Party,"3,65,410",Raj Kumar Yadav,,Communist Party of India (Marxist–Leninist) Liberati,"2,66,756","98,654"
,6,Giridih,GEN,Ravindra Kumar Pandey,,Bharatiya Janata Party,"3,91,913",Jagarnath Mahto,,Jharkhand Mukti Morcha,"3,51,600","40,313"
,7,Dhanbad,GEN,Pashupati Nath Singh,,Bharatiya Janata Party,"5,43,491",Ajay Kumar Dubey,,Indian National Congress,"2,50,537","2,92,954"
