Year,State,Constituency_No,Constituency_Name,Constituency_Type,Winner_Candidate,Winner_Party,Winner_Votes,Winner_Percentage,Runner_up_Candidate,Runner_up_Party,Runner_up_Votes,Runner_up_Percentage,Margin_Votes,Status,Margin_Percentage,Victory_Category,Coalition_Block,Runner_Up_Ratio,Prev_Winner_Party,Seat_Flip_Status,Incumbent_Hold_Count
2004,Odisha,20,Sundargarh,ST,Jual Oram,BJP,336562.0,53.13,Frida Topno,INC,296886.0,46.87,39676.0,Result Declared,6.26,Comfortable,NDA,0.8821,,,0
2004,Odisha,21,Keonjhar,ST,Ananta Nayak,BJP,355702.0,53.72,Nilakantha Nayak,INC,306493.0,46.28,49209.0,Result Declared,7.43,Comfortable,NDA,0.8617,,,0
2004,Puducherry,1,Puducherry,GEN,M. Ramadass,Pattali Makkal Katchi,241653.0,58.35,Lalitha Kumaramangalam,BJP,172472.0,41.65,69181.0,Result Declared,16.71,Landslide,Others / Regional,0.7137,,,0
2004,Punjab,1,Gurdaspur,GEN,Vinod Khanna,BJP,387612.0,51.66,Sukhbans Kaur Bhinder,INC,362629.0,48.34,24983.0,Result Declared,3.33,Tight / Close Contest,NDA,0.9355,,,0
2004,Punjab,2,Amritsar,GEN,Navjot Singh Sidhu,BJP,394223.0,58.07,Raghunandan Lal Bhatia,INC,284691.0,41.93,109532.0,Result Declared,16.13,Landslide,NDA,0.7222,,,0
2004,Punjab,3,Tarn Taran,GEN,Rattan Singh Ajnala,SAD,364646.0,54.19,Sukhbinder Singh,INC,308252.0,45.81,56394.0,Result Declared,8.38,Comfortable,NDA,0.8453,,,0
2004,Punjab,4,Jullundur,GEN,Rana Gurjeet Singh,INC,344619.0,52.55,Naresh Gujral,SAD,311156.0,47.45,33463.0,Result Declared,5.1,Comfortable,UPA / I.N.D.I.A.,0.9029,,,0
2004,Punjab,5,Phillaur,SC,Charanjit Singh Atwal,SAD,324512.0,58.99,Santosh Chowdhary,INC,225628.0,41.01,98884.0,Result Declared,17.97,Landslide,NDA,0.6953,,,0
2004,Punjab,6,Hoshiarpur,GEN,Avinash Rai Khanna,BJP,289815.0,60.98,Darshan Singh Mattu,CPI(M),185444.0,39.02,104371.0,Result Declared,21.96,Landslide,NDA,0.6399,,,0
2004,Punjab,7,Ropar,SC,Sukhdev Singh Libra,SAD,347631.0,52.54,Shamsher Singh Dullo,INC,313994.0,47.46,33637.0,Result Declared,5.08,Comfortable,NDA,0.9032,,,0
2004,Punjab,8,Patiala,GEN,Preneet Kaur,INC,409917.0,51.49,Kanwaljit Singh,SAD,386250.0,48.51,23667.0,Result Declared,2.97,Tight / Close Contest,UPA / I.N.D.I.A.,0.9423,,,0
2004,Punjab,9,Ludhiana,GEN,Sharanjit Singh Dhillon,SAD,329234.0,52.35,Manish Tewari,INC,299694.0,47.65,29540.0,Result Declared,4.7,Tight / Close Contest,NDA,0.9103,,,0
2004,Punjab,10,Sangrur,GEN,Sukhdev Singh Dhindsa,SAD,286828.0,52.5,Arvind Khanna,INC,259551.0,47.5,27277.0,Result Declared,4.99,Tight / Close Contest,NDA,0.9049,,,0
2004,Punjab,11,Bhatinda,SC,Paramjit Kaur Gulshan,SAD,323394.0,55.36,Kaushalya Chaman Bhaura,CPI,260752.0,44.64,62642.0,Result Declared,10.72,Comfortable,NDA,0.8063,,,0
2004,Punjab,12,Faridkot,GEN,Sukhbir Singh Badal,SAD,475928.0,58.28,Karan Kaur Brar,INC,340649.0,41.72,135279.0,Result Declared,16.57,Landslide,NDA,0.7158,,,0
2004,Punjab,13,Ferozepur,GEN,Zora Singh Maan,SAD,357102.0,50.82,Jagmeet Singh Brar,INC,345563.0,49.18,11539.0,Result Declared,1.64,Tight / Close Contest,NDA,0.9677,,,0
2004,Rajasthan,1,Ganganagar,SC,Nihalchand Meghwal,BJP,331475.0,50.56,Bharat Ram Meghwal,INC,324082.0,49.44,7393.0,Result Declared,1.13,Tight / Close Contest,NDA,0.9777,,,0
2004,Rajasthan,2,Bikaner,GEN,Dharmendra,BJP,517802.0,52.92,Rameshwar Lal Dudi,INC,460627.0,47.08,57175.0,Result Declared,5.84,Comfortable,NDA,0.8896,,,0
2004,Rajasthan,3,Churu,GEN,Ram Singh Kaswan,BJP,400718.0,51.93,Balram Jakhar,INC,370864.0,48.07,29854.0,Result Declared,3.87,Tight / Close Contest,NDA,0.9255,,,0
2004,Rajasthan,4,Jhunjhunu,GEN,Sis Ram Ola,INC,274168.0,52.22,Santosh Ahlawat,BJP,250813.0,47.78,23355.0,Result Declared,4.45,Tight / Close Contest,UPA / I.N.D.I.A.,0.9148,,,0
2004,Rajasthan,5,Sikar,GEN,Subhash Maharia,BJP,367546.0,54.02,Narayan Singh,INC,312863.0,45.98,54683.0,Result Declared,8.04,Comfortable,NDA,0.8512,,,0
2004,Rajasthan,6,Jaipur,GEN,Girdhari Lal Bhargava,BJP,480730.0,56.27,Pratap Singh Khachariyawas,INC,373544.0,43.73,107186.0,Result Declared,12.55,Comfortable,NDA,0.777,,,0
2004,Rajasthan,7,Dausa,GEN,Sachin Pilot,INC,369935.0,59.19,Kartar Singh Bhadana,BJP,255070.0,40.81,114865.0,Result Declared,18.38,Landslide,UPA / I.N.D.I.A.,0.6895,,,0
2004,Rajasthan,8,Alwar,GEN,Karan Singh Yadav,INC,246833.0,50.86,Mahant Chandnath,BJP,238462.0,49.14,8371.0,Result Declared,1.72,Tight / Close Contest,UPA / I.N.D.I.A.,0.9661,,,0
2004,Rajasthan,9,Bharatpur,GEN,Vishvendra Singh,BJP,319904.0,60.54,Ved Prakash,INC,208555.0,39.46,111349.0,Result Declared,21.07,Landslide,NDA,0.6519,,,0
2004,Rajasthan,10,Bayana,SC,Ramswaroop Koli,BJP,265051.0,56.34,Mahendra Singh,INC,205427.0,43.66,59624.0,Result Declared,12.67,Comfortable,NDA,0.775,,,0
2004,Rajasthan,11,Sawai Madhopur,ST,Namo Narain Meena,INC,367553.0,58.91,Jaskaur Meena,BJP,256390.0,41.09,111163.0,Result Declared,17.82,Landslide,UPA / I.N.D.I.A.,0.6976,,,0
2004,Rajasthan,12,Ajmer,GEN,Rasa Singh Rawat,BJP,314788.0,62.76,Haji Habibur Rehman,INC,186812.0,37.24,127976.0,Result Declared,25.51,Landslide,NDA,0.5935,,,0
2004,Rajasthan,13,Tonk,SC,Kailash Meghwal,BJP,315717.0,55.11,Nand Kishore Bairwa,INC,257205.0,44.89,58512.0,Result Declared,10.21,Comfortable,NDA,0.8147,,,0
2004,Rajasthan,14,Kota,GEN,Raghuveer Singh Koshal,BJP,298314.0,56.84,Hari Mohan Sharma,INC,226536.0,43.16,71778.0,Result Declared,13.68,Comfortable,NDA,0.7594,,,0
2004,Rajasthan,15,Jhalawar,GEN,Dushyant Singh,BJP,303845.0,57.75,Sanjay Gurjar,INC,222266.0,42.25,81579.0,Result Declared,15.51,Landslide,NDA,0.7315,,,0
2004,Rajasthan,16,Banswara,ST,Dhan Singh Rawat,BJP,269239.0,52.1,Prabhulal Rawat,INC,247556.0,47.9,21683.0,Result Declared,4.2,Tight / Close Contest,NDA,0.9195,,,0
2004,Rajasthan,17,Salumber,ST,Mahaveer Bhagora,BJP,281659.0,52.3,Bheru Lal Meena,INC,256885.0,47.7,24774.0,Result Declared,4.6,Tight / Close Contest,NDA,0.912,,,0
2004,Rajasthan,18,Udaipur,GEN,Kiran Maheshwari,BJP,398059.0,55.19,Girija Vyas,INC,323184.0,44.81,74875.0,Result Declared,10.38,Comfortable,NDA,0.8119,,,0
2004,Rajasthan,19,Chittorgarh,GEN,Shrichand Kriplani,BJP,375385.0,61.04,Vishwa Vijay Singh,INC,239615.0,38.96,135770.0,Result Declared,22.08,Landslide,NDA,0.6383,,,0
2004,Rajasthan,20,Bhilwara,GEN,V. P. Singh Badnore,BJP,317292.0,55.28,Kailash Vyas,INC,256640.0,44.72,60652.0,Result Declared,10.57,Comfortable,NDA,0.8088,,,0
2004,Rajasthan,21,Pali,GEN,Pusp Jain,BJP,264114.0,56.8,Surendra Kumar Surana,INC,200876.0,43.2,63238.0,Result Declared,13.6,Comfortable,NDA,0.7606,,,0
2004,Rajasthan,22,Jalore,SC,Bangaru Susheela,BJP,321255.0,53.25,Buta Singh,INC,282063.0,46.75,39192.0,Result Declared,6.5,Comfortable,NDA,0.878,,,0
2004,Rajasthan,23,Barmer,GEN,Manvendra Singh,BJP,631851.0,63.71,Sonaram Choudhary,INC,359963.0,36.29,271888.0,Result Declared,27.41,Landslide,NDA,0.5697,,,0
2004,Rajasthan,24,Jodhpur,GEN,Jaswant Singh Bishnoi,BJP,434352.0,52.57,Badri Ram Jakhar,INC,391857.0,47.43,42495.0,Result Declared,5.14,Comfortable,NDA,0.9022,,,0
2004,Rajasthan,25,Nagaur,GEN,Bhanwar Singh Dangawas,BJP,284657.0,57.08,Ram Raghunath Choudhary,INC,214030.0,42.92,70627.0,Result Declared,14.16,Comfortable,NDA,0.7519,,,0
2004,Sikkim,1,Sikkim,GEN,Nakul Das Rai,SDF,153409.0,71.8,Biraj Adhikari,INC,60258.0,28.2,93151.0,Result Declared,43.6,Landslide,Others / Regional,0.3928,,,0
2004,Tamil Nadu,1,Madras North,GEN,C. Kuppusami,DMK,570122.0,64.3,Sukumar Nambiar. M N,BJP,316583.0,35.7,253539.0,Result Declared,28.59,Landslide,UPA / I.N.D.I.A.,0.5553,,,0
2004,Tamil Nadu,2,Madras Central,GEN,Dayanidhi Maran,DMK,316329.0,63.46,Balaganga N,AIADMK,182151.0,36.54,134178.0,Result Declared,26.92,Landslide,UPA / I.N.D.I.A.,0.5758,,,0
2004,Tamil Nadu,3,Madras South,GEN,T. R. Baalu,DMK,564578.0,62.15,Bader Sayeed,AIADMK,343838.0,37.85,220740.0,Result Declared,24.3,Landslide,UPA / I.N.D.I.A.,0.609,,,0
2004,Tamil Nadu,4,Sriperumbudur,SC,A. Krishnaswamy,DMK,517617.0,64.71,P. Venugopal,AIADMK,282271.0,35.29,235346.0,Result Declared,29.42,Landslide,UPA / I.N.D.I.A.,0.5453,,,0
2004,Tamil Nadu,5,Chengalpattu,GEN,A. K. Moorthy,Pattali Makkal Katchi,431643.0,60.41,K.N. Ramachandra,AIADMK,282919.0,39.59,148724.0,Result Declared,20.81,Landslide,Others / Regional,0.6554,,,0
2004,Tamil Nadu,6,Arakkonam,GEN,R. Velu,Pattali Makkal Katchi,386911.0,57.61,Shanmugam N.,AIADMK,284715.0,42.39,102196.0,Result Declared,15.22,Landslide,Others / Regional,0.7359,,,0
2004,Tamil Nadu,7,Vellore,GEN,K. M. Kader Mohideen,DMK,436642.0,62.86,Santhanam. A,AIADMK,258032.0,37.14,178610.0,Result Declared,25.71,Landslide,UPA / I.N.D.I.A.,0.5909,,,0
2004,Tamil Nadu,8,Tirupattur,GEN,D. Venugopal,DMK,453786.0,62.45,Subramani. K. G,AIADMK,272884.0,37.55,180902.0,Result Declared,24.89,Landslide,UPA / I.N.D.I.A.,0.6013,,,0
2004,Tamil Nadu,9,Vandavasi,GEN,Gingee N. Ramachandran,MDMK,394903.0,61.86,R Rajalakshmi,AIADMK,243470.0,38.14,151433.0,Result Declared,23.72,Landslide,UPA / I.N.D.I.A.,0.6165,,,0
2004,Tamil Nadu,10,Tindivanam,GEN,K. Dhanaraju,Pattali Makkal Katchi,367849.0,57.07,Arunmozhithevan. A,AIADMK,276685.0,42.93,91164.0,Result Declared,14.14,Comfortable,Others / Regional,0.7522,,,0
2004,Tamil Nadu,11,Cuddalore,GEN,K. Venkatapathy,DMK,400059.0,59.82,Rajendran. R,AIADMK,268707.0,40.18,131352.0,Result Declared,19.64,Landslide,UPA / I.N.D.I.A.,0.6717,,,0
2004,Tamil Nadu,12,Chidambaram,SC,E. Ponnuswamy,Pattali Makkal Katchi,343424.0,57.31,Thol. Thirumavalavan,JD(U),255773.0,42.69,87651.0,Result Declared,14.63,Comfortable,Others / Regional,0.7448,,,0
2004,Tamil Nadu,13,Dharmapuri,GEN,R. Senthil,Pattali Makkal Katchi,397540.0,68.66,P. D. Elangovan,BJP,181450.0,31.34,216090.0,Result Declared,37.32,Landslide,Others / Regional,0.4564,,,0
2004,Tamil Nadu,14,Krishnagiri,GEN,E. G. Sugavanam,DMK,403297.0,58.67,Nanje Gowdu. K,AIADMK,284075.0,41.33,119222.0,Result Declared,17.34,Landslide,UPA / I.N.D.I.A.,0.7044,,,0
2004,Tamil Nadu,15,Rasipuram,SC,K. Rani,INC,384170.0,60.61,Anbalagan. S,AIADMK,249637.0,39.39,134533.0,Result Declared,21.23,Landslide,UPA / I.N.D.I.A.,0.6498,,,0
2004,Tamil Nadu,16,Salem,GEN,K. V. Thangkabalu,INC,444591.0,62.31,Rajasekaran. A,AIADMK,268964.0,37.69,175627.0,Result Declared,24.61,Landslide,UPA / I.N.D.I.A.,0.605,,,0
2004,Tamil Nadu,17,Tiruchengode,GEN,Subbulakshmi Jagadeesan,DMK,501569.0,60.89,Edappadi K. Palaniswami,AIADMK,322172.0,39.11,179397.0,Result Declared,21.78,Landslide,UPA / I.N.D.I.A.,0.6423,,,0
2004,Tamil Nadu,18,Nilgiris,GEN,R. Prabhu,INC,494121.0,65.73,M Master Mathan,BJP,257619.0,34.27,236502.0,Result Declared,31.46,Landslide,UPA / I.N.D.I.A.,0.5214,,,0
2004,Tamil Nadu,19,Gobichettipalayam,GEN,E. V. K. S. Elangovan,INC,426826.0,66.78,N. R Govindarajar,AIADMK,212349.0,33.22,214477.0,Result Declared,33.56,Landslide,UPA / I.N.D.I.A.,0.4975,,,0
2004,Tamil Nadu,20,Coimbatore,GEN,K. Subbarayan,CPI,504981.0,59.73,C. P. Radhakrishnan,BJP,340476.0,40.27,164505.0,Result Declared,19.46,Landslide,UPA / I.N.D.I.A.,0.6742,,,0
2004,Tamil Nadu,21,Pollachi,SC,C. Krishnan,MDMK,364988.0,59.93,Murugan. G,AIADMK,244067.0,40.07,120921.0,Result Declared,19.85,Landslide,UPA / I.N.D.I.A.,0.6687,,,0
2004,Tamil Nadu,22,Palani,GEN,S. K. Kharventhan,INC,448900.0,67.37,Kishore Kumar. K,AIADMK,217407.0,32.63,231493.0,Result Declared,34.74,Landslide,UPA / I.N.D.I.A.,0.4843,,,0
2004,Tamil Nadu,23,Dindigul,GEN,N. S. V. Chitthan,INC,407116.0,61.77,Jeyaraman. M,AIADMK,251945.0,38.23,155171.0,Result Declared,23.54,Landslide,UPA / I.N.D.I.A.,0.6189,,,0
2004,Tamil Nadu,24,Madurai,GEN,P. Mohan,CPI(M),414433.0,59.54,A. K. Bose,AIADMK,281593.0,40.46,132840.0,Result Declared,19.09,Landslide,UPA / I.N.D.I.A.,0.6795,,,0
2004,Tamil Nadu,25,Periyakulam,GEN,J. M. Aaroon Rashid,INC,346851.0,51.57,T. T. V. Dhinakaran,AIADMK,325696.0,48.43,21155.0,Result Declared,3.15,Tight / Close Contest,UPA / I.N.D.I.A.,0.939,,,0
2004,Tamil Nadu,26,Karur,GEN,K. C. Palanisamy,DMK,450407.0,63.44,Palanichamy Raja. N,AIADMK,259531.0,36.56,190876.0,Result Declared,26.89,Landslide,UPA / I.N.D.I.A.,0.5762,,,0
2004,Tamil Nadu,27,Tiruchirappalli,GEN,L. Ganesan,MDMK,450907.0,65.82,M. Paranjothi,AIADMK,234182.0,34.18,216725.0,Result Declared,31.63,Landslide,UPA / I.N.D.I.A.,0.5194,,,0
2004,Tamil Nadu,28,Perambalur,SC,A. Raja,DMK,389708.0,62.25,M. Sundaram,AIADMK,236375.0,37.75,153333.0,Result Declared,24.49,Landslide,UPA / I.N.D.I.A.,0.6065,,,0
2004,Tamil Nadu,29,Mayiladuthurai,GEN,Mani Shankar Aiyar,INC,411160.0,65.61,O. S. Manian,AIADMK,215469.0,34.39,195691.0,Result Declared,31.23,Landslide,UPA / I.N.D.I.A.,0.5241,,,0
2004,Tamil Nadu,30,Nagapattinam,SC,A. K. S. Vijayan,DMK,463389.0,65.22,Archunan. P J,AIADMK,247166.0,34.78,216223.0,Result Declared,30.43,Landslide,UPA / I.N.D.I.A.,0.5334,,,0
2004,Tamil Nadu,31,Thanjavur,GEN,S. S. Palanimanickam,DMK,400986.0,58.72,Thangamuthu. K,AIADMK,281838.0,41.28,119148.0,Result Declared,17.45,Landslide,UPA / I.N.D.I.A.,0.7029,,,0
2004,Tamil Nadu,32,Pudukkottai,GEN,S. Regupathy,DMK,466133.0,60.09,Ravichandran. A,AIADMK,309637.0,39.91,156496.0,Result Declared,20.17,Landslide,UPA / I.N.D.I.A.,0.6643,,,0
2004,Tamil Nadu,33,Sivaganga,GEN,P. Chidambaram,INC,400393.0,62.75,Karuppiah. S P,AIADMK,237668.0,37.25,162725.0,Result Declared,25.5,Landslide,UPA / I.N.D.I.A.,0.5936,,,0
2004,Tamil Nadu,34,Ramanathapuram,GEN,M. S. K. Bhavani Rajenthiran,DMK,335287.0,59.81,Murugesan. C,AIADMK,225337.0,40.19,109950.0,Result Declared,19.61,Landslide,UPA / I.N.D.I.A.,0.6721,,,0
2004,Tamil Nadu,35,Sivakasi,GEN,A. Ravichandran,MDMK,469072.0,60.63,Kannan. P,AIADMK,304555.0,39.37,164517.0,Result Declared,21.27,Landslide,UPA / I.N.D.I.A.,0.6493,,,0
2004,Tamil Nadu,36,Tirunelveli,GEN,R. Dhanuskodi Athithan,INC,370127.0,64.57,Amirtha Ganesan R,AIADMK,203052.0,35.43,167075.0,Result Declared,29.15,Landslide,UPA / I.N.D.I.A.,0.5486,,,0
2004,Tamil Nadu,37,Tenkasi,SC,M. Appadurai,CPI,348000.0,60.65,S. Murugesan,AIADMK,225824.0,39.35,122176.0,Result Declared,21.29,Landslide,UPA / I.N.D.I.A.,0.6489,,,0
2004,Tamil Nadu,38,Tiruchendur,GEN,V. Radhika Selvi,DMK,394484.0,64.96,Thamodaran. T,AIADMK,212803.0,35.04,181681.0,Result Declared,29.92,Landslide,UPA / I.N.D.I.A.,0.5394,,,0
2004,Tamil Nadu,39,Nagercoil,GEN,A. V. Bellarmin,CPI(M),410091.0,62.52,Pon Radhakrishnan,BJP,245797.0,37.48,164294.0,Result Declared,25.05,Landslide,UPA / I.N.D.I.A.,0.5994,,,0
2004,Tripura,1,Tripura West,GEN,Khagen Das,CPI(M),496843.0,81.58,Nirmala Dasgupta,INC,112207.0,18.42,384636.0,Result Declared,63.15,Landslide,UPA / I.N.D.I.A.,0.2258,,,0
2004,Tripura,2,Tripura East,ST,Baju Ban Riyan,CPI(M),414230.0,80.01,Pulin Bihari Dewan,BJP,103494.0,19.99,310736.0,Result Declared,60.02,Landslide,UPA / I.N.D.I.A.,0.2498,,,0
2004,Uttar Pradesh,1,Bijnor,SC,Munshiram Singh,RLD,301599.0,57.66,Ghan Shyam Chandr Kharwar,BSP,221424.0,42.34,80175.0,Result Declared,15.33,Landslide,NDA,0.7342,,,0
2004,Uttar Pradesh,2,Amroha,GEN,Harish Nagpal,IND,287522.0,51.6,Mahmood Madani,RLD,269638.0,48.4,17884.0,Result Declared,3.21,Tight / Close Contest,Others / Regional,0.9378,,,0
2004,Uttar Pradesh,3,Moradabad,GEN,Shafiqur Rahman Barq,SP,218079.0,54.48,Chandra Vijay Singh,BJP,182239.0,45.52,35840.0,Result Declared,8.95,Comfortable,UPA / I.N.D.I.A.,0.8357,,,0
2004,Uttar Pradesh,4,Rampur,GEN,Jaya Prada,SP,289390.0,58.66,Begum Noor Bano,INC,203916.0,41.34,85474.0,Result Declared,17.33,Landslide,UPA / I.N.D.I.A.,0.7046,,,0
2004,Uttar Pradesh,5,Sambhal,GEN,Ram Gopal Yadav,SP,357049.0,69.19,Tarannum Aqeel,BSP,158988.0,30.81,198061.0,Result Declared,38.38,Landslide,UPA / I.N.D.I.A.,0.4453,,,0
2004,Uttar Pradesh,6,Budaun,GEN,Saleem Iqbal Shervani,SP,265713.0,55.34,Brijpal Singh Shakya,BJP,214391.0,44.66,51322.0,Result Declared,10.69,Comfortable,UPA / I.N.D.I.A.,0.8069,,,0
2004,Uttar Pradesh,7,Aonla,GEN,Kunwar Sarvraj Singh,JD(U),153322.0,51.15,Raj Veer Singh,SP,146451.0,48.85,6871.0,Result Declared,2.29,Tight / Close Contest,NDA,0.9552,,,0
2004,Uttar Pradesh,8,Bareilly,GEN,Santosh Gangwar,BJP,269651.0,56.22,Akbar Ahmad Dumpy,BSP,210007.0,43.78,59644.0,Result Declared,12.43,Comfortable,NDA,0.7788,,,0
2004,Uttar Pradesh,9,Pilibhit,GEN,Maneka Gandhi,BJP,255615.0,62.57,Satyapal Gangwar,SP,152895.0,37.43,102720.0,Result Declared,25.15,Landslide,NDA,0.5981,,,0
2004,Uttar Pradesh,10,Shahjahanpur,GEN,Jitin Prasada,INC,220763.0,61.38,Rammurti Singh Verma,SP,138931.0,38.62,81832.0,Result Declared,22.75,Landslide,UPA / I.N.D.I.A.,0.6293,,,0
2004,Uttar Pradesh,11,Kheri,GEN,Ravi Prakash Verma,SP,224602.0,51.34,Daud Ahmad,BSP,212842.0,48.66,11760.0,Result Declared,2.69,Tight / Close Contest,UPA / I.N.D.I.A.,0.9476,,,0
2004,Uttar Pradesh,12,Shahabad,GEN,Iliyas Azmi,SP,210171.0,56.2,Satya Dev Singh,BJP,163802.0,43.8,46369.0,Result Declared,12.4,Comfortable,UPA / I.N.D.I.A.,0.7794,,,0
2004,Uttar Pradesh,13,Sitapur,GEN,Rajesh Verma,BSP,171733.0,50.77,Mukhtar Anees,SP,166499.0,49.23,5234.0,Result Declared,1.55,Tight / Close Contest,Others / Regional,0.9695,,,0
2004,Uttar Pradesh,14,Misrikh,SC,Ashok Kumar Rawat,BSP,207062.0,52.46,Sushila Saroj,SP,187659.0,47.54,19403.0,Result Declared,4.92,Tight / Close Contest,Others / Regional,0.9063,,,0
2004,Uttar Pradesh,15,Hardoi,SC,Usha Verma,SP,203445.0,55.33,Shiv Prasad Verma,BSP,164242.0,44.67,39203.0,Result Declared,10.66,Comfortable,UPA / I.N.D.I.A.,0.8073,,,0
2004,Uttar Pradesh,16,Lucknow,GEN,Atal Bihari Vajpayee,BJP,324714.0,75.33,Madhu Gupta,SP,106339.0,24.67,218375.0,Result Declared,50.66,Landslide,NDA,0.3275,,,0
2004,Uttar Pradesh,17,Mohanlalganj,SC,Jai Prakash,SP,148578.0,50.44,Radhe Lal,BSP,146010.0,49.56,2568.0,Result Declared,0.87,Tight / Close Contest,UPA / I.N.D.I.A.,0.9827,,,0
2004,Uttar Pradesh,18,Unnao,GEN,Brajesh Pathak,BSP,178366.0,52.62,Deepak Kumar,SP,160605.0,47.38,17761.0,Result Declared,5.24,Comfortable,Others / Regional,0.9004,,,0
2004,Uttar Pradesh,19,Raebareli,GEN,Sonia Gandhi,INC,378107.0,74.66,Ashok Kumar Singh,SP,128342.0,25.34,249765.0,Result Declared,49.32,Landslide,UPA / I.N.D.I.A.,0.3394,,,0
2004,Uttar Pradesh,20,Pratapgarh,GEN,Akshay Pratap Singh,SP,238137.0,58.51,Rajkumari Ratna Singh,INC,168865.0,41.49,69272.0,Result Declared,17.02,Landslide,UPA / I.N.D.I.A.,0.7091,,,0
2004,Uttar Pradesh,21,Amethi,GEN,Rahul Gandhi,INC,390179.0,79.71,Chandra Parkash Mishra,BSP,99326.0,20.29,290853.0,Result Declared,59.42,Landslide,UPA / I.N.D.I.A.,0.2546,,,0
2004,Uttar Pradesh,22,Sultanpur,GEN,Mohammad Tahir Khan,BSP,261564.0,62.08,Shailendra Pratap Singh,SP,159754.0,37.92,101810.0,Result Declared,24.16,Landslide,Others / Regional,0.6108,,,0
2004,Uttar Pradesh,23,Akbarpur,SC,Mayawati,BSP,325019.0,54.92,Shankh Lal Manjhi,SP,266750.0,45.08,58269.0,Result Declared,9.85,Comfortable,Others / Regional,0.8207,,,0
2004,Uttar Pradesh,24,Faizabad,GEN,Mitrasen Yadav,BSP,207285.0,54.39,Lallu Singh,BJP,173799.0,45.61,33486.0,Result Declared,8.79,Comfortable,Others / Regional,0.8385,,,0
2004,Uttar Pradesh,25,Bara Banki,SC,Kamla Prasad,BSP,196370.0,52.81,Ram Sagar Rawat,SP,175448.0,47.19,20922.0,Result Declared,5.63,Comfortable,Others / Regional,0.8935,,,0
2004,Uttar Pradesh,26,Kaiserganj,GEN,Beni Prasad Verma,SP,219920.0,51.48,Arif Mohammad Khan,BJP,207260.0,48.52,12660.0,Result Declared,2.96,Tight / Close Contest,UPA / I.N.D.I.A.,0.9424,,,0
2004,Uttar Pradesh,27,Bahraich,GEN,Rubab Sayda,SP,188949.0,53.75,Bhagat Ram Mishra,BSP,162615.0,46.25,26334.0,Result Declared,7.49,Comfortable,UPA / I.N.D.I.A.,0.8606,,,0
2004,Uttar Pradesh,28,Balrampur,GEN,Brij Bhushan Sharan Singh,BJP,270941.0,55.38,Rizwan Zaheer,BSP,218328.0,44.62,52613.0,Result Declared,10.75,Comfortable,NDA,0.8058,,,0
2004,Uttar Pradesh,29,Gonda,GEN,Kirti Vardhan Singh,SP,251947.0,53.96,Ghan Shyam Shukla,BJP,214949.0,46.04,36998.0,Result Declared,7.92,Comfortable,UPA / I.N.D.I.A.,0.8532,,,0
2004,Uttar Pradesh,30,Basti,SC,Lal Mani Prasad,BSP,155223.0,54.45,Sriram Chauhan,BJP,129849.0,45.55,25374.0,Result Declared,8.9,Comfortable,Others / Regional,0.8365,,,0
2004,Uttar Pradesh,31,Domariaganj,GEN,Mohammed Muqueem,BSP,202544.0,57.51,Jagdambika Pal,INC,149642.0,42.49,52902.0,Result Declared,15.02,Landslide,Others / Regional,0.7388,,,0
2004,Uttar Pradesh,32,Khalilabad,GEN,Bhalchandra Yadava,BSP,234712.0,53.05,Bhishma Shankar Tiwari,SP,207689.0,46.95,27023.0,Result Declared,6.11,Comfortable,Others / Regional,0.8849,,,0
2004,Uttar Pradesh,33,Bansgaon,SC,Mahaveer Prasad,INC,180388.0,52.39,Sadal Prasad,BSP,163947.0,47.61,16441.0,Result Declared,4.77,Tight / Close Contest,UPA / I.N.D.I.A.,0.9089,,,0
2004,Uttar Pradesh,34,Gorakhpur,GEN,Yogi Adityanath,BJP,353647.0,62.56,Jamuna Prasad Nishad,SP,211608.0,37.44,142039.0,Result Declared,25.13,Landslide,NDA,0.5984,,,0
2004,Uttar Pradesh,35,Maharajganj,GEN,Pankaj Choudhary,BJP,228702.0,58.25,Akhilesh Singh,SP,163903.0,41.75,64799.0,Result Declared,16.5,Landslide,NDA,0.7167,,,0
2004,Uttar Pradesh,36,Padrauna,GEN,Baleshwar Yadav,National Loktantrik Party,206850.0,51.04,R. P. N. Singh,INC,198428.0,48.96,8422.0,Result Declared,2.08,Tight / Close Contest,Others / Regional,0.9593,,,0
2004,Uttar Pradesh,37,Deoria,GEN,Mohan Singh,SP,237664.0,56.17,Prakash Mani Tripathi,BJP,185438.0,43.83,52226.0,Result Declared,12.34,Comfortable,UPA / I.N.D.I.A.,0.7803,,,0
2004,Uttar Pradesh,38,Salempur,GEN,Harikeval Prasad,SP,195570.0,52.17,Bhola Pandey,INC,179317.0,47.83,16253.0,Result Declared,4.34,Tight / Close Contest,UPA / I.N.D.I.A.,0.9169,,,0
2004,Uttar Pradesh,39,Ballia,GEN,Chandra Shekhar,Samajwadi Janata Party (Rashtriya),270136.0,58.83,Kapildeo Yadav,BSP,189082.0,41.17,81054.0,Result Declared,17.65,Landslide,Others / Regional,0.7,,,0
2004,Uttar Pradesh,40,Ghosi,GEN,Chandradeo Prasad Rajbhar,SP,201468.0,52.75,Bal Krishna,BSP,180456.0,47.25,21012.0,Result Declared,5.5,Comfortable,UPA / I.N.D.I.A.,0.8957,,,0
