Year,Party,Votes,Seats,Percentage,Coalition_Block,Seat_Conversion_Efficiency
2024,Arunachal Democratic Party,6622.0,0,0.0,Others / Regional,0.0
2024,Asankhya Samaj Party,3672.0,0,0.0,Others / Regional,0.0
2024,Asom Jana Morcha,9895.0,0,0.0,Others / Regional,0.0
2024,Assam Jatiya Parishad,414441.0,0,0.06,Others / Regional,0.0
2024,Atulya Bharat Party,1617.0,0,0.0,Others / Regional,0.0
2024,Autonomous State Demand Committee,9633.0,0,0.0,Others / Regional,0.0
2024,Awami Samta Party,1190.0,0,0.0,Others / Regional,0.0
2024,Azad Adhikar Sena,12021.0,0,0.0,Others / Regional,0.0
2024,Azad Janata Party,4429.0,0,0.0,Others / Regional,0.0
2024,Azad Party,2311.0,0,0.0,Others / Regional,0.0
2024,Azad Samaj Party,2791.0,0,0.0,Others / Regional,0.0
2024,BJD,9412674.0,0,1.46,Others / Regional,0.0
2024,BJP,235974144.0,240,36.56,NDA,6.56
2024,BPF,777570.0,0,0.12,Others / Regional,0.0
2024,BRS,3657237.0,0,0.57,Others / Regional,0.0
2024,BSP,13153830.0,0,2.04,Others / Regional,0.0
2024,Bahujan Awam Party,3989.0,0,0.0,Others / Regional,0.0
2024,Bahujan Bharat Party,32870.0,0,0.01,Others / Regional,0.0
2024,Bahujan Dravida Party,21388.0,0,0.0,Others / Regional,0.0
2024,Bahujan Kranti Party (Marxwad- Ambedkarwad),940.0,0,0.0,Others / Regional,0.0
2024,Bahujan Maha Party,76254.0,0,0.01,Others / Regional,0.0
2024,Bahujan Mukti Party,73935.0,0,0.01,Others / Regional,0.0
2024,Bahujan National Party (Ambedkar),586.0,0,0.0,Others / Regional,0.0
2024,Bahujan Republican Socialist Party,29619.0,0,0.0,Others / Regional,0.0
2024,Bahujan Samaj Party (Ambedkar),9391.0,0,0.0,Others / Regional,0.0
2024,Bahujan Shoshit Samaj Sangharsh Samta Party,373.0,0,0.0,Others / Regional,0.0
2024,Bahujan Vikas Aaghadi,254517.0,0,0.04,Others / Regional,0.0
2024,Bahujana Left Party,1265.0,0,0.0,Others / Regional,0.0
2024,Bajjikanchal Vikas Party,7747.0,0,0.0,Others / Regional,0.0
2024,Baliraja Party,33787.0,0,0.01,Others / Regional,0.0
2024,Bangali Nabanirman Sena,2410.0,0,0.0,Others / Regional,0.0
2024,Bengaluru Nava Nirmana Party,461.0,0,0.0,Others / Regional,0.0
2024,Bhagidari Party (P),51979.0,0,0.01,Others / Regional,0.0
2024,Bharat Adivasi Party,1257056.0,1,0.19,Others / Regional,5.26
2024,Bharat Jago Janta Party,6340.0,0,0.0,Others / Regional,0.0
2024,Bharat Jan Aadhar Party,1675.0,0,0.0,Others / Regional,0.0
2024,Bharat Jan Jagran Dal,7736.0,0,0.0,Others / Regional,0.0
2024,Bharat Jodo Party,6045.0,0,0.0,Others / Regional,0.0
2024,Bharat Ki Lok Jimmedar Party,2310.0,0,0.0,Others / Regional,0.0
2024,Bharat Lok Sewak Party,262.0,0,0.0,Others / Regional,0.0
2024,Bharat Mahaparivar Party,4582.0,0,0.0,Others / Regional,0.0
2024,Bharat Nirman Party,3772.0,0,0.0,Others / Regional,0.0
2024,Bharat Peoples Sena,683.0,0,0.0,Others / Regional,0.0
2024,Bharat Rakshak Party (Democratic),4961.0,0,0.0,Others / Regional,0.0
2024,Bharath Dharma Jana Sena,505753.0,0,0.08,Others / Regional,0.0
2024,Bharatha Chaitanya Yuvajana Party,17173.0,0,0.0,Others / Regional,0.0
2024,Bharatheeya Jawan Kisan Party,78104.0,0,0.01,Others / Regional,0.0
2024,Bharathiya Yuvakula Dalam,4007.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Aam Awam Party,5585.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Asha Party,4300.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Bahujan Congress,9165.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Bahujan Samta Party,1459.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Bikash Parishad,3430.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Ekta Dal,1704.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Gana Parishad,27554.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Inqalab Party,610.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Jan Jagriti Party,879.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Jan Kranti Dal (Democratic),11914.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Jan Morcha Party,945.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Kisan Parivartan Party,10272.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Liberal Party,1552.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Lokshakti Party,1537.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Lokvikas Party,723.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Majdoor Janta Party,2566.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Momin Front,10972.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Mulnivasi Aazad Party,396.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Nagrik Party,2434.0,0,0.0,Others / Regional,0.0
2024,Bharatiya National Janata Dal,9258.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Nyay-Adhikar Raksha Party,28192.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Praja Aikyata Party,26271.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Praja Surajya Paksha,2737.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Prajagala Kalyana Paksha,2816.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Rashtriya Morcha,3358.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Sampuran Krantikari Party,1880.0,0,0.0,Others / Regional,0.0
2024,Bharatiya Yuva Jan Ekta Party,27969.0,0,0.0,Others / Regional,0.0
2024,Bharatrashtra Democratic Party,310.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Asmita Party,1874.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Awam Party (Rastriya),6160.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Azad Sena,3018.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Dalit Party,11139.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Gandhiwadi Party,4822.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Garib Vikas Kalyan Party,1347.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Adhikar Party,1940.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Nayak Party,1838.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Parishad,4020.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Samman Party,5968.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Samrat Party,2640.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jan Vikas Aaghadi,391.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Janta Secular Party,1685.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Jantantra Morcha,3094.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Kranti Vir Party,8749.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Krishak Dal,5723.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Lok Chetna Party,5852.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Lok Nayak Party,12411.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Lokmat Rashtrwadi Party,15411.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Lokvani Party,1956.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Mahasangh Party,758.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Manavta Party,2426.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Navjawan Sena (Paksha),5183.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Panchsheel Party,4345.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Panchyat Party,494.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Party,1549.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Rashtriya Dal,12178.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Rashtriya Ekta Dal,4732.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Rashtriya Jansatta,941.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Sabka Dal,841.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Samajik Party,4507.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Sarthak Party,23640.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Sarvdharm Party,2012.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Shakti Chetna Party,115024.0,0,0.02,Others / Regional,0.0
2024,Bhartiya Uday Nirman Party,1483.0,0,0.0,Others / Regional,0.0
2024,Bhartiya Veer Dal,470.0,0,0.0,Others / Regional,0.0
2024,Bhartiyabahujankranti Dal,709.0,0,0.0,Others / Regional,0.0
2024,Bheem Tribal Congress,6603.0,0,0.0,Others / Regional,0.0
2024,Bhim Sena,25345.0,0,0.0,Others / Regional,0.0
2024,Bhrashtachar Mukti Morcha,766.0,0,0.0,Others / Regional,0.0
2024,Bhumiputra United Party,3018.0,0,0.0,Others / Regional,0.0
2024,Blue India Party,1803.0,0,0.0,Others / Regional,0.0
2024,Buland Bharat Party,955.0,0,0.0,Others / Regional,0.0
2024,CPI,3157184.0,2,0.49,UPA / I.N.D.I.A.,4.08
2024,CPI(M),11342553.0,4,1.76,UPA / I.N.D.I.A.,2.27
2024,CPI(ML)L,1736761.0,2,0.27,UPA / I.N.D.I.A.,7.41
2024,Challengers Party,1243.0,0,0.0,Others / Regional,0.0
2024,Chennai Youth Party,2195.0,0,0.0,Others / Regional,0.0
2024,Chhatrapati Shivaji Bhartiya Garib Party,790.0,0,0.0,Others / Regional,0.0
2024,Chhattisgarh Vikas Ganga Rashtriya Party,6227.0,0,0.0,Others / Regional,0.0
2024,Citizen Action Party - Sikk,83566.0,0,0.01,Others / Regional,0.0
2024,Corruption Abolition Party,501.0,0,0.0,Others / Regional,0.0
2024,Country Citizen Party,3712.0,0,0.0,Others / Regional,0.0
2024,DMK,11754710.0,22,1.82,UPA / I.N.D.I.A.,12.09
2024,Dalit Kranti Dal,547.0,0,0.0,Others / Regional,0.0
2024,Dalit Soshit Pichhara Varg Adhikar Dal,2342.0,0,0.0,Others / Regional,0.0
2024,Dalita Bahujana Party,10311.0,0,0.0,Others / Regional,0.0
2024,Delhi Janta Party,5235.0,0,0.0,Others / Regional,0.0
2024,Democratic Bharatiya Samaj Party,8472.0,0,0.0,Others / Regional,0.0
2024,Democratic Progressive Azad Party,40665.0,0,0.01,Others / Regional,0.0
2024,Democratic Socialist Party Of India,885.0,0,0.0,Others / Regional,0.0
2024,Desh Janhit Party,20498.0,0,0.0,Others / Regional,0.0
2024,Desh Prem Party,454.0,0,0.0,Others / Regional,0.0
2024,Desiya Makkal Sakthi Katchi,11211.0,0,0.0,Others / Regional,0.0
2024,Desiya Murpokku Dravida Kazhagam,1128616.0,0,0.17,Others / Regional,0.0
2024,Dhanwan Bharat Party,8389.0,0,0.0,Others / Regional,0.0
2024,Dharma Samaj Party,38730.0,0,0.01,Others / Regional,0.0
2024,Dharmarajya Paksha,5233.0,0,0.0,Others / Regional,0.0
2024,Dhesiya Makkal Kazhagam,8089.0,0,0.0,Others / Regional,0.0
2024,Dhoom Sena,434.0,0,0.0,Others / Regional,0.0
2024,Digvijaya Bharatha Party,850.0,0,0.0,Others / Regional,0.0
2024,Dr. Ambedkar People'S Party,8089.0,0,0.0,Others / Regional,0.0
2024,Dr. Bhimrao Ambedkar Dal,1078.0,0,0.0,Others / Regional,0.0
2024,Ekam Sanatan Bharat Dal,61024.0,0,0.01,Others / Regional,0.0
2024,Eklavya Samaj Party,8352.0,0,0.0,Others / Regional,0.0
2024,Gana Suraksha Party,180000.0,0,0.03,Others / Regional,0.0
2024,Ganasangam Party Of India,7776.0,0,0.0,Others / Regional,0.0
2024,Gareeb Aadmi Party,2425.0,0,0.0,Others / Regional,0.0
2024,Garib Democratic Party,2748.0,0,0.0,Others / Regional,0.0
2024,Garib Kalyan Party,3979.0,0,0.0,Others / Regional,0.0
2024,Global Republican Party,7734.0,0,0.0,Others / Regional,0.0
2024,Gondwana Dandkaranya Party,3857.0,0,0.0,Others / Regional,0.0
2024,Gondwana Ganatantra Party,312997.0,0,0.05,Others / Regional,0.0
2024,Gorkha Rashtriya Congress,1331.0,0,0.0,Others / Regional,0.0
2024,Gujarat Loktantra Party,2458.0,0,0.0,Others / Regional,0.0
2024,Gujarat Sarva Samaj Party,4211.0,0,0.0,Others / Regional,0.0
2024,Gunj Satya Ni Janata Party,7761.0,0,0.0,Others / Regional,0.0
2024,Guruchand Sena Dal,583.0,0,0.0,Others / Regional,0.0
2024,Hamar Raj Party,40746.0,0,0.01,Others / Regional,0.0
2024,Hamara Sahara Party,1614.0,0,0.0,Others / Regional,0.0
2024,Hamara Sahi Vikalp Party,476.0,0,0.0,Others / Regional,0.0
2024,Haryana Jansena Party,7646.0,0,0.0,Others / Regional,0.0
2024,Himachal Janta Party,1825.0,0,0.0,Others / Regional,0.0
2024,Hindrashtra Sangh,8970.0,0,0.0,Others / Regional,0.0
2024,Hindu Samaj Party,13824.0,0,0.0,Others / Regional,0.0
2024,Hindustan Janta Party,7914.0,0,0.0,Others / Regional,0.0
2024,Hindustan Janta Party Secular,1366.0,0,0.0,Others / Regional,0.0
2024,Hindustan People'S Party (Democratic),10992.0,0,0.0,Others / Regional,0.0
2024,Hindustan Samaj Party,4991.0,0,0.0,Others / Regional,0.0
2024,Hindustan Shakti Sena,5625.0,0,0.0,Others / Regional,0.0
2024,Hindustan Vikas Dal,15140.0,0,0.0,Others / Regional,0.0
2024,Hindustani Awam Morcha,494960.0,1,0.08,Others / Regional,12.5
2024,Hindvi Swarajyay Dal,1573.0,0,0.0,Others / Regional,0.0
2024,Humanity For Peace Party,1935.0,0,0.0,Others / Regional,0.0
2024,INC,136758952.0,99,21.19,UPA / I.N.D.I.A.,4.67
2024,IND,17850062.0,7,2.77,Others / Regional,2.53
2024,IUML,1716186.0,3,0.27,UPA / I.N.D.I.A.,11.11
2024,India Greens Party,2387.0,0,0.0,Others / Regional,0.0
2024,India Manus Party,982.0,0,0.0,Others / Regional,0.0
2024,India Praja Bandhu Party,16942.0,0,0.0,Others / Regional,0.0
2024,Indian Believers Party (Ibp),1239.0,0,0.0,Others / Regional,0.0
2024,Indian Labour Party (Ambedkar Phule),1729.0,0,0.0,Others / Regional,0.0
2024,Indian Movement Party,1117.0,0,0.0,Others / Regional,0.0
2024,Indian National League,9918.0,0,0.0,Others / Regional,0.0
2024,Indian National Lok Dal,226975.0,0,0.04,Others / Regional,0.0
2024,Indian National Socialistic Action Forces,5781.0,0,0.0,Others / Regional,0.0
2024,Indian National Yuva Jana Party,847.0,0,0.0,Others / Regional,0.0
2024,Indian Peoples Adhikar Party,4041.0,0,0.0,Others / Regional,0.0
2024,Indian Peoples Green Party,39778.0,0,0.01,Others / Regional,0.0
2024,Indian Praja Congress,141.0,0,0.0,Others / Regional,0.0
2024,Indian Secular Front,650229.0,0,0.1,Others / Regional,0.0
2024,Indian Unity Centre,1572.0,0,0.0,Others / Regional,0.0
2024,Insaniyat Party,3790.0,0,0.0,Others / Regional,0.0
2024,JD(S),2173701.0,2,0.34,Others / Regional,5.88
2024,JD(U),8039663.0,12,1.25,NDA,9.6
2024,JKNC,1147041.0,2,0.18,UPA / I.N.D.I.A.,11.11
2024,JKPDP,435980.0,0,0.07,Others / Regional,0.0
2024,JMM,2652955.0,3,0.41,UPA / I.N.D.I.A.,7.32
2024,Jaathia Chethi Vruthula Ikya Vedika Party,5568.0,0,0.0,Others / Regional,0.0
2024,Jagrook Janta Party,21566.0,0,0.0,Others / Regional,0.0
2024,Jai Bharat National Party,22466.0,0,0.0,Others / Regional,0.0
2024,Jai Hind Congress Party,2101.0,0,0.0,Others / Regional,0.0
2024,Jai Hind National Party,5451.0,0,0.0,Others / Regional,0.0
2024,Jai Hind Party,13014.0,0,0.0,Others / Regional,0.0
2024,Jai Hindustan Party,711.0,0,0.0,Others / Regional,0.0
2024,Jai Maha Bharath Party,18133.0,0,0.0,Others / Regional,0.0
2024,Jai Prakash Janata Dal,14477.0,0,0.0,Others / Regional,0.0
2024,Jai Samta Party,8933.0,0,0.0,Others / Regional,0.0
2024,Jai Sewalal Bahujan Vikas Party,3628.0,0,0.0,Others / Regional,0.0
2024,Jai Swaraj Party,7684.0,0,0.0,Others / Regional,0.0
2024,Jaibhim Rao Bharat Party,15165.0,0,0.0,Others / Regional,0.0
2024,Jamat-E-Seratul Mustakim,741.0,0,0.0,Others / Regional,0.0
2024,Jammu And Kashmir Apni Party,208149.0,0,0.03,Others / Regional,0.0
2024,Jammu And Kashmir National Panthers Party (Bhim),23268.0,0,0.0,Others / Regional,0.0
2024,Jammu And Kashmir Nationalist People'S Front,8453.0,0,0.0,Others / Regional,0.0
2024,Jammu And Kashmir People'S Conference,174890.0,0,0.03,Others / Regional,0.0
2024,Jan Janwadi Party,15240.0,0,0.0,Others / Regional,0.0
2024,Jan Raajya Party,3376.0,0,0.0,Others / Regional,0.0
2024,Jan Sangh Party,7060.0,0,0.0,Others / Regional,0.0
2024,Jan Sewa Driver Party,9135.0,0,0.0,Others / Regional,0.0
2024,Jan Sewak Kranti Party,1120.0,0,0.0,Others / Regional,0.0
2024,Jan Shakti Dal,2955.0,0,0.0,Others / Regional,0.0
2024,Jan Shakti Ekta Party,847.0,0,0.0,Others / Regional,0.0
2024,Jana Sahayaka Sakthi,1644.0,0,0.0,Others / Regional,0.0
2024,Jana Sena Party,1454138.0,2,0.23,Others / Regional,8.7
2024,Jana Shankhaaraavam Party,797.0,0,0.0,Others / Regional,0.0
2024,Janahitha Paksha,1130.0,0,0.0,Others / Regional,0.0
2024,Janata Congress,8900.0,0,0.0,Others / Regional,0.0
2024,Janhit Kisan Party,5030.0,0,0.0,Others / Regional,0.0
2024,Janhit Sankalp Party,8194.0,0,0.0,Others / Regional,0.0
2024,Janlok Vikas Party,1473.0,0,0.0,Others / Regional,0.0
2024,Jannayak Janta Party,113827.0,0,0.02,Others / Regional,0.0
2024,Janseva Gondwana Party,4617.0,0,0.0,Others / Regional,0.0
2024,Janshakti Janta Dal,1318.0,0,0.0,Others / Regional,0.0
2024,Janshakti Samta Party,4577.0,0,0.0,Others / Regional,0.0
2024,Janta Darbar Party,956.0,0,0.0,Others / Regional,0.0
2024,Janta Kranti Party,936.0,0,0.0,Others / Regional,0.0
2024,Janta Kranti Party (Rashtravadi),18401.0,0,0.0,Others / Regional,0.0
2024,Janta Raj Vikas Party,939.0,0,0.0,Others / Regional,0.0
2024,Janta Samajwadi Party (Vivek Raj),1574.0,0,0.0,Others / Regional,0.0
2024,Janta Samta Party,3264.0,0,0.0,Others / Regional,0.0
2024,Janta Shashan Party,1942.0,0,0.0,Others / Regional,0.0
2024,Jantantra Awaj Party,14218.0,0,0.0,Others / Regional,0.0
2024,Jatiya Jana Sena Party,22935.0,0,0.0,Others / Regional,0.0
2024,Jay Vidarbha Party,4951.0,0,0.0,Others / Regional,0.0
2024,Jebamani Janata,4356.0,0,0.0,Others / Regional,0.0
2024,Jharkhand Mukti Morcha (Ulgulan),2615.0,0,0.0,Others / Regional,0.0
2024,Jharkhand Party,19527.0,0,0.0,Others / Regional,0.0
2024,Jharkhand People'S Party,19494.0,0,0.0,Others / Regional,0.0
2024,Jindabad Kranti Party,1690.0,0,0.0,Others / Regional,0.0
2024,Justice Party,2946.0,0,0.0,Others / Regional,0.0
2024,Kalinga Sena,4284.0,0,0.0,Others / Regional,0.0
2024,Kamatapur People'S Party (Unite,11206.0,0,0.0,Others / Regional,0.0
2024,Kamera Samaj Party,1177.0,0,0.0,Others / Regional,0.0
2024,Kamgaar Kisan Party,1701.0,0,0.0,Others / Regional,0.0
2024,Kannada Chalavali Vatal Paksha,1867.0,0,0.0,Others / Regional,0.0
2024,Kannada Paksha,477.0,0,0.0,Others / Regional,0.0
2024,Karnataka Jantha Paksha,5491.0,0,0.0,Others / Regional,0.0
2024,Karnataka Karmikara Paksha,314.0,0,0.0,Others / Regional,0.0
2024,Karnataka Praja Party (Raithaparva),978.0,0,0.0,Others / Regional,0.0
2024,Karnataka Rashtra Samithi,51529.0,0,0.01,Others / Regional,0.0
2024,Karpoori Janta Dal,16512.0,0,0.0,Others / Regional,0.0
2024,Karunaadu Party,4481.0,0,0.0,Others / Regional,0.0
2024,Karunada Sevakara Party,4175.0,0,0.0,Others / Regional,0.0
2024,Kerala Congress,364631.0,1,0.06,Others / Regional,16.67
2024,Kerala Congress (Mani),277365.0,0,0.04,Others / Regional,0.0
2024,Kisan Kranti Dal,5153.0,0,0.0,Others / Regional,0.0
2024,Kisan Mazdoor Sangharsh Party,17336.0,0,0.0,Others / Regional,0.0
2024,Kisan Vishwa Party,603.0,0,0.0,Others / Regional,0.0
2024,Kosal Janata Dal,1735.0,0,0.0,Others / Regional,0.0
2024,Kranti Janshakti Party,575.0,0,0.0,Others / Regional,0.0
2024,Kranti Kari Jai Hind Sena,2976.0,0,0.0,Others / Regional,0.0
2024,Krupaa Party,5242.0,0,0.0,Others / Regional,0.0
2024,Kunbi Bahujan Sawrajya Party,817.0,0,0.0,Others / Regional,0.0
2024,Liberation Congress Party,8900.0,0,0.0,Others / Regional,0.0
2024,Log Party,20123.0,0,0.0,Others / Regional,0.0
2024,Lok Jan Sangharsh Party,3954.0,0,0.0,Others / Regional,0.0
2024,Lok Janshakti Party (Ram Vilas),2810250.0,5,0.44,Others / Regional,11.36
2024,Lok Samaj Party,1294.0,0,0.0,Others / Regional,0.0
2024,Lok Sena Party,2350.0,0,0.0,Others / Regional,0.0
2024,Lok Sewa Dal,3519.0,0,0.0,Others / Regional,0.0
2024,Lok Swarajya Party,2992.0,0,0.0,Others / Regional,0.0
2024,Lokhit Adhikar Party,62136.0,0,0.01,Others / Regional,0.0
2024,Lokpriya Rashtrawadi Party,782.0,0,0.0,Others / Regional,0.0
2024,Lokrajya Janata Party,1061.0,0,0.0,Others / Regional,0.0
2024,Lokshahi Ekta Party,1585.0,0,0.0,Others / Regional,0.0
2024,Loktantra Congress Party,5100.0,0,0.0,Others / Regional,0.0
2024,Loktantrik Janshakti Party,2191.0,0,0.0,Others / Regional,0.0
2024,Loktantrik Janta Dal,316.0,0,0.0,Others / Regional,0.0
2024,Loktantrik Lok Rajyam Party,4169.0,0,0.0,Others / Regional,0.0
2024,Loktantrik Samajik Nyay Party,6542.0,0,0.0,Others / Regional,0.0
2024,Loktantrik Samajwadi Party,7554.0,0,0.0,Others / Regional,0.0
2024,MDMK,542213.0,1,0.08,UPA / I.N.D.I.A.,12.5
2024,Maa Telangana Party,423.0,0,0.0,Others / Regional,0.0
2024,Madhya Pradesh Jan Vikas Party,1932.0,0,0.0,Others / Regional,0.0
2024,Mahanwadi Party,12364.0,0,0.0,Others / Regional,0.0
2024,Maharashtra Vikas Aghadi,20721.0,0,0.0,Others / Regional,0.0
2024,Mahathma Makkal Munnetra Kazhakam,2981.0,0,0.0,Others / Regional,0.0
2024,Majdoor Kisan Union Party,2105.0,0,0.0,Others / Regional,0.0
2024,Majloom Samaj Party,3237.0,0,0.0,Others / Regional,0.0
2024,Makkal Nala Kazhagam,736.0,0,0.0,Others / Regional,0.0
2024,Makkal Nalvaazhvuk Katchi,1792.0,0,0.0,Others / Regional,0.0
2024,Malwa Congress,13925.0,0,0.0,Others / Regional,0.0
2024,Mana Telangana Rashtra Samaikya Party,3634.0,0,0.0,Others / Regional,0.0
2024,Manas Lokshakti Dal,20450.0,0,0.0,Others / Regional,0.0
2024,Manav Kranti Party,1076.0,0,0.0,Others / Regional,0.0
2024,Manav Samadhan Party,622.0,0,0.0,Others / Regional,0.0
2024,Manavtawadi Samaj Party,7136.0,0,0.0,Others / Regional,0.0
2024,Mang Samaj Party,1905.0,0,0.0,Others / Regional,0.0
2024,Manviya Bharat Party,2082.0,0,0.0,Others / Regional,0.0
2024,Marxist Communist Party Of India (United),3505.0,0,0.0,Others / Regional,0.0
2024,Marxist Leninist Party Of India (Red Flag),7085.0,0,0.0,Others / Regional,0.0
2024,Megh Desham Party,1194.0,0,0.0,Others / Regional,0.0
2024,Mera Adhikaar Rashtriya Dal,8514.0,0,0.0,Others / Regional,0.0
2024,Mera Bharat Mahan Party,604.0,0,0.0,Others / Regional,0.0
2024,Minorities Democratic Party,8978.0,0,0.0,Others / Regional,0.0
2024,Mission All India Independent Justice Party,960.0,0,0.0,Others / Regional,0.0
2024,Mission Naya Digant Party,772.0,0,0.0,Others / Regional,0.0
2024,Mithilanchal Mukti Morcha,18025.0,0,0.0,Others / Regional,0.0
2024,Mizo National Front,140264.0,0,0.02,Others / Regional,0.0
2024,Mizoram People'S Conference,3793.0,0,0.0,Others / Regional,0.0
2024,Moolniwasi Samaj Party,61033.0,0,0.01,Others / Regional,0.0
2024,Most Backward Classes Of India,2090.0,0,0.0,Others / Regional,0.0
2024,Moulik Adhikar Party,25490.0,0,0.0,Others / Regional,0.0
2024,Mulnibasi Party Of India,14168.0,0,0.0,Others / Regional,0.0
2024,NCP,2059179.0,1,0.32,NDA,3.12
2024,NCP-SP,5921162.0,8,0.92,UPA / I.N.D.I.A.,8.7
2024,Naadaalum Makkal Katchi,12895.0,0,0.0,Others / Regional,0.0
2024,Naam Indiar Party,7430.0,0,0.0,Others / Regional,0.0
2024,Naam Tamilar Katchi,3600088.0,0,0.56,Others / Regional,0.0
2024,Naari Nar Rakshak Party,3501.0,0,0.0,Others / Regional,0.0
2024,Naba Bharata Nirmana Seva Party,18570.0,0,0.0,Others / Regional,0.0
2024,Naga People'S Front,299536.0,0,0.05,Others / Regional,0.0
2024,Naki Bharatiya Ekta Party,12299.0,0,0.0,Others / Regional,0.0
2024,National Apni Party,16694.0,0,0.0,Others / Regional,0.0
2024,National Awami United Party,5319.0,0,0.0,Others / Regional,0.0
2024,National Black Panther Party,1994.0,0,0.0,Others / Regional,0.0
2024,National Future Party,1197.0,0,0.0,Others / Regional,0.0
2024,National Jan Dal,11116.0,0,0.0,Others / Regional,0.0
2024,National Janmandal Party,1193.0,0,0.0,Others / Regional,0.0
2024,National Loktantrik Party,11286.0,0,0.0,Others / Regional,0.0
2024,National Maha Sabha Party,4184.0,0,0.0,Others / Regional,0.0
2024,National Nava Kranthi Party,10284.0,0,0.0,Others / Regional,0.0
2024,National Party,1767.0,0,0.0,Others / Regional,0.0
2024,National People'S Party,417930.0,0,0.06,Others / Regional,0.0
2024,National Republic Party Of India,657.0,0,0.0,Others / Regional,0.0
2024,National World Leader Party,5063.0,0,0.0,Others / Regional,0.0
2024,National Youth Party,2343.0,0,0.0,Others / Regional,0.0
2024,Nationalist Democratic Progressive Party,350967.0,0,0.05,Others / Regional,0.0
2024,Nationalist Justice Party,8357.0,0,0.0,Others / Regional,0.0
2024,Navabharath Sena,2898.0,0,0.0,Others / Regional,0.0
2024,Navarang Congress Party,67432.0,0,0.01,Others / Regional,0.0
2024,Navataram Party,16864.0,0,0.0,Others / Regional,0.0
2024,Navodayam Party,414.0,0,0.0,Others / Regional,0.0
2024,Navsarjan Bharat Party,545.0,0,0.0,Others / Regional,0.0
2024,Navyug Pragatisheel Morcha,2779.0,0,0.0,Others / Regional,0.0
2024,Neethi Nijayithi Party,430.0,0,0.0,Others / Regional,0.0
2024,Netaji Subhash Chander Bose Rashtriya Azad Party,1019.0,0,0.0,Others / Regional,0.0
2024,New Generation People'S Par,1133.0,0,0.0,Others / Regional,0.0
2024,New India Party,2269.0,0,0.0,Others / Regional,0.0
2024,New India United Party,8542.0,0,0.0,Others / Regional,0.0
