Year,State_UT,Party_Alliance,Votes_Received,Vote_Share_Percentage,Seats_Won,Coalition_Block,State_Total_Seats,State_Seat_Share,State_Volatility_Rate
2014,Tamil Nadu,BJP,0.0,5.5,1,NDA,39,2.56,67.31
2014,Tamil Nadu,Pattali Makkal Katchi,0.0,4.4,1,Others / Regional,39,2.56,67.31
2014,Telangana,TRS,0.0,33.9,11,Others / Regional,17,64.71,58.82
2014,Telangana,INC,0.0,20.5,2,UPA / I.N.D.I.A.,17,11.76,58.82
2014,Telangana,BJP,0.0,8.5,1,NDA,17,5.88,58.82
2014,Telangana,TDP,0.0,3.1,1,NDA,17,5.88,58.82
2014,Telangana,YSRCP,0.0,2.9,1,Others / Regional,17,5.88,58.82
2014,Telangana,AIMIM,0.0,1.4,1,Others / Regional,17,5.88,58.82
2014,Tripura,CPI(M),0.0,64.0,2,UPA / I.N.D.I.A.,2,100.0,25.0
2014,Tripura,INC,0.0,15.2,0,UPA / I.N.D.I.A.,2,0.0,25.0
2014,Tripura,BJP,0.0,5.7,0,NDA,2,0.0,25.0
2014,Uttar Pradesh,NDA,34318854.0,42.63,71,Others / Regional,80,88.75,59.69
2014,Uttar Pradesh,AD(S),812315.0,1.0,2,NDA,80,2.5,59.69
2014,Uttar Pradesh,SP,17988967.0,22.35,5,UPA / I.N.D.I.A.,80,6.25,59.69
2014,Uttar Pradesh,BSP,15914194.0,19.77,0,Others / Regional,80,0.0,59.69
2014,Uttar Pradesh,UPA,6061267.0,7.53,2,Others / Regional,80,2.5,59.69
2014,Uttar Pradesh,RLD,689409.0,86.0,0,NDA,80,0.0,59.69
2014,Uttarakhand,BJP,0.0,55.3,5,NDA,5,100.0,45.0
2014,Uttarakhand,INC,0.0,34.0,0,UPA / I.N.D.I.A.,5,0.0,45.0
2014,West Bengal,TMC,0.0,39.8,34,UPA / I.N.D.I.A.,42,80.95,42.26
2014,West Bengal,CPI(M),0.0,23.0,2,UPA / I.N.D.I.A.,42,4.76,42.26
2014,West Bengal,BJP,0.0,18.0,2,NDA,42,4.76,42.26
2014,West Bengal,INC,0.0,9.7,4,UPA / I.N.D.I.A.,42,9.52,42.26
2019,Andaman and Nicobar Islands,INC,0.0,45.98,1,UPA / I.N.D.I.A.,1,100.0,75.0
2019,Andaman and Nicobar Islands,BJP,0.0,45.3,0,NDA,1,0.0,75.0
2019,Chandigarh,BJP,0.0,50.63999999999999,1,NDA,1,100.0,50.0
2019,Chandigarh,INC,0.0,40.35,0,UPA / I.N.D.I.A.,1,0.0,50.0
2019,Chandigarh,AAP,0.0,3.02,0,UPA / I.N.D.I.A.,1,0.0,50.0
2019,Dadra and Nagar Haveli,BJP,0.0,40.92,0,NDA,1,0.0,66.67
2019,Dadra and Nagar Haveli,IND,0.0,45.440000000000005,1,Others / Regional,1,100.0,66.67
2019,Daman and Diu,BJP,0.0,42.98,1,NDA,1,100.0,33.33
2019,Daman and Diu,INC,0.0,31.62,0,UPA / I.N.D.I.A.,1,0.0,33.33
2019,Delhi,BJP,0.0,56.56,7,NDA,7,100.0,28.57
2019,Delhi,INC,0.0,22.51,0,UPA / I.N.D.I.A.,7,0.0,28.57
2019,Delhi,AAP,0.0,18.11,0,UPA / I.N.D.I.A.,7,0.0,28.57
2019,Lakshadweep,NCP,0.0,48.61,1,NDA,1,100.0,75.0
2019,Lakshadweep,INC,0.0,46.86,0,UPA / I.N.D.I.A.,1,0.0,75.0
2019,Puducherry,INC,0.0,56.27,1,UPA / I.N.D.I.A.,1,100.0,75.0
2019,Puducherry,All India N.R. Congress,0.0,31.36,0,Others / Regional,1,0.0,75.0
2019,Andhra Pradesh,YSRCP,15537006.0,49.89,22,Others / Regional,25,88.0,67.16
2019,Andhra Pradesh,TDP,12515345.0,40.19,3,NDA,25,12.0,67.16
2019,Andhra Pradesh,Jana Sena Party,1829346.0,5.87,0,Others / Regional,25,0.0,67.16
2019,Andhra Pradesh,INC,406977.0,1.31,0,UPA / I.N.D.I.A.,25,0.0,67.16
2019,Andhra Pradesh,BJP,303985.0,98.0,0,NDA,25,0.0,67.16
2019,Arunachal Pradesh,BJP,0.0,58.220000000000006,2,NDA,2,100.0,50.0
2019,Arunachal Pradesh,INC,0.0,20.69,0,UPA / I.N.D.I.A.,2,0.0,50.0
2019,Assam,NDA,6484596.0,36.41,9,Others / Regional,14,64.29,53.57
2019,Assam,AGP,1480697.0,8.309999999999999,0,NDA,14,0.0,53.57
2019,Assam,BPF,446774.0,2.5,0,Others / Regional,14,0.0,53.57
2019,Assam,UPA,6373659.0,35.79,3,Others / Regional,14,21.43,53.57
2019,Assam,AIUDF,1402088.0,7.870000000000001,1,Others / Regional,14,7.14,53.57
2019,Assam,IND,484560.0,4.3,1,Others / Regional,14,7.14,53.57
2019,Bihar,BJP,0.0,21.58,17,NDA,40,42.5,61.88
2019,Bihar,JD(U),0.0,19.81,16,NDA,40,40.0,61.88
2019,Bihar,LJP,0.0,7.86,6,NDA,40,15.0,61.88
2019,Bihar,INC,0.0,7.7,1,UPA / I.N.D.I.A.,40,2.5,61.88
2019,Bihar,RJD,0.0,16.36,0,UPA / I.N.D.I.A.,40,0.0,61.88
2019,Bihar,Rashtriya Lok Samta Party,0.0,0.0,0,Others / Regional,40,0.0,61.88
2019,Bihar,NCP,0.0,10.1,0,NDA,40,0.0,61.88
2019,Chhattisgarh,BJP,6902477.0,51.44,9,NDA,11,81.82,18.18
2019,Chhattisgarh,INC,5569283.0,41.510000000000005,2,UPA / I.N.D.I.A.,11,18.18,18.18
2019,Chhattisgarh,BSP,313261.0,2.33,0,Others / Regional,11,0.0,18.18
2019,Goa,BJP,0.0,51.18000000000001,1,NDA,2,50.0,25.0
2019,Goa,INC,0.0,42.92,1,UPA / I.N.D.I.A.,2,50.0,25.0
2019,Gujarat,BJP,0.0,62.21,26,NDA,26,100.0,24.04
2019,Gujarat,INC,0.0,32.11,0,UPA / I.N.D.I.A.,26,0.0,24.04
2019,Haryana,BJP,7357347.0,58.21,10,NDA,10,100.0,45.0
2019,Haryana,INC,3604106.0,28.51,0,UPA / I.N.D.I.A.,10,0.0,45.0
2019,Haryana,Jannayak Janata Party,619970.0,4.9,0,Others / Regional,10,0.0,45.0
2019,Haryana,BSP,461273.0,3.65,0,Others / Regional,10,0.0,45.0
2019,Haryana,Indian National Lok Dal,240258.0,1.9,0,Others / Regional,10,0.0,45.0
2019,Himachal Pradesh,BJP,0.0,69.11,4,NDA,4,100.0,18.75
2019,Himachal Pradesh,INC,0.0,27.3,0,UPA / I.N.D.I.A.,4,0.0,18.75
2019,Jammu and Kashmir,BJP,0.0,46.39,3,NDA,6,50.0,47.83
2019,Jammu and Kashmir,INC,0.0,28.47,0,UPA / I.N.D.I.A.,6,0.0,47.83
2019,Jammu and Kashmir,Jammu & Kashmir People'S Democratic Party,0.0,2.37,0,Others / Regional,6,0.0,47.83
2019,Jammu and Kashmir,JKNC,0.0,7.89,3,UPA / I.N.D.I.A.,6,50.0,47.83
2019,Jharkhand,BJP,0.0,50.96000000000001,11,NDA,14,78.57,44.64
2019,Jharkhand,AJSU,0.0,4.33,1,NDA,14,7.14,44.64
2019,Jharkhand,INC,0.0,15.63,1,UPA / I.N.D.I.A.,14,7.14,44.64
2019,Jharkhand,JMM,0.0,11.51,1,UPA / I.N.D.I.A.,14,7.14,44.64
2019,Karnataka,BJP,0.0,51.38,25,NDA,28,89.29,40.18
2019,Karnataka,IND,0.0,0.0,1,Others / Regional,28,3.57,40.18
2019,Karnataka,INC,0.0,31.879999999999995,1,UPA / I.N.D.I.A.,28,3.57,40.18
2019,Karnataka,JD(S),0.0,9.67,1,Others / Regional,28,3.57,40.18
2019,Kerala,UDF,7596610.0,37.46,15,Others / Regional,20,75.0,42.5
2019,Kerala,IUML,1111697.0,5.48,2,UPA / I.N.D.I.A.,20,10.0,42.5
2019,Kerala,RSP,499677.0,2.46,1,UPA / I.N.D.I.A.,20,5.0,42.5
2019,Kerala,KEC(M),421046.0,2.08,1,UPA / I.N.D.I.A.,20,5.0,42.5
2019,Kerala,LDF,5266510.0,25.97,1,Others / Regional,20,5.0,42.5
2019,Kerala,CPI,1233886.0,6.08,0,UPA / I.N.D.I.A.,20,0.0,42.5
2019,Kerala,Ldf Ind.,655991.0,4.24,0,Others / Regional,20,0.0,42.5
2019,Kerala,NDA,2635810.0,13.0,0,Others / Regional,20,0.0,42.5
2019,Kerala,BDJS,380847.0,1.88,0,Others / Regional,20,0.0,42.5
2019,Kerala,KC (T),155135.0,0.76,0,Others / Regional,20,0.0,42.5
2019,Madhya Pradesh,BJP,0.0,57.99999999999999,28,NDA,29,96.55,20.69
2019,Madhya Pradesh,INC,0.0,34.5,1,UPA / I.N.D.I.A.,29,3.45,20.69
2019,Maharashtra,BJP,14912139.0,27.84,23,NDA,48,47.92,54.69
2019,Maharashtra,SS,12589064.0,23.5,18,NDA,48,37.5,54.69
2019,Maharashtra,NCP,8387363.0,15.659999999999998,4,NDA,48,8.33,54.69
2019,Maharashtra,INC,8792237.0,16.41,1,UPA / I.N.D.I.A.,48,2.08,54.69
2019,Maharashtra,AIMIM,389042.0,0.73,1,Others / Regional,48,2.08,54.69
2019,Maharashtra,Vanchit Bahujan Aaghadi,3743560.0,6.92,0,Others / Regional,48,0.0,54.69
2019,Maharashtra,IND,1992817.0,3.72,1,Others / Regional,48,2.08,54.69
2019,Maharashtra,None of the Above,488766.0,0.91,0,Others / Regional,48,0.0,54.69
2019,Manipur,BJP,0.0,34.22,1,NDA,2,50.0,62.5
2019,Manipur,Naga People'S Front,0.0,22.48,1,Others / Regional,2,50.0,62.5
2019,Manipur,INC,0.0,24.63,0,UPA / I.N.D.I.A.,2,0.0,62.5
2019,Meghalaya,BJP,0.0,7.93,0,NDA,2,0.0,50.0
2019,Meghalaya,INC,0.0,48.28,1,UPA / I.N.D.I.A.,2,50.0,50.0
2019,Meghalaya,National People'S Party,0.0,22.27,1,Others / Regional,2,50.0,50.0
2019,Mizoram,Mizo National Front,0.0,44.89,1,Others / Regional,1,100.0,75.0
2019,Mizoram,INC,0.0,43.26,0,UPA / I.N.D.I.A.,1,0.0,75.0
2019,Nagaland,Nationalist Democratic Progressive Party,0.0,49.73,1,Others / Regional,1,100.0,50.0
2019,Nagaland,INC,0.0,48.11,0,UPA / I.N.D.I.A.,1,0.0,50.0
2019,Odisha,BJD,0.0,42.76,12,Others / Regional,21,57.14,44.05
2019,Odisha,BJP,0.0,38.37,8,NDA,21,38.1,44.05
2019,Odisha,INC,0.0,13.81,1,UPA / I.N.D.I.A.,21,4.76,44.05
2019,Punjab,INC,0.0,40.12,8,UPA / I.N.D.I.A.,13,61.54,48.08
2019,Punjab,SAD,0.0,27.450000000000003,2,NDA,13,15.38,48.08
2019,Punjab,BJP,0.0,9.63,2,NDA,13,15.38,48.08
2019,Punjab,AAP,0.0,7.380000000000001,1,UPA / I.N.D.I.A.,13,7.69,48.08
2019,Rajasthan,BJP,0.0,58.47,24,NDA,25,96.0,50.0
2019,Rajasthan,RLP,0.0,2.03,1,UPA / I.N.D.I.A.,25,4.0,50.0
2019,Rajasthan,INC,0.0,34.239999999999995,0,UPA / I.N.D.I.A.,25,0.0,50.0
2019,Sikkim,SKM,0.0,47.46,1,NDA,1,100.0,25.0
2019,Sikkim,SDF,0.0,43.92,0,Others / Regional,1,0.0,25.0
2019,Tamil Nadu,DMK,0.0,32.76,24,UPA / I.N.D.I.A.,39,61.54,67.31
2019,Tamil Nadu,INC,0.0,12.76,8,UPA / I.N.D.I.A.,39,20.51,67.31
2019,Tamil Nadu,CPI,0.0,2.43,2,UPA / I.N.D.I.A.,39,5.13,67.31
2019,Tamil Nadu,CPI(M),0.0,2.4,2,UPA / I.N.D.I.A.,39,5.13,67.31
2019,Tamil Nadu,AIADMK,0.0,18.48,1,Others / Regional,39,2.56,67.31
2019,Tamil Nadu,IUML,0.0,1.11,1,UPA / I.N.D.I.A.,39,2.56,67.31
2019,Tamil Nadu,VCK,0.0,0.0,1,UPA / I.N.D.I.A.,39,2.56,67.31
2019,Tamil Nadu,BJP,0.0,3.66,0,NDA,39,0.0,67.31
2019,Tamil Nadu,Pattali Makkal Katchi,0.0,5.42,0,Others / Regional,39,0.0,67.31
2019,Telangana,BRS,7696848.0,41.71,9,Others / Regional,17,52.94,58.82
2019,Telangana,INC,5496686.0,29.79,3,UPA / I.N.D.I.A.,17,17.65,58.82
2019,Telangana,BJP,3626173.0,19.65,4,NDA,17,23.53,58.82
2019,Telangana,AIMIM,517471.0,2.8,1,Others / Regional,17,5.88,58.82
2019,Tripura,BJP,0.0,49.03,2,NDA,2,100.0,25.0
2019,Tripura,INC,0.0,25.34,0,UPA / I.N.D.I.A.,2,0.0,25.0
2019,Tripura,CPI(M),0.0,17.31,0,UPA / I.N.D.I.A.,2,0.0,25.0
2019,Uttar Pradesh,NDA,42858171.0,49.98,62,Others / Regional,80,77.5,59.69
2019,Uttar Pradesh,AD(S),1039478.0,1.21,2,NDA,80,2.5,59.69
2019,Uttar Pradesh,Mahagathbandhan,16659754.0,19.43,10,Others / Regional,80,12.5,59.69
2019,Uttar Pradesh,SP,15533620.0,18.11,5,UPA / I.N.D.I.A.,80,6.25,59.69
2019,Uttar Pradesh,RLD,1447363.0,1.69,0,NDA,80,0.0,59.69
2019,Uttar Pradesh,UPA,5457352.0,6.36,1,Others / Regional,80,1.25,59.69
2019,Uttarakhand,BJP,0.0,61.01,5,NDA,5,100.0,45.0
2019,Uttarakhand,INC,0.0,31.4,0,UPA / I.N.D.I.A.,5,0.0,45.0
2019,West Bengal,AITC,24756985.0,43.7,22,Others / Regional,42,52.38,42.26
2019,West Bengal,BJP,23028343.0,40.6,18,NDA,42,42.86,42.26
2019,West Bengal,LF,0.0,0.0,0,Others / Regional,42,0.0,42.26
2019,West Bengal,CPI(M),3594283.0,6.3,0,UPA / I.N.D.I.A.,42,0.0,42.26
2019,West Bengal,AIFB,239218.0,0.4,0,Left Front,42,0.0,42.26
2019,West Bengal,RSP,208275.0,0.4,0,UPA / I.N.D.I.A.,42,0.0,42.26
2019,West Bengal,CPI,227695.0,0.4,0,UPA / I.N.D.I.A.,42,0.0,42.26
2019,West Bengal,INC,3210485.0,5.7,2,UPA / I.N.D.I.A.,42,4.76,42.26
2024,Andaman and Nicobar Islands,BJP,0.0,50.59,1,NDA,1,100.0,75.0
2024,Andaman and Nicobar Islands,INC,0.0,38.53,0,UPA / I.N.D.I.A.,1,0.0,75.0
2024,Andhra Pradesh,TDP,0.0,37.79,16,NDA,25,64.0,67.16
2024,Andhra Pradesh,YSRCP,0.0,39.61,4,Others / Regional,25,16.0,67.16
2024,Andhra Pradesh,BJP,0.0,11.28,3,NDA,25,12.0,67.16
2024,Andhra Pradesh,Jana Sena Party,0.0,4.3,2,Others / Regional,25,8.0,67.16
2024,Andhra Pradesh,INC,0.0,2.66,0,UPA / I.N.D.I.A.,25,0.0,67.16
2024,Arunachal Pradesh,BJP,0.0,48.87,2,NDA,2,100.0,50.0
2024,Arunachal Pradesh,INC,0.0,30.37,0,UPA / I.N.D.I.A.,2,0.0,50.0
2024,Assam,BJP,0.0,37.43,9,NDA,14,64.29,53.57
2024,Assam,INC,0.0,37.48,3,UPA / I.N.D.I.A.,14,21.43,53.57
2024,Assam,AGP,0.0,6.46,1,NDA,14,7.14,53.57
2024,Assam,United People'S Party Liberal,0.0,2.43,1,Others / Regional,14,7.14,53.57
2024,Assam,AIUDF,0.0,3.13,0,Others / Regional,14,0.0,53.57
2024,Bihar,BJP,0.0,20.52,12,NDA,40,30.0,61.88
2024,Bihar,JD(U),0.0,18.52,12,NDA,40,30.0,61.88
2024,Bihar,LJP,0.0,6.47,5,NDA,40,12.5,61.88
2024,Bihar,RJD,0.0,22.14,4,UPA / I.N.D.I.A.,40,10.0,61.88
2024,Bihar,INC,0.0,9.2,3,UPA / I.N.D.I.A.,40,7.5,61.88
2024,Bihar,CPI(ML)L,0.0,2.99,2,UPA / I.N.D.I.A.,40,5.0,61.88
2024,Bihar,Hindustani Awam Morcha,0.0,0.0,1,Others / Regional,40,2.5,61.88
2024,Bihar,IND,0.0,0.0,1,Others / Regional,40,2.5,61.88
2024,Chandigarh,INC,0.0,48.23,1,UPA / I.N.D.I.A.,1,100.0,50.0
2024,Chandigarh,BJP,0.0,47.66,0,NDA,1,0.0,50.0
2024,Chhattisgarh,BJP,0.0,52.65,10,NDA,12,83.33,18.18
2024,Chhattisgarh,INC,0.0,41.06,1,UPA / I.N.D.I.A.,12,8.33,18.18
2024,Chhattisgarh,Dadra & Nagar Haveli And Daman And Diu(2),0.0,0.0,0,Others / Regional,12,0.0,18.18
2024,Chhattisgarh,IND,0.0,0.0,1,Others / Regional,12,8.33,18.18
2024,Delhi,BJP,0.0,54.35,7,NDA,7,100.0,28.57
2024,Delhi,AAP,0.0,24.17,0,UPA / I.N.D.I.A.,7,0.0,28.57
2024,Delhi,INC,0.0,18.91,0,UPA / I.N.D.I.A.,7,0.0,28.57
2024,Goa,BJP,0.0,50.79,1,NDA,2,50.0,25.0
2024,Goa,INC,0.0,39.71,1,UPA / I.N.D.I.A.,2,50.0,25.0
2024,Gujarat,BJP,0.0,61.86,25,NDA,26,96.15,24.04
2024,Gujarat,INC,0.0,31.24,1,UPA / I.N.D.I.A.,26,3.85,24.04
2024,Gujarat,AAP,0.0,2.69,0,UPA / I.N.D.I.A.,26,0.0,24.04
2024,Haryana,BJP,0.0,46.11,5,NDA,10,50.0,45.0
2024,Haryana,INC,0.0,47.61,5,UPA / I.N.D.I.A.,10,50.0,45.0
2024,Haryana,AAP,0.0,3.94,0,UPA / I.N.D.I.A.,10,0.0,45.0
2024,Himachal Pradesh,BJP,0.0,56.44,4,NDA,4,100.0,18.75
2024,Himachal Pradesh,INC,0.0,41.67,0,UPA / I.N.D.I.A.,4,0.0,18.75
2024,Jammu and Kashmir,BJP,0.0,24.36,2,NDA,5,40.0,47.83
2024,Jammu and Kashmir,JKNC,0.0,22.3,2,UPA / I.N.D.I.A.,5,40.0,47.83
2024,Jammu and Kashmir,IND,0.0,0.0,1,Others / Regional,5,20.0,47.83
2024,Jammu and Kashmir,INC,0.0,19.38,0,UPA / I.N.D.I.A.,5,0.0,47.83
2024,Jammu and Kashmir,Jammu & Kashmir People'S Democratic Party,0.0,8.48,0,Others / Regional,5,0.0,47.83
2024,Jharkhand,BJP,0.0,44.6,8,NDA,14,57.14,44.64
2024,Jharkhand,JMM,0.0,14.6,3,UPA / I.N.D.I.A.,14,21.43,44.64
2024,Jharkhand,INC,0.0,19.19,2,UPA / I.N.D.I.A.,14,14.29,44.64
2024,Jharkhand,AJSU,0.0,2.62,1,NDA,14,7.14,44.64
2024,Karnataka,BJP,0.0,46.06,17,NDA,28,60.71,40.18
2024,Karnataka,INC,0.0,45.43,9,UPA / I.N.D.I.A.,28,32.14,40.18
2024,Karnataka,Janata Dal,0.0,5.6,2,Others / Regional,28,7.14,40.18
2024,Kerala,INC,0.0,35.06,14,UPA / I.N.D.I.A.,20,70.0,42.5
2024,Kerala,IUML,0.0,6.07,2,UPA / I.N.D.I.A.,20,10.0,42.5
2024,Kerala,CPI(M),0.0,25.82,1,UPA / I.N.D.I.A.,20,5.0,42.5
2024,Kerala,BJP,0.0,16.68,1,NDA,20,5.0,42.5
2024,Kerala,Kerala Congress,0.0,1.84,1,Others / Regional,20,5.0,42.5
2024,Kerala,RSP,0.0,2.24,1,UPA / I.N.D.I.A.,20,5.0,42.5
2024,Kerala,CPI,0.0,6.14,0,UPA / I.N.D.I.A.,20,0.0,42.5
2024,Kerala,Kerala Congress (M),0.0,1.38,0,Others / Regional,20,0.0,42.5
2024,Kerala,Bharath Dharma Jana Sena,0.0,2.56,0,Others / Regional,20,0.0,42.5
2024,Ladakh,IND,0.0,48.15,1,Others / Regional,1,100.0,0.0
2024,Ladakh,INC,0.0,27.59,0,UPA / I.N.D.I.A.,1,0.0,0.0
2024,Ladakh,BJP,0.0,23.58,0,NDA,1,0.0,0.0
2024,Lakshadweep,INC,0.0,52.24,1,UPA / I.N.D.I.A.,1,100.0,75.0
2024,Lakshadweep,Nationalist Congress Party (Sharadchandra Pawar),0.0,46.96,0,Others / Regional,1,0.0,75.0
2024,Lakshadweep,NCP,0.0,0.41,0,NDA,1,0.0,75.0
2024,Madhya Pradesh,BJP,0.0,59.27,29,NDA,29,100.0,20.69
2024,Madhya Pradesh,INC,0.0,32.44,0,UPA / I.N.D.I.A.,29,0.0,20.69
2024,Maharashtra,INC,0.0,16.92,13,UPA / I.N.D.I.A.,48,27.08,54.69
2024,Maharashtra,BJP,0.0,26.18,9,NDA,48,18.75,54.69
2024,Maharashtra,SS(UBT),0.0,16.72,9,UPA / I.N.D.I.A.,48,18.75,54.69
2024,Maharashtra,Nationalist Congress Party (Sharadchandra Pawar),0.0,10.27,8,Others / Regional,48,16.67,54.69
2024,Maharashtra,SS,0.0,12.95,7,NDA,48,14.58,54.69
2024,Maharashtra,NCP,0.0,3.6,1,NDA,48,2.08,54.69
2024,Maharashtra,IND,0.0,0.0,1,Others / Regional,48,2.08,54.69
2024,Maharashtra,AIMIM,0.0,0.61,0,Others / Regional,48,0.0,54.69
2024,Manipur,INC,0.0,47.59,2,UPA / I.N.D.I.A.,2,100.0,62.5
2024,Manipur,Naga People'S Front,0.0,18.87,0,Others / Regional,2,0.0,62.5
2024,Manipur,BJP,0.0,16.58,0,NDA,2,0.0,62.5
2024,Manipur,Republican Party Of India,0.0,8.58,0,Others / Regional,2,0.0,62.5
2024,Meghalaya,INC,0.0,34.05,1,UPA / I.N.D.I.A.,2,50.0,50.0
2024,Meghalaya,Voice Of The People Party,0.0,33.4,1,Others / Regional,2,50.0,50.0
2024,Meghalaya,National People'S Party,0.0,24.22,0,Others / Regional,2,0.0,50.0
2024,Mizoram,Zoram People'S Movement,0.0,42.39,1,Others / Regional,1,100.0,75.0
2024,Mizoram,Mizo National Front,0.0,28.66,0,Others / Regional,1,0.0,75.0
2024,Mizoram,INC,0.0,20.08,0,UPA / I.N.D.I.A.,1,0.0,75.0
2024,Nagaland,INC,0.0,52.76,1,UPA / I.N.D.I.A.,1,100.0,50.0
2024,Nagaland,Nationalist Democratic Progressive Party,0.0,46.24,0,Others / Regional,1,0.0,50.0
2024,Odisha,BJP,0.0,45.34,20,NDA,21,95.24,44.05
2024,Odisha,INC,0.0,12.52,1,UPA / I.N.D.I.A.,21,4.76,44.05
2024,Odisha,BJD,0.0,37.53,0,Others / Regional,21,0.0,44.05
2024,Puducherry,INC,0.0,52.74,1,UPA / I.N.D.I.A.,1,100.0,75.0
2024,Puducherry,BJP,0.0,35.81,0,NDA,1,0.0,75.0
2024,Punjab,INC,0.0,26.3,7,UPA / I.N.D.I.A.,13,53.85,48.08
2024,Punjab,AAP,0.0,26.02,3,UPA / I.N.D.I.A.,13,23.08,48.08
2024,Punjab,IND,0.0,0.0,2,Others / Regional,13,15.38,48.08
2024,Punjab,SAD,0.0,13.42,1,NDA,13,7.69,48.08
2024,Punjab,BJP,0.0,18.56,0,NDA,13,0.0,48.08
2024,Rajasthan,BJP,0.0,49.24,14,NDA,25,56.0,50.0
2024,Rajasthan,INC,0.0,37.91,8,UPA / I.N.D.I.A.,25,32.0,50.0
2024,Rajasthan,CPI(M),0.0,1.97,1,UPA / I.N.D.I.A.,25,4.0,50.0
2024,Rajasthan,RLP,0.0,1.8,1,UPA / I.N.D.I.A.,25,4.0,50.0
2024,Rajasthan,Bharat Adivasi Party,0.0,0.0,1,Others / Regional,25,4.0,50.0
2024,Sikkim,SKM,0.0,42.52,1,NDA,1,100.0,25.0
2024,Sikkim,Citizen Action Party Â- Sikk,0.0,21.71,0,Others / Regional,1,0.0,25.0
2024,Sikkim,SDF,0.0,20.46,0,Others / Regional,1,0.0,25.0
2024,Sikkim,BJP,0.0,5.09,0,NDA,1,0.0,25.0
2024,Tamil Nadu,DMK,0.0,26.93,22,UPA / I.N.D.I.A.,39,56.41,67.31
2024,Tamil Nadu,INC,0.0,10.67,9,UPA / I.N.D.I.A.,39,23.08,67.31
2024,Tamil Nadu,CPI(M),0.0,2.52,2,UPA / I.N.D.I.A.,39,5.13,67.31
2024,Tamil Nadu,CPI,0.0,2.15,2,UPA / I.N.D.I.A.,39,5.13,67.31
2024,Tamil Nadu,VCK,0.0,0.0,2,UPA / I.N.D.I.A.,39,5.13,67.31
2024,Tamil Nadu,IUML,0.0,1.17,1,UPA / I.N.D.I.A.,39,2.56,67.31
2024,Tamil Nadu,MDMK,0.0,0.0,1,UPA / I.N.D.I.A.,39,2.56,67.31
2024,Tamil Nadu,AIADMK,0.0,20.46,0,Others / Regional,39,0.0,67.31
2024,Tamil Nadu,BJP,0.0,11.24,0,NDA,39,0.0,67.31
2024,Telangana,INC,0.0,40.1,8,UPA / I.N.D.I.A.,17,47.06,58.82
2024,Telangana,BJP,0.0,35.08,8,NDA,17,47.06,58.82
2024,Telangana,AIMIM,0.0,3.02,1,Others / Regional,17,5.88,58.82
2024,Telangana,BRS,0.0,16.68,0,Others / Regional,17,0.0,58.82
2024,Tripura,BJP,0.0,70.72,2,NDA,2,100.0,25.0
2024,Tripura,CPI(M),0.0,12.44,0,UPA / I.N.D.I.A.,2,0.0,25.0
2024,Tripura,INC,0.0,11.49,0,UPA / I.N.D.I.A.,2,0.0,25.0
2024,Uttar Pradesh,SP,0.0,33.59,37,UPA / I.N.D.I.A.,80,46.25,59.69
2024,Uttar Pradesh,BJP,0.0,41.37,33,NDA,80,41.25,59.69
2024,Uttar Pradesh,INC,0.0,9.46,6,UPA / I.N.D.I.A.,80,7.5,59.69
2024,Uttar Pradesh,RLD,0.0,1.02,2,NDA,80,2.5,59.69
2024,Uttar Pradesh,Apna Dal (Soneylal),0.0,0.92,1,Others / Regional,80,1.25,59.69
2024,Uttar Pradesh,Aazad Samaj Party,0.0,0.0,1,Others / Regional,80,1.25,59.69
2024,Uttar Pradesh,BSP,0.0,9.39,0,Others / Regional,80,0.0,59.69
2024,Uttarakhand,BJP,0.0,56.81,5,NDA,5,100.0,45.0
2024,Uttarakhand,INC,0.0,32.83,0,UPA / I.N.D.I.A.,5,0.0,45.0
2024,West Bengal,TMC,0.0,45.76,29,UPA / I.N.D.I.A.,42,69.05,42.26
2024,West Bengal,BJP,0.0,38.73,12,NDA,42,28.57,42.26
2024,West Bengal,INC,0.0,4.68,1,UPA / I.N.D.I.A.,42,2.38,42.26
2024,West Bengal,CPI(M),0.0,5.67,0,UPA / I.N.D.I.A.,42,0.0,42.26
