Year,State,Constituency_No,Constituency_Name,Constituency_Type,Winner_Candidate,Winner_Party,Winner_Votes,Winner_Percentage,Runner_up_Candidate,Runner_up_Party,Runner_up_Votes,Runner_up_Percentage,Margin_Votes
2004,Kerala,2,Cannanore,GEN,A. P. Abdullakutty,CPI(M),435058,,Mullappally Ramachandran,INC,351209,,83849
2004,Kerala,3,Badagara,GEN,P. Satheedevi,CPI(M),429294,,M. T. Padma,INC,298705,,130589
2004,Kerala,4,Calicut,GEN,M. P. Veerendra Kumar,JD(S),340111,,V. Balram,INC,274785,,65326
2004,Kerala,5,Manjeri,GEN,T. K. Hamza,CPI(M),426920,,K. P. A. Majeed,Muslim League Kerala State Committee,379177,,47743
2004,Kerala,6,Ponnani,GEN,E. Ahamed,Muslim League Kerala State Committee,354051,,P.P. Suneer,CPI,251293,,102758
2004,Kerala,7,Palghat,GEN,N. N. Krishnadas,CPI(M),375144,,V. S. Vijaya Raghavan,INC,276986,,98158
2004,Kerala,8,Ottapalam,SC,S. Ajaya Kumar,CPI(M),395928,,K. A. Thulasi,INC,325518,,70410
2004,Kerala,9,Trichur,GEN,C. K. Chandrappan,CPI,320960,,A. C. Jose,INC,274999,,45961
2004,Kerala,10,Mukundapuram,GEN,Lonappan Nambadan,CPI(M),375175,,Padmaja Venugopal,INC,258078,,117097
2004,Kerala,11,Ernakulam,GEN,Sebastian Paul,IND,323042,,Edward Edezhath,INC,252943,,70099
2004,Kerala,12,Muvattupuzha,GEN,P. C. Thomas,Indian Federal Democratic Party,256411,,P. M. Ismail,CPI(M),255882,,529
2004,Kerala,13,Kottayam,GEN,K. Suresh Kurup,CPI(M),341213,,Anto Antony,INC,298299,,42914
2004,Kerala,14,Idukki,GEN,Francis George,Kerala Congress,353905,,Benny Behanan,INC,284521,,69384
2004,Kerala,15,Alleppey,GEN,K. S. Manoj,CPI(M),335494,,V. M. Sudheeran,INC,334485,,1009
2004,Kerala,16,Mavelikara,GEN,C. S. Sujatha,CPI(M),278281,,Ramesh Chennithala,INC,270867,,7414
2004,Kerala,17,Adoor,SC,Chengara Surendran,CPI,332216,,Kodikunnil Suresh,INC,277682,,54534
2004,Kerala,18,Quilon,GEN,P. Rajendran,CPI(M),355279,,Sooranad Rajasekharan,INC,244208,,111071
2004,Kerala,19,Chirayinkil,GEN,Varkala Radhakrishnan,CPI(M),313615,,M. I. Shanavas,INC,262870,,50745
2004,Kerala,20,Trivandrum,GEN,P. K. Vasudevan Nair,CPI,286057,,V. S. Sivakumar,INC,231454,,54603
2004,Lakshadweep,1,Lakshadweep,ST,P. Pookunhi Koya,JD(U),15597,,P. M. Sayeed,INC,15526,,71
2004,Madhya Pradesh,1,Morena,SC,Ashok Argal,BJP,261337,,Barelal Jatav,INC,114017,,147320
2004,Madhya Pradesh,2,Bhind,GEN,Ram Lakhan Singh,BJP,234712,,Satyadev Katare,INC,227766,,6946
2004,Madhya Pradesh,3,Gwalior,GEN,Ramsevak Singh,INC,246467,,Jaibhan Singh Pawaiya,BJP,210603,,35864
2004,Madhya Pradesh,4,Guna,GEN,Jyotiraditya Scindia,INC,333954,,Harivallabh Shukla,BJP,247594,,86360
2004,Madhya Pradesh,5,Sagar,SC,Virendra Kumar,BJP,290974,,Uttam Khatik,INC,142983,,147991
2004,Madhya Pradesh,6,Khajuraho,GEN,Ramkrishna Kusmaria,BJP,332458,,Satyavrat Chaturvedi,INC,220677,,111781
2004,Madhya Pradesh,7,Damoh,GEN,Chandrabhan Bhaiya,BJP,271869,,Tilak Singh Lodhi,INC,177274,,94595
2004,Madhya Pradesh,8,Satna,GEN,Ganesh Singh,BJP,239706,,Rajendra Kumar Singh,INC,156116,,83590
2004,Madhya Pradesh,9,Rewa,GEN,Chandramani Tripathi,BJP,232021,,Pradeep Kumar Patel,BSP,187269,,44752
2004,Madhya Pradesh,10,Sidhi,ST,Chandrapratap Singh,BJP,210198,,Tilakraj Singh,INC,160633,,49565
2004,Madhya Pradesh,11,Shahdol,ST,Dalpat Singh Paraste,BJP,210034,,Rajesh Nandini Singh,INC,180685,,29349
2004,Madhya Pradesh,12,Balaghat,GEN,Gaurishankar Bisen,BJP,193982,,Kankar Munjare,Janata Party,105893,,88089
2004,Madhya Pradesh,13,Mandla,ST,Faggan Singh Kulaste,BJP,238073,,Heera Singh Markam,Gondwana Ganatantra Party,173176,,64897
2004,Madhya Pradesh,14,Jabalpur,GEN,Rakesh Singh,BJP,311646,,Vishwanath Dubey,INC,212115,,99531
2004,Madhya Pradesh,15,Seoni,GEN,Neeta Pateriya,BJP,268195,,Kalyani Pandey,INC,173394,,94801
2004,Madhya Pradesh,16,Chhindwara,GEN,Kamal Nath,INC,308563,,Prahlad Singh Patel,BJP,244855,,63708
2004,Madhya Pradesh,17,Betul,GEN,Vijay Kumar Khandelwal,BJP,288007,,Rajendra Jaiswal,INC,130467,,157540
2004,Madhya Pradesh,18,Hoshangabad,GEN,Sartaj Singh,BJP,354659,,Omprakash Raghuvanshi,INC,218250,,136409
2004,Madhya Pradesh,19,Bhopal,GEN,Kailash Joshi,BJP,561563,,Sajid Ali,INC,255558,,306005
2004,Madhya Pradesh,20,Vidisha,GEN,Shivraj Singh Chouhan,BJP,428030,,Narbada Prasad Sharma,INC,167304,,260726
2004,Madhya Pradesh,21,Rajgarh,GEN,Lakshman Singh,BJP,283135,,Shambhoo Singh,INC,246423,,36712
2004,Madhya Pradesh,22,Shajapur,SC,Thawar Chand Gehlot,BJP,424004,,Shyam Malviya,INC,255817,,168187
2004,Madhya Pradesh,23,Khandwa,GEN,Nandkumar Singh Chauhan,BJP,336724,,Amitabh Mandloi,INC,233987,,102737
2004,Madhya Pradesh,24,Khargone,GEN,Krishna Murari Moghe,BJP,321762,,Tarachand Shivaji Patel,INC,263145,,58617
2004,Madhya Pradesh,25,Dhar,ST,Chhatar Singh Darbar,BJP,345468,,Umang Singhar,INC,312857,,32611
2004,Madhya Pradesh,26,Indore,GEN,Sumitra Mahajan,BJP,508107,,Rameshwar Patel,INC,314171,,193936
2004,Madhya Pradesh,27,Ujjain,SC,Satyanarayan Jatiya,BJP,369744,,Premchand Guddu,INC,299341,,70403
2004,Madhya Pradesh,28,Jhabua,ST,Kantilal Bhuria,INC,322257,,Relam Chauhan,BJP,241975,,80282
2004,Madhya Pradesh,29,Mandsaur,GEN,Laxminarayan Pandey,BJP,423478,,Rajendra Singh Gautam,INC,283845,,139633
2004,Maharashtra,1,Rajapur,GEN,Suresh Prabhu,SS,264001,,Sudhir Sawant,INC,183102,,80899
2004,Maharashtra,2,Ratnagiri,GEN,Anant Geete,SS,334690,,Govindrao Nikam,NCP,185722,,148968
2004,Maharashtra,3,Kolaba,GEN,A. R. Antulay,INC,312225,,Vivek Patil,Peasants And Workers Party Of India,280355,,31870
2004,Maharashtra,4,Mumbai South,GEN,Milind Deora,INC,137956,,Jayawantiben Mehta,BJP,127710,,10246
2004,Maharashtra,5,Mumbai South Central,GEN,Mohan Rawale,SS,128536,,Sachin Ahir,NCP,106348,,22188
2004,Maharashtra,6,Mumbai North Central,GEN,Eknath Gaikwad,INC,256282,,Manohar Joshi,SS,242953,,13329
2004,Maharashtra,7,Mumbai North East,GEN,Gurudas Kamat,INC,493420,,Kirit Somaiya,BJP,394020,,99400
2004,Maharashtra,8,Mumbai North West,GEN,Sunil Dutt,INC,385755,,Sanjay Nirupam,SS,338397,,47358
2004,Maharashtra,9,Mumbai North,GEN,Govinda,INC,559763,,Ram Naik,BJP,511492,,48271
2004,Maharashtra,10,Thane,GEN,Prakash Paranjape,SS,631414,,Vasant Davkhare,NCP,609156,,22258
2004,Maharashtra,11,Dahanu,ST,Damodar Shingada,INC,286004,,Chintaman Vanaga,BJP,222641,,63363
2004,Maharashtra,12,Nashik,GEN,Devidas Pingale,NCP,307613,,Dashrath Patil,SS,292555,,15058
2004,Maharashtra,13,Malegaon,ST,Harischandra Chavan,BJP,218259,,Haribahu Shankar Mahale,JD(S),213731,,4528
2004,Maharashtra,14,Dhule,ST,Bapu Hari Chaure,INC,210714,,Ramdas Rupla Gavit,BJP,202949,,7765
2004,Maharashtra,15,Nandurbar,ST,Manikrao Gavit,INC,351911,,Natawadkar Suhas Jayant,BJP,244290,,107621
2004,Maharashtra,16,Erandol,GEN,Annasaheb M. K. Patil,BJP,289559,,Vasantrao More,NCP,281418,,8141
2004,Maharashtra,17,Jalgaon,GEN,Y. G. Mahajan,BJP,298865,,Ulhas Patil,INC,278219,,20646
2004,Maharashtra,18,Buldhana,SC,Anandrao Vithoba Adsul,SS,369975,,Mukul Wasnik,INC,310068,,59907
2004,Maharashtra,19,Akola,GEN,Sanjay Dhotre,BJP,313323,,Laxmanrao Tayade,INC,206952,,106371
2004,Maharashtra,20,Washim,GEN,Bhavana Gawali,SS,358682,,Manohar Naik,NCP,297784,,60898
2004,Maharashtra,21,Amravati,GEN,Anant Gudhe,SS,203216,,Omprakash Babarao Kadu,IND,188982,,14234
2004,Maharashtra,22,Ramtek,GEN,Subodh Mohite,SS,276720,,Shrikant Jichkar,INC,262618,,14102
2004,Maharashtra,23,Nagpur,GEN,Vilas Muttemwar,INC,373769,,Atal Bahadur Singh,BJP,274286,,99483
2004,Maharashtra,24,Bhandara,GEN,Shishupal Patle,BJP,277388,,Praful Patel,NCP,274379,,3009
2004,Maharashtra,25,Chimur,GEN,Mahadeo Shivankar,BJP,336711,,Jogendra Kawade,Peoples Republican Party,237937,,98774
2004,Maharashtra,26,Chandrapur,GEN,Hansraj Gangaram Ahir,BJP,366014,,Naresh Puglia,INC,306191,,59823
2004,Maharashtra,27,Wardha,GEN,Suresh Wagmare,BJP,269045,,Prabha Rau,INC,265857,,3188
2004,Maharashtra,28,Yavatmal,GEN,Harising Nasaru Rathod,BJP,298513,,Uttamrao Deorao Patil,INC,241709,,56804
2004,Maharashtra,29,Hingoli,GEN,Suryakanta Patil,NCP,327944,,Shivaji Mane,SS,315399,,12545
2004,Maharashtra,30,Nanded,GEN,Digamber Bapuji Patil,BJP,361282,,Bhaskarrao Khatgaonkar,INC,336947,,24335
2004,Maharashtra,31,Parbhani,GEN,Tukaram Renge Patil,SS,339318,,Suresh Warpudkar,NCP,283147,,56171
2004,Maharashtra,32,Jalna,GEN,Raosaheb Danve,BJP,369630,,Uttamsingh Pawar,INC,308298,,61332
2004,Maharashtra,33,Aurangabad,GEN,Chandrakant Khaire,SS,477900,,Ramkrishna Baba Patil,INC,355977,,121923
2004,Maharashtra,34,Beed,GEN,Jaisingrao Gaikwad Patil,NCP,425051,,Prakashdada Solanke,BJP,377639,,47412
2004,Maharashtra,35,Latur,GEN,Rupatai Patil,BJP,404500,,Shivraj Patil,INC,373609,,30891
2004,Maharashtra,36,Osmanabad,SC,Kalpana Narhire,SS,294436,,Kondiba Laxman Dhobale,NCP,292787,,1649
2004,Maharashtra,37,Sholapur,GEN,Subhash Sureshchandra Deshmukh,BJP,316188,,Ujwalatai Shinde,INC,310390,,5798
2004,Maharashtra,38,Pandharpur,SC,Ramdas Athawale,Republican Party Of India (A),347215,,Nagnath Dattatray Kshirsagar,BJP,247522,,99693
2004,Maharashtra,39,Ahmednagar,GEN,Tukaram Gadakh,NCP,362938,,N. S. Pharande,BJP,287861,,75077
2004,Maharashtra,40,Kopargaon,GEN,Balasaheb Vikhe Patil,INC,356688,,Murkute Bhanudas Kashinath,SS,269357,,87331
2004,Maharashtra,41,Khed,GEN,Shivajirao Adhalarao Patil,SS,360501,,Ashok Mohol,NCP,339691,,20810
2004,Maharashtra,42,Pune,GEN,Suresh Kalmadi,INC,373774,,Pradeep Rawat,BJP,300598,,73176
2004,Maharashtra,43,Baramati,GEN,Sharad Pawar,NCP,634555,,Prithviraj Sahebrao Jachak,BJP,211580,,422975
2004,Maharashtra,44,Satara,GEN,Laxmanrao Pandurang Jadhav (Patil),NCP,281577,,Hindurao Naik Nimbalkar,SS,277620,,3957
2004,Maharashtra,45,Karad,GEN,Shriniwas Patil,NCP,436732,,Mankumare Vasant Dnyandev,SS,240002,,196730
2004,Maharashtra,46,Sangli,GEN,Prakashbapu Vasantdada Patil,INC,305048,,Deepak Mhaisalkar,BJP,223425,,81623
2004,Maharashtra,47,Ichalkaranji,GEN,Nivedita Mane,NCP,422272,,Sanjay Shamrao Patil,SS,321223,,101049
2004,Maharashtra,48,Kolhapur,GEN,Sadashivrao Mandlik,NCP,401922,,Dhananjay Mahadik,SS,387169,,14753
2004,Manipur,1,Inner Manipur,GEN,Thokchom Meinya,INC,154055,,Moirangthem Nara,CPI,104722,,49333
2004,Manipur,2,Outer Manipur,ST,Mani Charenamei,IND,229634,,D. Loli Adanee,BJP,147441,,82193
2004,Meghalaya,1,Shillong,GEN,Paty Ripple Kyndiah,INC,190058,,S. Loniak Marbaniang,IND,119162,,70896
2004,Meghalaya,2,Tura,GEN,Purno Agitok Sangma,TMC,191938,,Mukul Sangma,INC,119175,,72763
2004,Mizoram,1,Mizoram,ST,Vanlalzawma,Mizo National Front,182864,,Laltluangliana Khiangte,IND,159170,,23694
2004,Nagaland,1,Nagaland,GEN,W. Wangyuh,Naga People'S Front,698128,,K. Asungba Sangtam,INC,246109,,452019
2004,Odisha,1,Mayurbhanj,ST,Sudam Marndi,JMM,260529,,Bhagirathi Majhi,BJP,252557,,7972
2004,Odisha,2,Balasore,GEN,Kharabela Swain,BJP,553087,,Niranjan Panda,INC,316132,,236955
2004,Odisha,3,Bhadrak,SC,Arjun Charan Sethi,BJD,489200,,Muralidhar Jena,INC,394431,,94769
2004,Odisha,4,Jajpur,SC,Mohan Jena,BJD,452177,,Amiya Kanta Mallik,INC,400711,,51466
2004,Odisha,5,Kendrapara,GEN,Archana Nayak,BJD,453276,,Srikant Kumar Jena,INC,366433,,86843
2004,Odisha,6,Cuttack,GEN,Bhartruhari Mahtab,BJD,496750,,Jayanti Patnaik,INC,323552,,173198
2004,Odisha,7,Jagatsinghpur,GEN,Brahmananda Panda,BJD,466383,,Ranjib Biswal,INC,409121,,57262
2004,Odisha,8,Puri,GEN,Braja Kishore Tripathy,BJD,462248,,Pinaki Misra,INC,401288,,60960
2004,Odisha,9,Bhubaneswar,GEN,Prasanna Kumar Patasani,BJD,437762,,Soumya Ranjan Patnaik,INC,325483,,112279
2004,Odisha,10,Aska,GEN,Hari Har Swain,BJD,381526,,Ramkrushana Patnaik,INC,248924,,132602
2004,Odisha,11,Berhampur,GEN,Chandra Sekhar Sahu,INC,355973,,Anadi Charan Sahu,BJP,304316,,51657
2004,Odisha,12,Koraput,ST,Giridhar Gamang,INC,334748,,Papanna Mutika,BJD,291481,,43267
2004,Odisha,13,Nowrangpur,ST,Parsuram Majhi,BJP,359989,,Chandra Sekhar Majhi,INC,322957,,37032
2004,Odisha,14,Kalahandi,GEN,Bikram Keshari Deo,BJP,357079,,Bhakta Charan Das,INC,322957,,34122
2004,Odisha,15,Phulbani,SC,Sugrib Singh,BJD,337951,,Abhimanyu Behera,INC,318679,,19272
2004,Odisha,16,Bolangir,GEN,Sangeeta Kumari Singh Deo,BJP,322912,,Sarat Pattanayak,INC,222230,,100682
2004,Odisha,17,Sambalpur,GEN,Prasanna Acharya,BJD,390556,,Sanjay Bhoi,INC,375786,,14770
2004,Odisha,18,Deogarh,GEN,Dharmendra Pradhan,BJP,426092,,Sriballav Panigrahi,INC,346996,,79096
2004,Odisha,19,Dhenkanal,GEN,Tathagata Satpathy,BJD,423539,,Kamakhya Prasad Singh Deo,INC,300657,,122882
2004,Odisha,20,Sundargarh,ST,Jual Oram,BJP,336562,,Frida Topno,INC,296886,,39676
2004,Odisha,21,Keonjhar,ST,Ananta Nayak,BJP,355702,,Nilakantha Nayak,INC,306493,,49209
2004,Puducherry,1,Puducherry,GEN,M. Ramadass,Pattali Makkal Katchi,241653,,Lalitha Kumaramangalam,BJP,172472,,69181
2004,Punjab,1,Gurdaspur,GEN,Vinod Khanna,BJP,387612,,Sukhbans Kaur Bhinder,INC,362629,,24983
2004,Punjab,2,Amritsar,GEN,Navjot Singh Sidhu,BJP,394223,,Raghunandan Lal Bhatia,INC,284691,,109532
2004,Punjab,3,Tarn Taran,GEN,Rattan Singh Ajnala,SAD,364646,,Sukhbinder Singh,INC,308252,,56394
2004,Punjab,4,Jullundur,GEN,Rana Gurjeet Singh,INC,344619,,Naresh Gujral,SAD,311156,,33463
2004,Punjab,5,Phillaur,SC,Charanjit Singh Atwal,SAD,324512,,Santosh Chowdhary,INC,225628,,98884
2004,Punjab,6,Hoshiarpur,GEN,Avinash Rai Khanna,BJP,289815,,Darshan Singh Mattu,CPI(M),185444,,104371
2004,Punjab,7,Ropar,SC,Sukhdev Singh Libra,SAD,347631,,Shamsher Singh Dullo,INC,313994,,33637
2004,Punjab,8,Patiala,GEN,Preneet Kaur,INC,409917,,Kanwaljit Singh,SAD,386250,,23667
2004,Punjab,9,Ludhiana,GEN,Sharanjit Singh Dhillon,SAD,329234,,Manish Tewari,INC,299694,,29540
2004,Punjab,10,Sangrur,GEN,Sukhdev Singh Dhindsa,SAD,286828,,Arvind Khanna,INC,259551,,27277
2004,Punjab,11,Bhatinda,SC,Paramjit Kaur Gulshan,SAD,323394,,Kaushalya Chaman Bhaura,CPI,260752,,62642
2004,Punjab,12,Faridkot,GEN,Sukhbir Singh Badal,SAD,475928,,Karan Kaur Brar,INC,340649,,135279
2004,Punjab,13,Ferozepur,GEN,Zora Singh Maan,SAD,357102,,Jagmeet Singh Brar,INC,345563,,11539
2004,Rajasthan,1,Ganganagar,SC,Nihalchand Meghwal,BJP,331475,,Bharat Ram Meghwal,INC,324082,,7393
2004,Rajasthan,2,Bikaner,GEN,Dharmendra,BJP,517802,,Rameshwar Lal Dudi,INC,460627,,57175
2004,Rajasthan,3,Churu,GEN,Ram Singh Kaswan,BJP,400718,,Balram Jakhar,INC,370864,,29854
2004,Rajasthan,4,Jhunjhunu,GEN,Sis Ram Ola,INC,274168,,Santosh Ahlawat,BJP,250813,,23355
2004,Rajasthan,5,Sikar,GEN,Subhash Maharia,BJP,367546,,Narayan Singh,INC,312863,,54683
2004,Rajasthan,6,Jaipur,GEN,Girdhari Lal Bhargava,BJP,480730,,Pratap Singh Khachariyawas,INC,373544,,107186
2004,Rajasthan,7,Dausa,GEN,Sachin Pilot,INC,369935,,Kartar Singh Bhadana,BJP,255070,,114865
2004,Rajasthan,8,Alwar,GEN,Karan Singh Yadav,INC,246833,,Mahant Chandnath,BJP,238462,,8371
2004,Rajasthan,9,Bharatpur,GEN,Vishvendra Singh,BJP,319904,,Ved Prakash,INC,208555,,111349
2004,Rajasthan,10,Bayana,SC,Ramswaroop Koli,BJP,265051,,Mahendra Singh,INC,205427,,59624
2004,Rajasthan,11,Sawai Madhopur,ST,Namo Narain Meena,INC,367553,,Jaskaur Meena,BJP,256390,,111163
2004,Rajasthan,12,Ajmer,GEN,Rasa Singh Rawat,BJP,314788,,Haji Habibur Rehman,INC,186812,,127976
2004,Rajasthan,13,Tonk,SC,Kailash Meghwal,BJP,315717,,Nand Kishore Bairwa,INC,257205,,58512
2004,Rajasthan,14,Kota,GEN,Raghuveer Singh Koshal,BJP,298314,,Hari Mohan Sharma,INC,226536,,71778
2004,Rajasthan,15,Jhalawar,GEN,Dushyant Singh,BJP,303845,,Sanjay Gurjar,INC,222266,,81579
2004,Rajasthan,16,Banswara,ST,Dhan Singh Rawat,BJP,269239,,Prabhulal Rawat,INC,247556,,21683
2004,Rajasthan,17,Salumber,ST,Mahaveer Bhagora,BJP,281659,,Bheru Lal Meena,INC,256885,,24774
2004,Rajasthan,18,Udaipur,GEN,Kiran Maheshwari,BJP,398059,,Girija Vyas,INC,323184,,74875
2004,Rajasthan,19,Chittorgarh,GEN,Shrichand Kriplani,BJP,375385,,Vishwa Vijay Singh,INC,239615,,135770
2004,Rajasthan,20,Bhilwara,GEN,V. P. Singh Badnore,BJP,317292,,Kailash Vyas,INC,256640,,60652
2004,Rajasthan,21,Pali,GEN,Pusp Jain,BJP,264114,,Surendra Kumar Surana,INC,200876,,63238
2004,Rajasthan,22,Jalore,SC,Bangaru Susheela,BJP,321255,,Buta Singh,INC,282063,,39192
2004,Rajasthan,23,Barmer,GEN,Manvendra Singh,BJP,631851,,Sonaram Choudhary,INC,359963,,271888
2004,Rajasthan,24,Jodhpur,GEN,Jaswant Singh Bishnoi,BJP,434352,,Badri Ram Jakhar,INC,391857,,42495
2004,Rajasthan,25,Nagaur,GEN,Bhanwar Singh Dangawas,BJP,284657,,Ram Raghunath Choudhary,INC,214030,,70627
2004,Sikkim,1,Sikkim,GEN,Nakul Das Rai,SDF,153409,,Biraj Adhikari,INC,60258,,93151
2004,Tamil Nadu,1,Madras North,GEN,C. Kuppusami,DMK,570122,,Sukumar Nambiar. M N,BJP,316583,,253539
2004,Tamil Nadu,2,Madras Central,GEN,Dayanidhi Maran,DMK,316329,,Balaganga N,AIADMK,182151,,134178
2004,Tamil Nadu,3,Madras South,GEN,T. R. Baalu,DMK,564578,,Bader Sayeed,AIADMK,343838,,220740
2004,Tamil Nadu,4,Sriperumbudur,SC,A. Krishnaswamy,DMK,517617,,P. Venugopal,AIADMK,282271,,235346
2004,Tamil Nadu,5,Chengalpattu,GEN,A. K. Moorthy,Pattali Makkal Katchi,431643,,K.N. Ramachandra,AIADMK,282919,,148724
2004,Tamil Nadu,6,Arakkonam,GEN,R. Velu,Pattali Makkal Katchi,386911,,Shanmugam N.,AIADMK,284715,,102196
2004,Tamil Nadu,7,Vellore,GEN,K. M. Kader Mohideen,DMK,436642,,Santhanam. A,AIADMK,258032,,178610
2004,Tamil Nadu,8,Tirupattur,GEN,D. Venugopal,DMK,453786,,Subramani. K. G,AIADMK,272884,,180902
2004,Tamil Nadu,9,Vandavasi,GEN,Gingee N. Ramachandran,Marumalarchi Dravida Munnetra Kazhagam,394903,,R Rajalakshmi,AIADMK,243470,,151433
2004,Tamil Nadu,10,Tindivanam,GEN,K. Dhanaraju,Pattali Makkal Katchi,367849,,Arunmozhithevan. A,AIADMK,276685,,91164
2004,Tamil Nadu,11,Cuddalore,GEN,K. Venkatapathy,DMK,400059,,Rajendran. R,AIADMK,268707,,131352
2004,Tamil Nadu,12,Chidambaram,SC,E. Ponnuswamy,Pattali Makkal Katchi,343424,,Thol. Thirumavalavan,JD(U),255773,,87651
2004,Tamil Nadu,13,Dharmapuri,GEN,R. Senthil,Pattali Makkal Katchi,397540,,P. D. Elangovan,BJP,181450,,216090
2004,Tamil Nadu,14,Krishnagiri,GEN,E. G. Sugavanam,DMK,403297,,Nanje Gowdu. K,AIADMK,284075,,119222
2004,Tamil Nadu,15,Rasipuram,SC,K. Rani,INC,384170,,Anbalagan. S,AIADMK,249637,,134533
2004,Tamil Nadu,16,Salem,GEN,K. V. Thangkabalu,INC,444591,,Rajasekaran. A,AIADMK,268964,,175627
2004,Tamil Nadu,17,Tiruchengode,GEN,Subbulakshmi Jagadeesan,DMK,501569,,Edappadi K. Palaniswami,AIADMK,322172,,179397
2004,Tamil Nadu,18,Nilgiris,GEN,R. Prabhu,INC,494121,,M Master Mathan,BJP,257619,,236502
2004,Tamil Nadu,19,Gobichettipalayam,GEN,E. V. K. S. Elangovan,INC,426826,,N. R Govindarajar,AIADMK,212349,,214477
2004,Tamil Nadu,20,Coimbatore,GEN,K. Subbarayan,CPI,504981,,C. P. Radhakrishnan,BJP,340476,,164505
2004,Tamil Nadu,21,Pollachi,SC,C. Krishnan,Marumalarchi Dravida Munnetra Kazhagam,364988,,Murugan. G,AIADMK,244067,,120921
2004,Tamil Nadu,22,Palani,GEN,S. K. Kharventhan,INC,448900,,Kishore Kumar. K,AIADMK,217407,,231493
2004,Tamil Nadu,23,Dindigul,GEN,N. S. V. Chitthan,INC,407116,,Jeyaraman. M,AIADMK,251945,,155171
2004,Tamil Nadu,24,Madurai,GEN,P. Mohan,CPI(M),414433,,A. K. Bose,AIADMK,281593,,132840
2004,Tamil Nadu,25,Periyakulam,GEN,J. M. Aaroon Rashid,INC,346851,,T. T. V. Dhinakaran,AIADMK,325696,,21155
2004,Tamil Nadu,26,Karur,GEN,K. C. Palanisamy,DMK,450407,,Palanichamy Raja. N,AIADMK,259531,,190876
2004,Tamil Nadu,27,Tiruchirappalli,GEN,L. Ganesan,Marumalarchi Dravida Munnetra Kazhagam,450907,,M. Paranjothi,AIADMK,234182,,216725
2004,Tamil Nadu,28,Perambalur,SC,A. Raja,DMK,389708,,M. Sundaram,AIADMK,236375,,153333
2004,Tamil Nadu,29,Mayiladuthurai,GEN,Mani Shankar Aiyar,INC,411160,,O. S. Manian,AIADMK,215469,,195691
2004,Tamil Nadu,30,Nagapattinam,SC,A. K. S. Vijayan,DMK,463389,,Archunan. P J,AIADMK,247166,,216223
2004,Tamil Nadu,31,Thanjavur,GEN,S. S. Palanimanickam,DMK,400986,,Thangamuthu. K,AIADMK,281838,,119148
2004,Tamil Nadu,32,Pudukkottai,GEN,S. Regupathy,DMK,466133,,Ravichandran. A,AIADMK,309637,,156496
2004,Tamil Nadu,33,Sivaganga,GEN,P. Chidambaram,INC,400393,,Karuppiah. S P,AIADMK,237668,,162725
2004,Tamil Nadu,34,Ramanathapuram,GEN,M. S. K. Bhavani Rajenthiran,DMK,335287,,Murugesan. C,AIADMK,225337,,109950
2004,Tamil Nadu,35,Sivakasi,GEN,A. Ravichandran,Marumalarchi Dravida Munnetra Kazhagam,469072,,Kannan. P,AIADMK,304555,,164517
2004,Tamil Nadu,36,Tirunelveli,GEN,R. Dhanuskodi Athithan,INC,370127,,Amirtha Ganesan R,AIADMK,203052,,167075
2004,Tamil Nadu,37,Tenkasi,SC,M. Appadurai,CPI,348000,,S. Murugesan,AIADMK,225824,,122176
2004,Tamil Nadu,38,Tiruchendur,GEN,V. Radhika Selvi,DMK,394484,,Thamodaran. T,AIADMK,212803,,181681
2004,Tamil Nadu,39,Nagercoil,GEN,A. V. Bellarmin,CPI(M),410091,,Pon Radhakrishnan,BJP,245797,,164294
2004,Tripura,1,Tripura West,GEN,Khagen Das,CPI(M),496843,,Nirmala Dasgupta,INC,112207,,384636
2004,Tripura,2,Tripura East,ST,Baju Ban Riyan,CPI(M),414230,,Pulin Bihari Dewan,BJP,103494,,310736
2004,Uttar Pradesh,1,Bijnor,SC,Munshiram Singh,RLD,301599,,Ghan Shyam Chandr Kharwar,BSP,221424,,80175
2004,Uttar Pradesh,2,Amroha,GEN,Harish Nagpal,IND,287522,,Mahmood Madani,RLD,269638,,17884
2004,Uttar Pradesh,3,Moradabad,GEN,Shafiqur Rahman Barq,SP,218079,,Chandra Vijay Singh,BJP,182239,,35840
2004,Uttar Pradesh,4,Rampur,GEN,Jaya Prada,SP,289390,,Begum Noor Bano,INC,203916,,85474
2004,Uttar Pradesh,5,Sambhal,GEN,Ram Gopal Yadav,SP,357049,,Tarannum Aqeel,BSP,158988,,198061
2004,Uttar Pradesh,6,Budaun,GEN,Saleem Iqbal Shervani,SP,265713,,Brijpal Singh Shakya,BJP,214391,,51322
2004,Uttar Pradesh,7,Aonla,GEN,Kunwar Sarvraj Singh,JD(U),153322,,Raj Veer Singh,SP,146451,,6871
2004,Uttar Pradesh,8,Bareilly,GEN,Santosh Gangwar,BJP,269651,,Akbar Ahmad Dumpy,BSP,210007,,59644
2004,Uttar Pradesh,9,Pilibhit,GEN,Maneka Gandhi,BJP,255615,,Satyapal Gangwar,SP,152895,,102720
2004,Uttar Pradesh,10,Shahjahanpur,GEN,Jitin Prasada,INC,220763,,Rammurti Singh Verma,SP,138931,,81832
2004,Uttar Pradesh,11,Kheri,GEN,Ravi Prakash Verma,SP,224602,,Daud Ahmad,BSP,212842,,11760
2004,Uttar Pradesh,12,Shahabad,GEN,Iliyas Azmi,SP,210171,,Satya Dev Singh,BJP,163802,,46369
